rank,front,meaning,status,wordfreq_zipf,kaikki_entry,kaikki_semantic_support,kaikki_overlap_terms,readurdu_entry,readurdu_semantic_support,calima_exact_analyses,flags
1418,میسر,"(pass. part. of يسّر 'to render easy,' &c., ii of يسر 'to be easy,' &c.), part. adj. Rendered easy,…",explicit_review_required,4.630,False,False,,True,True,,
1419,سفید,"adj. white; clean; blank | Platts: adj. White; clean, blank: — safaid-posh, adj. & s.m. Clothed in white; — a man dressed in white…",verified_strong,4.930,True,True,"blank,clean,white",True,True,,
1420,لفظ,word,verified_strong,5.280,True,True,word,True,True,,
1421,نوجوانوں,oblique plural of نَوجَوَان (naujavān) | also: plural oblique of نَوجَوَان (naujavān — young; young man; teenager),explicit_review_required,4.750,True,False,,True,True,,
1422,شک,"doubt, suspicion",verified_strong,5.130,True,True,doubt,True,True,,
1423,پہنچنے,"oblique infinitive of پَہُن٘چنا (pahũcnā — to arrive, to reach) | also: plural infinitive of پَہُن٘چنا (pahũcnā — to arrive, to reach)",explicit_review_required,4.700,False,False,,True,True,,
1424,والدہ,"n. mother | Platts: (for A. والدة wālidat, fem. of wālid), s.f. Mother. | also: feminine of والِد (vālid — father)",verified_strong,4.840,True,True,mother,True,True,,
1425,پارلیمنٹ,parliament,explicit_review_required,5.170,False,False,,True,True,,
1426,ناصر,"n. defender, assistant, helper, deliverer, ally | Platts: (act. part. of نصر 'to aid,' &c.), s.m. Defender, assistant, helper, deliverer, ally",verified_strong,4.820,True,True,"ally,assistant,defender,deliverer,helper",True,True,,
1427,باہمی,"mutual, shared, reciprocal, together",verified_strong,4.660,True,True,"mutual,reciprocal,shar,shared,together",True,True,,
1428,تنازع,"n. conflict, struggle | Platts: s.m. Disputing, wrangling; dispute, contention, strife",verified_strong,4.390,True,True,"conflict,struggle",True,True,,
1429,در,"n. door | Platts: s.m. Door, gate; — adj. & adv. (in comp.) Outer; out: — dar ānā, v.n. To come out, to issue: — dar-bān, s.m.…",verified_strong,4.970,True,True,door,True,True,,
1430,ورک,s.m. A wolf (i.q. bik); — a jackal; — a hyena; — a crow; — name of an Asur or demon; of a son of Prithu; of a…,explicit_review_required,4.810,False,False,,True,True,,
1431,ویسے,adv. See s.v. waisā,explicit_review_required,4.960,False,False,,True,True,,
1432,جرائم,"s.m. pl. (of jarīma), Sins, faults, crimes, offences: — jarāʼim-ě-ḵẖafīfa, s.m. Petty or light offences: —… | also: plural formal of جُرْم (jurm — crime; sin)",explicit_review_required,4.750,False,False,,True,True,,
1433,لباس,"clothes, clothing, attire",verified_strong,4.770,True,True,"attire,cloth,clothe,clothes,clothing",True,True,,
1434,عرفان,"(inf. n. of عرف 'to know,' &c.), s.m. Knowledge, sciences, wisdom, discernment",explicit_review_required,4.470,False,False,,True,True,,
1435,کب,"adv. when | Platts: interrog. adv. When? at what time? — kab-tak, or kab-talak, or kab-taʼīṅ, Till when? up to what time? how…",verified_strong,4.890,True,True,when,True,True,,
1436,انتظامات,"irregular direct plural of इंतज़ाम (intazām): arrangements, preparations | also: plural formal of اِنْتِظام (intizām — preparation, arrangement)",explicit_review_required,4.530,False,False,,True,True,,
1437,ایکشن,s.m. The eye; act or power of seeing; sight; — care; supervision,explicit_review_required,4.800,False,False,,True,True,,
1438,بنی,"(see banā), s.f. Bride",explicit_review_required,5.280,False,False,,True,True,,
1439,چاروں,"all four, around",explicit_review_required,4.590,False,False,,True,True,,
1440,مشورہ,"advice, consultation",verified_strong,4.920,True,True,"advice,consultation",True,True,,
1441,اقدام,"s.m. Sending on before, causing to go before; pushing forward; boldness, intrepidity, audacity, resolution,… | also: plural formal of قَدَم (qadam — footstep, step)",explicit_review_required,4.600,False,False,,True,True,,
1442,شوہر,n. husband | Platts: s.m. A husband,verified_strong,4.910,True,True,husband,True,True,,
1443,ہوٹل,"hotel, restaurant",verified_strong,4.530,True,True,"hotel,restaurant",True,True,,
1444,زیادتی,"unfairness (connoted with deception); oppression, injustice (connoted with forcefulness; coercion); rape, sexual assault",verified_strong,4.830,True,True,"assault,connot,connoted,deception,rape,sexual,unfairnes,unfairness",True,True,,
1445,ساتہی,"s.m. Companion, comrade, associate, attendant, follower; ally, accomplice, supporter; — adv. More: — sāthī…",explicit_review_required,0.000,False,False,,True,True,,
1446,احترام,"n. respect, honour; consideration, regardfulness; attention | Platts: s.m. Holding in veneration, reverencing, respecting, honouring; paying attention (to); reverence, veneration,…",verified_strong,4.850,True,True,"attention,consideration,honour,regardfulnes,regardfulness,respect",True,True,,
1447,انعام,"reward, prize",verified_strong,4.820,True,True,"prize,reward",True,True,,
1448,ضائع,"adj. wasted; squandered; lost, destroyed; perished | Platts: (act. part. of ضيع 'to perish,' &c.), part. adj. Perishing, becoming lost or destroyed…",verified_strong,4.760,True,True,"destroy,destroyed,lost,perish,perished,squander,squandered,wast,wasted",True,True,,
1449,تصاویر,"n. formal plural of تَصْوِیر (taṣvīr, “photograph”) | Platts: s.f. pl. (of taṣwīr), Pictures, portraits. | also: plural formal of تَصْوِیر (tasvīr — image, picture, photograph)",explicit_review_required,4.870,True,False,,True,True,,
1450,حلقوں,"oblique plural of حَلْقَہ (halqō̃) | also: plural oblique of حَلْقَہ (halqa — constituency, electoral district)",explicit_review_required,4.850,True,False,,True,True,,
1451,شکر,"gratitude, thanks",explicit_review_required,4.880,True,False,,True,True,,
1452,کاروباری,n. businessman | adj. pertaining to business,verified_strong,4.790,True,True,"busines,business,businessman,pertain,pertaining",True,True,,
1453,بیٹا,"son, boy; child (any gender)",verified_strong,5.070,True,True,"any,boy,child,gender,son",True,True,,
1454,ضمانت,"n. bail; guarantee, security | Platts: (for A. ضمانة, fr. ẓamān), s.f. Security, &c. ( = ẓāminī, q.v.): — ẓamānat-pe rahā karnā, v.t…",verified_strong,4.790,True,True,"bail,guarantee,security",True,True,,
1455,رو,"s.m. Cry, clamour, din; sound, noise; voice; hum; report, fame",verified,4.960,False,False,,True,True,,
1456,اصول,"n. plural of اصل (asl); principles; maxim | Platts: s.f. m.(?) pl. (of aṣl), Roots, fundamentals, essentials, elements, first principles; causes, general or…",verified_strong,5.000,True,True,"maxim,principl,principle,principles",True,True,,
1457,چائے,tea; chai; cha,verified_strong,4.800,True,True,"cha,tea",True,True,,
1458,افراط,"s.f. m. (?), Excess, superfluity, abundance, plenty; — ifrāt̤-i-aḵẖlāt̤, ifrāt̤-i-ḵẖūn, s.f. Plethora: —…",explicit_review_required,4.060,False,False,,True,True,,
1459,ڈپٹی,deputy,explicit_review_required,4.820,False,False,,True,True,,
1460,مسلح,"(pass. part. of سلّح 'to arm (a person) with a weapon or weapons,' ii of سلح; but prob. formed fr. silaḥ or…",explicit_review_required,4.860,False,False,,True,True,,
1461,اختلافات,"formal plural of اِخْتِلاف (ixtilāf) | also: plural formal of اِخْتِلاف (ixtilāf — discord, clash, difference, disagreement, misunder)",explicit_review_required,4.480,True,False,,True,True,,
1462,قبضہ,"possession, occupation, grip",explicit_review_required,5.010,True,False,,True,True,,
1463,نجات,"(for A. نجاة, inf. n. of نَجَا, rt. نجو 'to escape (from),' &c.), s.f. Escape, liberation, deliverance,…",explicit_review_required,4.790,False,False,,True,True,,
1464,ثبوت,"proof, evidence",verified_strong,5.090,True,True,"evidence,proof",True,True,,
1465,کرائی,s.f. Stocks (for the feet),explicit_review_required,4.480,False,False,,True,True,,
1466,انحصار,"s.m. Being surrounded, being besieged; being straitened; siege, blockade; restraint, restriction",explicit_review_required,4.530,False,False,,True,True,,
1467,کتنے,plural masculine of کِتْنا (kitnā — how much) | also: masculine singular of کِتْنا (kitnā — how much),explicit_review_required,4.880,False,False,,True,True,,
1468,تاثر,impression,explicit_review_required,4.180,False,False,,True,True,,
1469,پرانے,"plural masculine of پُرانا (purānā — old (ie. of an earlier time, in the past)) | also: masculine singular of پُرانا (purānā — old (ie. of an earlier time, in the past))",explicit_review_required,4.870,False,False,,True,True,,
1470,مختصر,"adj. brief, short (in duration or area); concise; abbreviated | Platts: (pass. part. of اختصر 'to abridge, curtail,' &c., viii of خصر; but prob. fr. ḵẖaṣr, 'middle; waist'), part. &…",verified_strong,4.940,True,True,"abbreviat,abbreviated,area,brief,concise,duration,in,short",True,True,,
1471,مردوں,"oblique plural of مَرْد (mard, “man”); oblique plural of مُرْد (murd, “the dead”) | also: plural oblique of مَرْد (mard — man) | also: plural oblique of مُرْدَہ (murda — dead; the dead (ie. a corpse))",explicit_review_required,4.790,True,False,,True,True,,
1472,مالیت,"(for an unused A. مالية mālīyat, abst. s. fr. mālī), s.f. Wealth, opulence; matter of money; — value, worth;…",explicit_review_required,4.240,False,False,,True,True,,
1473,استحکام,"n. establishment, stability, firmness, corroboration, ratification, fastness, prolongation; courage | Platts: s.m. Firmness, strength; confirmation, corroboration, ratification; fixity: — istěḥkām denā (-ko), To…",verified_strong,4.480,True,True,"corroboration,courage,establishment,fastnes,fastness,firmnes,firmness,prolongation,ratification,stability",True,True,,
1474,کہی,"(fr. kāh, 'grass, straw'), s.f. Forage, provender, provision; — a foraging party; a band of marauders or… | also: perfective feminine of کَہْنا (kahnā — to say)",explicit_review_required,4.670,False,False,,True,True,,
1475,دلچسپ,interesting,verified_strong,4.530,True,True,"interest,interesting",True,True,,
1476,دراصل,"in reality, in fact, actually, truly, in essence, in origin",verified_strong,4.890,True,True,"actually,essence,fact,in,origin,reality,truly",True,True,,
1477,تکمیل,"n. finishing, completion, conclusion | Platts: s.f. Perfecting; finishing, completing; perfection, excellence; completion; accomplishment…",verified_strong,4.910,True,True,"completion,conclusion,finish,finishing",True,True,,
1478,نیو,"s.f. Foundation (of a wall, &c.), basis: — neʼo ḍālnā, or neʼo dharnā, or neʼo jamānā (-kī), To lay the…",explicit_review_required,4.710,False,False,,True,True,,
1479,تیس,"num. thirty | Platts: adj. Thirty: — tīsoṅ-din, adv. Every day of the thirty (in the month), regularly every day ( = āʼe din; used…",verified_strong,4.710,True,True,thirty,True,True,,
1480,شعور,"n. intellect, wisdom; good sense; consciousness; puberty, maturity | Platts: (inf. n. of شعر 'to know, to understand,' &c.), s.m. Knowledge, wisdom, intelligence, sense, discretion,…",verified_strong,4.780,True,True,"consciousnes,consciousness,good,intellect,maturity,puberty,sense,wisdom",True,True,,
1481,سنچری,century,verified_strong,3.980,True,True,century,True,True,,
1482,حساب,"n. account; calculation; arithmetic; bill (a list of items needed to paid for) | Platts: (inf. n. of حسب, and also of iii of حسب 'to number,' &c.), s.m. A numbering, counting, reckoning,…",verified_strong,5.270,True,True,"account,arithmetic,calculation",True,True,,
1483,چوری,n. theft | Platts: s.f. A cake of bread rich with ghī,verified_strong,4.850,True,True,theft,True,True,,
1484,اظہر,"adj. compar. & superl. (of ظاهر z̤āhir), Clearer; clearest; more evident; very evident: — az̤har min…",explicit_review_required,4.440,False,False,,True,True,,
1485,رخ,"n. face, cheek; appearance, countenance; direction, attention | Platts: s.m. Face, countenance; cheek; face, aspect; point, side quarter, direction; — the rook or castle (at chess;…",verified_strong,4.900,True,True,"attention,cheek,direction,face,rook",True,True,,
1486,ایوان,"n. hall; palace; chamber | Platts: s.m. Hall, gallery, portico (applied generally to a royal palace)",verified_strong,4.920,True,True,"hall,palace",True,True,,
1487,ارباب,"s.m. pl. (of رب rabb), Possessors, lords, masters: — arbāb-i-baṣīrat, The intelligent, the clear-sighted… | also: plural formal of رَب (rab — Lord; An epithet for God.)",explicit_review_required,4.240,False,False,,True,True,,
1488,چاند,"n. moon; a lunar month; the last day of the month. | Platts: s.m. The moon; the crown of the head; a white spot in the forehead of cattle, &c. (and many other things…",verified_strong,4.890,True,True,"crown,moon",True,True,,
1489,آپس,"s.f. Kindred, brotherhood, fraternity; fellowship: — recip. pron. selves, each other, one another. —…",explicit_review_required,4.880,False,False,,True,True,,
1490,سنی,"s.m. The planet Saturn: — sani-vār, vulg. sani-bār, s.m. 'Saturn's day,' Saturday. | also: perfective feminine of سُنْنا (sunnā — to listen, to hear)",explicit_review_required,5.070,False,False,,True,True,,
1491,پہل,"s.m. A flock (of cotton, wool, &c.)",explicit_review_required,4.200,False,False,,True,True,,
1492,گرفتاری,"s.f. Seizure, capture, arrest, apprehension; — captivity, imprisonment, bondage; embarrassment, entanglement",explicit_review_required,4.770,False,False,,True,True,,
1493,بدولت,"through (someone), due to; by the grace (of), by the generosity (of)",verified_strong,4.540,True,True,"due,generosity,grace,someone,through",True,True,,
1494,مخدوم,"n. lord | Platts: (pass. part. of خدم 'to serve'), part. Served, waited on; — s.m. One who is served, a master, lord; — a…",verified_strong,4.260,True,True,lord,True,True,,
1495,ترکی,Turkey; Turkish,verified_strong,5.160,True,True,turkish,True,True,,
1496,سوا,"adj. With a quarter, increased by one-fourth, with one-fourth added (to it), a quarter more (it always…",verified,5.050,False,False,,True,True,,
1497,حمید,"m. = P حميده ḥamīda, f. (ḥamīda, for A. حميدة ḥamīdat, fem. of ḥamīd, fr. حمد 'to praise'), adj. Praised,…",explicit_review_required,4.510,False,False,,True,True,,
1498,غذا,"food, diet, victuals, provisions",verified_strong,4.380,True,True,"diet,food,provision,provisions,victual,victuals",True,True,,
1499,شان,"splendor, dignity",explicit_review_required,4.910,True,False,,True,True,,
1500,فرار,"(inf. n. of فرّ 'to flee,' &c.), s.m. Flight, running away, absconding: — firār honā, v.n. To flee, take to…",explicit_review_required,4.730,False,False,,True,True,,
1501,مہر,"n. chief; headman; woman | Platts: s.m. The fourth of the seven worlds which rise one above the other (coming between Svar and Janas, and said…",explicit_review_required,4.760,True,False,,True,True,,
1502,بچ,"(imper. or rt. of baćnā, q.v.), intj. Take care! out of the way! bać-bać (intens.) Idem",explicit_review_required,4.790,False,False,,True,True,,
1503,قاسم,"(act. part. of قسم 'to divide,' &c.), part. adj. & s.m. Dividing, apportioning, allotting; — a distributor,…",explicit_review_required,4.590,False,False,,True,True,,
1504,امین,"adj. Trusted in; trusty, trustworthy, confidential, faithful; — s.m. A person intrusted with an office, or…",explicit_review_required,4.650,False,False,,True,True,,
1505,حضرات,"plural formal of حَضْرَت (hazrat — Hadrat (a title applied to any great man, his Maje)",explicit_review_required,4.800,True,False,,True,True,,
1506,محفل,"gathering, assembly",verified_strong,4.540,True,True,"assembly,gather,gathering",True,True,,
1507,زکوۃ,"alms, charity; Almsgiving; zakat, one of the five pillars of Islam",verified_strong,4.070,True,True,"alm,alms,almsgiv,almsgiving,charity,five,islam,pillar,pillars,zakat",True,True,,
1508,ظلم,"oppression, cruelty",verified_strong,5.120,True,True,oppression,True,True,,
1509,جانتے,know (plural of جاننا),explicit_review_required,5.160,False,False,,True,True,,
1510,پانے,plural direct of پانَہ (pāna — spanner) | also: oblique singular of پانَہ (pāna — spanner),explicit_review_required,4.720,False,False,,True,True,,
1511,ترجمہ,translation,verified_strong,5.060,True,True,translation,True,True,,
1512,جون,"name: June | Platts: s.m. An Ionian, a Greek; a Mohammadan (sometimes applied to both the Mohammadan and European invaders of…",verified_strong,4.990,True,True,june,True,True,,
1513,جہاز,"n. plane, ship; craft; clipping of ہَوائی جَہاز (havāī jahāz, “aircraft”) | Platts: s.m. A ship; the tree of a camel's saddle, or the saddle and its appurtenances…",verified_strong,5.060,True,True,"craft,plane,ship",True,True,,
1514,چیزیں,"direct plural of چِیز (cīz, “thing”) | also: plural direct of چِیز (cīz — thing (ie. object; item))",explicit_review_required,4.800,True,False,,True,True,,
1515,مرضی,"n. choice; will; need | adj. favourite; allowed; approved; sick; patient | Platts: (pass. part. of رضي (orig. رضو 'to be pleased,' &c.), part. adj. Found pleasing, well-pleasing; liked,…",verified_strong,4.920,True,True,"choice,need,will",True,True,,
1516,لو,"(rt. lū), s.m. Cutting, reaping (of corn), mowing; plucking, gathering (of flowers, &c.); — anything cut off;…",explicit_review_required,5.090,False,False,,True,True,,
1517,مصنوعات,"s.m. pl. (of maṣnūʻ), Created things; things artificially made; creations; works of art or skill; fabrics,…",explicit_review_required,4.560,False,False,,True,True,,
1518,جنم,"n. birth; emergence | Platts: s.m. Birth, production, origin; nativity; existence, life; state of existence…",verified_strong,4.780,True,True,"birth,emergence",True,True,,
1519,تب,"adv. then | Platts: adv. & conj. Then, at that time; afterwards; thereupon; therefore, hence: — tab-bhī, adv. Even then, then too…",verified_strong,5.280,True,True,then,True,True,,
1520,سردی,"n. the cold; winter (season of the year); the common cold, flu (ie. illness) | Platts: s.f. Cold, coldness, chilliness, dampness, rawness; cold producing quality (as in drugs, articles of food,…",verified_strong,4.200,True,True,"cold,season,winter,year",True,True,,
1521,شجاعت,"(for A. شجاعة, inf. n. of شجع 'to be brave'), s.f. Bravery, valour, &c. (syn. dilerī; bahādurī; sūrtā)",explicit_review_required,4.340,False,False,,True,True,,
1522,رشتہ,"relation, tie",explicit_review_required,4.990,True,False,,True,True,,
1523,افواج,"forces, armies (plural of فوج)",explicit_review_required,4.980,False,False,,True,True,,
1524,رجحان,"trend, inclination",explicit_review_required,4.550,False,False,,True,True,,
1525,قادری,s.f. A kind of bodice,explicit_review_required,4.760,False,False,,True,True,,
1526,نمائندگی,"representation (broadly, not limited.)",verified_strong,4.720,True,True,"broadly,limit,limited,not,representation",True,True,,
1527,دیکہنا,"v.t. To see, look, look at, behold, view, observe, perceive, inspect, mark, note, consider, look to, weigh…",explicit_review_required,0.000,False,False,,True,True,,
1528,آفیسر,officer,verified_strong,4.620,True,True,officer,True,True,,
1529,نشست,"s.f. Sitting; session; — fixing; — position, attitude; — a sitting-room (i.q. nishast-gāh): —…",verified_strong,4.690,True,True,"session,sitt,sitting",True,True,,
1530,انتہا,"extreme, utmost limit",verified_strong,4.960,True,True,limit,True,True,,
1531,پاؤں,foot; footprint; leg,verified_strong,4.870,True,True,"foot,leg",True,True,,
1532,سیٹ,a seat,explicit_review_required,4.860,False,False,,True,True,,
1533,ترین,most (superlative suffix: اہم ترین = most important),explicit_review_required,5.590,False,False,,True,True,,
1534,توانائی,"n. energy; power, ability, strength | Platts: s.f. Power, ability, strength, &c",verified_strong,4.960,True,True,"ability,energy,power,strength",True,True,,
1535,ترجیح,"n. preference, precedence; priority | Platts: s.f. Gaining a superiority; superiority, preference, excellence, pre-eminence, precedence: — tarjīḥ-ě-bilā…",verified_strong,4.510,True,True,"precedence,preference,priority",True,True,,
1536,ٹن,ton,explicit_review_required,4.400,False,False,,True,True,,
1537,سوالات,"n. formal plural of سَوَال (savāl, “question”) | Platts: s.m. pl. (of suʼāl, q.v.), Questions; demands; — suʼālāt-ě-ibtidāʼī, Preliminary questions: —… | also: plural formal of سَوال (savāl — question)",explicit_review_required,4.460,True,False,,True,True,,
1538,صلاحیتوں,plural oblique of صَلاحِیَّت (salāhiyyat — capability; capacity (to do or carry out something),explicit_review_required,4.500,False,False,,True,True,,
1539,تعلقہ,"(for A. تعلقة, taʻalluqat, fem.), s.m. Connexion, relationship ( = taʻalluq); possession (of land); fee,…",explicit_review_required,3.710,False,False,,True,True,,
1540,امیدواروں,"plural oblique of اُمِّیدْوار (ummīdvār — candidate, contestant (in an election or examinati)",explicit_review_required,4.840,False,False,,True,True,,
1541,گرام,gram,verified_strong,4.600,True,True,gram,True,True,,
1542,خفیہ,"adj. concealed; secret | Platts: (for A. خفية ḵẖufyat, fem.; inf. n. of خفي 'to hide oneself,' &c.), adj. & adv. Concealed, hidden, disguised;…",verified_strong,4.820,True,True,"conceal,concealed,secret",True,True,,
1543,ٹکٹ,ticket,verified_strong,4.860,True,True,ticket,True,True,,
1544,عناصر,"s.m. pl. (of ʻunṣuṛ, q.v.), The elements (of which material substances of different natures are composed). | also: plural formal of عُنْصُر ('unsur — element, essence)",explicit_review_required,4.780,False,False,,True,True,,
1545,بہیج,"s.f. Proportionate share; instalment; rent of land, ground-rent: — bhej-barār, s.m. A kind of complex tenure",explicit_review_required,0.000,False,False,,True,True,,
1546,رحمت,"(for A. رحمة, inf. n. of رحم 'to have mercy'), s.f. Mercy, compassion, pity ( = raḥm); divine mercy or…",explicit_review_required,4.980,False,False,,True,True,,
1547,مسعود,"(pass. part. of سعد 'to be or become prosperous,' &c.), part. adj. Prosperous, fortunate, happy, blessed;…",explicit_review_required,4.780,False,False,,True,True,,
1548,سونے,plural masculine of سُونا (sūnā — empty) | also: masculine singular of سُونا (sūnā — empty),explicit_review_required,4.910,False,False,,True,True,,
1549,عہدے,"inflection of عُہْدَہ ('uhda): | also: plural direct of عُہدَہ (uhda — post, rank, duty, office)",verified_strong,4.980,True,True,"direct,plural",True,True,,
1550,پرانی,"adj. & s.m. Breathing, living, alive; — a living or sentient being, living creature, animal; a man… | also: feminine singular of پُرانا (purānā — old (ie. of an earlier time, in the past))",explicit_review_required,4.760,False,False,,True,True,,
1551,حرکت,"(for A. حرکة ḥarakat, fem.; v.n. fr. حرك 'to move'), s.f. Motion, action, movement, proceeding; gesture,…",explicit_review_required,4.880,False,False,,True,True,,
1552,نقطہ,"n. nuqta; point; dot | Platts: (for A. نقطة nuqt̤at, v.n. fr. نقط 'to mark (a letter) with (the diacritical) points'), s.m. A point, a dot;…",verified_strong,4.680,True,True,"dot,nuqta",True,True,,
1553,راشد,"(act. part. of رشد 'to take or follow a right way'), adj. & s.m. Taking or following a right way or course,…",explicit_review_required,4.470,False,False,,True,True,,
1554,ریڈیو,radio,verified_strong,4.600,True,True,radio,True,True,,
1555,جناب,"n. sir, mister; Excellency, Honour; form of address for a judge | Platts: s.f. Side, brink, margin; a court or yard; vestibule; threshold…",verified_strong,5.210,True,True,"excellency,honour,mister,sir",True,True,,
1556,رواں,"flowing; fluent, well-versed; en route, set off (of a vehicle, group etc. on a journey) | also: form of رَوَان (ravān — fluid)",verified_strong,4.620,True,True,"flow,flowing,fluent,vers,versed,well",True,True,,
1557,صارفین,plural formal of صارِف (ṣārif — user),explicit_review_required,4.520,True,False,,True,True,,
1558,اشرف,"adj. compar. & superl. (of شريف sharīf), Nobler; noblest; most eminent; — s.m. A person of noble birth,…",explicit_review_required,4.680,False,False,,True,True,,
1559,طالبان,the Taliban; seekers (plural of طالب),verified_strong,5.190,True,True,taliban,True,True,,
1560,اداکارہ,actress,explicit_review_required,4.940,False,False,,True,True,,
1561,اغوا,"n. abduction, kidnapping | Platts: s.m. Leading astray; seduction; solicitation, temptation, instigation: ig̠wā karnā, v.t. To lead astray,…",verified_strong,4.580,True,True,"abduction,kidnapp,kidnapping",True,True,,
1562,روح,"soul, spirit",verified_strong,5.100,True,True,"soul,spirit",True,True,,
1563,شہرت,fame,verified_strong,4.800,True,True,fame,True,True,,
1564,معاہدہ,"agreement, treaty",verified_strong,4.850,True,True,"agreement,treaty",True,True,,
1565,قدیم,"ancient, old",verified_strong,4.920,True,True,"ancient,old",True,True,,
1566,مبنی,"n. foundation, base, origin | Platts: (pass. part. of بنی 'to build,' &c.), part. Built, constructed, formed; founded, based (on); — (in Gram.)…",verified_strong,4.950,True,True,"bas,base,based,found,foundation,founded,on,origin",True,True,,
1567,منزل,destination; storey,verified_strong,4.850,True,True,destination,True,True,,
1568,نوٹس,notice,explicit_review_required,5.020,False,False,,True,True,,
1569,ایمان,"faith, belief; integrity",verified_strong,5.330,True,True,"belief,faith",True,True,,
1570,قاتل,"n. killer, murderer, assassin | Platts: (act. part. of قتل 'to kill'), part. adj. & s.m. Killing; mortal, deadly, fatal; — a homicide, murderer, an…",verified_strong,4.570,True,True,"assassin,killer,murderer",True,True,,
1571,کاری,"( = S. कारिन्, कारी), adj. Operating, effectual, penetrating, deep, mortal (as a wound)",explicit_review_required,5.080,False,False,,True,True,,
1572,اسلحہ,"n. plural of سِلاح (silāh); ammunitions, weapons | Platts: s.m. pl. (of سلاح silāḥ), Arms, weapons, implements of war; armour: — aslaḥ-ḵẖāna, s.m. Arsenal, magazine,… | also: plural formal of سِلاح (silāh — weapon)",verified_strong,4.730,True,True,"ammunition,ammunitions,weapon,weapons",True,True,,
1573,نامعلوم,"unknown, unfamiliar",verified_strong,4.660,True,True,"unfamiliar,unknown",True,True,,
1574,حاضر,"present, in attendance",verified_strong,4.930,True,True,present,True,True,,
1575,بشیر,"name: a male given name, Bashir or Basheer, from Arabic; a surname, Bashir or Basheer, from Arabic | Platts: s.m. Messenger of glad tidings (bashārat)",verified_strong,4.410,True,True,"arabic,basheer,bashir,given,male,name,surname",True,True,,
1576,فخر,"n. glory; pride | Platts: (inf. n. of فخر 'to glory; to boast,' &c.), s.m. Glory, excellence, nobility, ornament, grace; just or proper…",verified_strong,4.880,True,True,"glory,pride",True,True,,
1577,پیٹ,"belly, stomach; womb",verified_strong,4.870,True,True,"belly,stomach,womb",True,True,,
1578,کشمیری,"adj. & s.m. Born or produced in Cashmere, of Cashmere; — a native of Cashmere; — a dancing-boy; — s.f. ( = S.…",explicit_review_required,4.820,False,False,,True,True,,
1579,چالیس,"num. forty | Platts: adj. Forty: — ćālīs-serā, adj. (f. -ī), Of forty sers; weighty; pure, unadulterated; heavy, stupid: —…",verified_strong,4.660,True,True,forty,True,True,,
1580,تمہیں,contracted dative/accusative of تم (tum),verified_strong,5.260,True,True,"accusative,contract,contracted,dative,tum",True,True,,
1581,جمیل,"m. = P جميله jamīla (for A. جميلة), f. (fr. جمل 'to be beautiful,' &c.), adj. Beautiful, elegant, comely,…",explicit_review_required,4.510,False,False,,True,True,,
1582,معمول,"adj. made, prepared; acted upon; (grammar) governed; established, customary, wonted, usual | n. action, operation; usage, established custom, practice; habit; fixed allowance or gratuity | Platts: (pass. part. of عمل 'to 'make; to do, act,' &c.), part. adj. Made, prepared; acted upon; (in Gram.) governed;…",verified_strong,4.450,True,True,"action,allowance,customary,establish,established,fix,fixed,gratuity,operation,usual",True,True,,
1583,مزاج,humor; temperament,verified_strong,4.720,True,True,"humor,temperament",True,True,,
1584,معین,"(pass. part. of عيّن 'to appoint, prescribe (for); to assign (to),' &c., ii of عان (for عين) 'to raise the…",explicit_review_required,4.490,False,False,,True,True,,
1585,کرفیو,ban on entering public areas such as streets or squares at certain times,explicit_review_required,4.010,False,False,,True,True,,
1586,افتخار,"s.m. Glory, honour, distinction; elegance, gracefulness: — iftiḵẖār-nāma, s.m. Honouring letter",explicit_review_required,4.570,False,False,,True,True,,
1587,گذشتہ,"adj. alternative spelling of گزشتہ (guzaśta) | Platts: (perf. part. of guẕashtan; see guẕār), part. adj. Past, elapsed; last (year, &c.); left; tendered; — s.m. The…",explicit_review_required,4.250,True,False,,True,True,,
1588,بقول,"(pl. of بقل baql), s.m. Plants, herbs, pot-herbs",explicit_review_required,4.520,False,False,,True,True,,
1589,عمدہ,"adj. excellent | Platts: (for A. عمدة, v.n. fr. عمد 'to stay, prop,' &c.), s.m. A stay, prop, support, pillar; confidence, reliance,…",verified_strong,4.540,True,True,excellent,True,True,,
1590,فیض,"(inf. n. of فيض 'to overflow; to abound, &c.), s.m. Overflowing, abundance, plenty; — beneficence…",explicit_review_required,4.830,False,False,,True,True,,
1591,مٹی,"soil, earth; dirt, grime; dust",verified_strong,4.820,True,True,"dirt,dust,earth,grime,soil",True,True,,
1592,جمعیت,"(for A. جمعية), s.f. A collection, assemblage, band, party, body ( = jamāʻat); an army; — collectedness,…",explicit_review_required,4.520,False,False,,True,True,,
1593,کہل,"s.f. Sloth, indolence; languor (cf. kāhil)",explicit_review_required,0.000,False,False,,True,True,,
1594,امی,"n. alternative form of اَمّا (ammā, “mom; mum”) | Platts: s.f. Water of life, nectar; water, rain. | also: form of اَمّا (ammā — mother; mom, mum)",explicit_review_required,4.480,True,False,,True,True,,
1595,چلانے,"infinitive indirect of چِلّانا (cillānā — to scream, to screech, to shriek)",explicit_review_required,4.740,False,False,,True,True,,
1596,اشفاق,"s.m. pl. (of شفق shafaq), Kindnesses, favours",verified_strong,4.150,True,True,"favour,favours",True,True,,
1597,پڑتی,A field left uncultivated for a season in order to increase its fertility; fallow or uncultivated land,explicit_review_required,4.690,False,False,,True,True,,
