Front,Back
كَيْفَمَا,"Translations:
EN: however / in whatever way
FR: de quelque manière que / n'importe comment
UR: جیسے بھی

Definition:
(EN) Conditional adverb of manner indicating that the result is independent of the method.

Example: كَيْفَمَا تَفْعَلْ أَفْعَلْ.

Translation: However you do, I will do.

Root Word: K-Y-F-M-A (ك ي ف م ا)

Synonyms: بِأَيِّ طَرِيقَةٍ, مَهْمَا"
لِأَنَّ,"Translations:
EN: because
FR: parce que
UR: کیونکہ

Definition:
(EN) Conjunction used to provide a reason for a previous statement.

Example: غِبْتُ لِأَنِّي كُنْتُ مَرِيضًا.

Translation: I was absent because I was sick.

Root Word: L-ʾ-N (ل أ ن)

Synonyms: بِسَبَبِ, إِذْ"
مَهْمَا,"Translations:
EN: whatever / no matter what
FR: quoi que / n'importe quoi
UR: چاہے جو بھی

Definition:
(EN) Conditional pronoun used to indicate that the outcome remains the same regardless of the object or action.

Example: مَهْمَا يَكُنِ الثَّمَنُ.

Translation: Whatever the price may be.

Root Word: M-H-M-A (م ه م ا)

Synonyms: أَيُّ شَيْءٍ, كَيْفَمَا"
هَذِهِ,"Translations:
EN: this (feminine)
FR: ceci / celle-ci
UR: یہ (مؤنث)

Definition:
(EN) Demonstrative pronoun for identifying a feminine singular person or thing close at hand.

Example: هَذِهِ بِنْتٌ صَغِيرَةٌ.

Translation: This is a small girl.

Root: — (function word; no productive lexical root)

Synonyms: هَذَا, تِلْكَ"
أَمَّا,"Translations:
EN: as for / but as for
FR: quant à
UR: رہا / لیکن رہا

Definition:
(EN) Particle used to introduce a topic of discussion, often followed by 'fa-' in the result clause.

Example: أَمَّا أَحْمَدُ فَقَدْ ذَهَبَ.

Translation: As for Ahmad, he has gone.

Root: — (function word; no productive lexical root)

Synonyms: بِالنِّسْبَةِ لِـ, حِيَالَ"
بِالمُنَاسَبَةِ,"Translations:
EN: by the way / incidentally
FR: au fait / à ce propos
UR: ضمناً / ویسے

Definition:
(EN) Phrase used to introduce a related but separate topic into a conversation.

Example: بِالمُنَاسَبَةِ، هَلْ رَأَيْتَ أَحْمَدَ؟

Translation: By the way, have you seen Ahmad?

Root Word: N-S-B (ن س ب)

Synonyms: عَلَى فِكْرَة, بِمُوجِبِ ذَلِكَ"
أَوَّلًا,"Translations:
EN: firstly / first of all
FR: premièrement / d'abord
UR: پہلے / سب سے پہلے

Definition:
(EN) Ordinal adverb used to sequence points or actions, starting with the most prior.

Example: أَوَّلًا، يَجِبُ أَنْ نَأْكُلَ.

Translation: Firstly, we must eat.

Root Word: ʾ-W-L (أ و ل)

Synonyms: بَادِئَ ذِي بَدْءٍ, قَبْلَ كُلِّ شَيْءٍ"
أَخِيرًا,"Translations:
EN: finally / at last / recently
FR: enfin / finalement / récemment
UR: آخرکار / حال ہی میں

Definition:
(EN) Adverb indicating the conclusion of a sequence or something that happened in the near past.

Example: أَخِيرًا، وَصَلَ القِطَارُ.

Translation: Finally, the train arrived.

Root Word: ʾ-KH-R (أ خ ر)

Synonyms: فِي النِّهَايَةِ, حَدِيثًا"
فَوْرًا,"Translations:
EN: immediately / at once
FR: immédiatement / tout de suite
UR: فوراً

Definition:
(EN) Adverb indicating that an action must happen without any delay.

Example: اِذْهَبْ إِلَى هُنَاكَ فَوْرًا.

Translation: Go there immediately.

Root Word: F-W-R (ف و ر)

Synonyms: حَالًا, فِي الحَالِ"
تَقْرِيبًا,"Translations:
EN: approximately / nearly / almost
FR: environ / presque
UR: تقریباً / قریب قریب

Definition:
(EN) Adverb used to indicate a quantity or state that is close but not exact.

Example: السَّاعَةُ العَاشِرَةُ تَقْرِيبًا.

Translation: It is approximately ten o'clock.

Root Word: Q-R-B (ق ر ب)

Synonyms: حَوَالَيْ, كَادَ"
تَمَامًا,"Translations:
EN: completely / exactly / perfectly
FR: complètement / exactement / parfaitement
UR: بالکل / مکمل طور پر

Definition:
(EN) Adverb used to indicate that something is finished, whole, or entirely correct.

Example: أَنَا أَتَّفِقُ مَعَكَ تَمَامًا.

Translation: I completely agree with you.

Root Word: T-M-M (ت م م)

Synonyms: كُلِّيًّا, بِالضَّبْطِ"
فِعْلًا,"Translations:
EN: indeed / actually / really
FR: en effet / vraiment / réellement
UR: واقعی / حقیقت میں

Definition:
(EN) Adverb used to confirm the reality of a situation or for emphasis.

Example: هَلْ أَنْتَ فِعْلًا هُنَا؟

Translation: Are you really here?

Root Word: F-ʿ-L (ف ع ل)

Synonyms: حَقًّا, بِالفِعْلِ"
لِأَجْلِ,"Translations:
EN: for / for the sake of
FR: pour / pour l'amour de
UR: کے لیے / کی خاطر

Definition:
(EN) Prepositional phrase indicating the purpose, beneficiary, or cause of an action.

Example: فَعَلْتُ ذَلِكَ لِأَجْلِكَ.

Translation: I did that for your sake.

Root Word: ʾ-J-L (أ ج ل)

Synonyms: بِسَبَبِ, لِـ"
بِدُونِ,"Translations:
EN: without
FR: sans
UR: بغیر / بنا

Definition:
(EN) Preposition used to indicate the absence of something.

Example: قَهْوَةٌ بِدُونِ سُكَّرٍ.

Translation: Coffee without sugar.

Root Word: D-W-N (د و ن)

Synonyms: بِلَا, دُونَ"
بِصَرَاحَةٍ,"Translations:
EN: frankly / honestly / openly
FR: franchement / honnêtement
UR: صاف صاف / صراحت سے

Definition:
(EN) Adverbial phrase used when someone wants to express their thoughts clearly and without hiding anything.

Example: بِصَرَاحَةٍ، لَا أُحِبُّهُ.

Translation: Frankly, I do not like it.

Root Word: Ṣ-R-Ḥ (ص ر ح)

Synonyms: بِوُضُوحٍ, صِدْقًا"
بِالمُقَابِلِ,"Translations:
EN: in contrast / in return
FR: en revanche / en contrepartie
UR: اس کے مقابلے میں / بدلے میں

Definition:
(EN) Phrase used to introduce a contrasting fact or an action done in response to another.

Example: هُوَ بَخِيلٌ، وَبِالمُقَابِلِ زَوْجَتُهُ كَرِيمَةٌ.

Translation: He is stingy, and in contrast, his wife is generous.

Root Word: Q-B-L (ق ب ل)

Synonyms: مِنْ نَاحِيَةٍ أُخْرَى, بِالعَكْسِ"
بِغَرَضِ,"Translations:
EN: for the purpose of / with the aim of
FR: dans le but de / afin de
UR: کے مقصد سے / کی غرض سے

Definition:
(EN) Prepositional phrase indicating the objective or intention behind an action.

Example: سَافَرْتُ بِغَرَضِ الدِّرَاسَةِ.

Translation: I traveled for the purpose of studying.

Root Word: GH-R-Ḍ (غ ر ض)

Synonyms: بِقَصْدِ, لِأَجْلِ"
بِالفِعْلِ,"Translations:
EN: already / indeed / in fact
FR: déjà / en effet / effectivement
UR: پہلے ہی / واقعی

Definition:
(EN) Adverbial phrase confirming that an action has already occurred or emphasizing its reality.

Example: قَدْ وَصَلْتُ بِالفِعْلِ.

Translation: I have already arrived.

Root Word: F-ʿ-L (ف ع ل)

Synonyms: فِعْلًا, قَدْ"
بِمُوجِبِ,"Translations:
EN: according to / by virtue of / under
FR: selon / en vertu de / conformément à
UR: کی رو سے / کے تحت

Definition:
(EN) Prepositional phrase used in formal contexts to indicate the rule, law, or reason behind an action.

Example: بِمُوجِبِ القَانُونِ.

Translation: According to the law.

Root Word: W-J-B (و ج ب)

Synonyms: حَسْبَ, وِفْقًا لِـ"
بِالمُصَادَفَةِ,"Translations:
EN: by chance / accidentally
FR: par hasard / accidentellement
UR: اتفاقاً

Definition:
(EN) Adverbial phrase indicating that an action happened without planning or intention.

Example: رَأَيْتُهُ بِالمُصَادَفَةِ.

Translation: I saw him by chance.

Root Word: Ṣ-D-F (ص د ف)

Synonyms: صُدْفَةً, دُونَ قَصْدٍ"
بِالمُجْمَلِ,"Translations:
EN: in short / overall / on the whole
FR: en somme / globalement
UR: مجموعی طور پر

Definition:
(EN) Adverbial phrase used to summarize a large amount of information or a situation.

Example: بِالمُجْمَلِ، الخُطَّةُ نَاجِحَةٌ.

Translation: Overall, the plan is successful.

Root Word: J-M-L (ج م ل)

Synonyms: إِجْمَالًا, عُمُومًا"
بِفَضْلِ,"Translations:
EN: thanks to / owing to
FR: grâce à
UR: کی بدولت / کے فضل سے

Definition:
(EN) Prepositional phrase indicating a positive cause or reason for a success.

Example: نَجَحْتُ بِفَضْلِ اللَّهِ.

Translation: I succeeded thanks to Allah.

Root Word: F-Ḍ-L (ف ض ل)

Synonyms: بِسَبَبِ (positive), بِمَعُونَةِ"
