front,frequency,reason
lerch,0,no_kaikki_entry
contre-pente,0,no_kaikki_entry
xylose,0,no_kaikki_entry
maxiton,0,no_kaikki_entry
naan,0,no_kaikki_entry
découplé,0,lexique_kaikki_pos_mismatch
entraineront,0,lexique_kaikki_pos_mismatch
enrubanné,0,lexique_kaikki_pos_mismatch
fusant,0,lexique_kaikki_pos_mismatch
neuropsychologique,0,no_kaikki_entry
raggamuffin,0,no_kaikki_entry
min,0,no_kaikki_entry
tubeless,0,no_kaikki_entry
aftershaves,0,no_kaikki_entry
notocorde,0,no_kaikki_entry
trustee,0,no_kaikki_entry
lave-mains,0,no_kaikki_entry
springbok,0,no_kaikki_entry
pé,0.127,no_safe_learner_meaning
blocs-notes,0.092,no_safe_learner_meaning
neuroatypique,0,no_kaikki_entry
légionelles,0.003,no_safe_learner_meaning
bindis,0,no_kaikki_entry
demonstré,0,lexique_kaikki_pos_mismatch
kibitzait,0,no_kaikki_entry
rubato,0,lexique_kaikki_pos_mismatch
entravé,0,lexique_kaikki_pos_mismatch
couvre-théières,0,no_kaikki_entry
play,0,no_kaikki_entry
karmique,0,no_kaikki_entry
revuiste,0,no_kaikki_entry
coulrophobie,0,no_kaikki_entry
ratatouiller,0,no_kaikki_entry
murette,0,no_kaikki_entry
capitatum,0,no_kaikki_entry
arbois,0,lexique_kaikki_pos_mismatch
tampon-buvard,0,no_kaikki_entry
capital-risques,0,no_kaikki_entry
laçage,0,no_kaikki_entry
resaisi,0,no_kaikki_entry
sanibroyeur,0,no_kaikki_entry
cohomologie,0,no_kaikki_entry
shuntage,0,no_kaikki_entry
bento,0,no_kaikki_entry
analysant,0,lexique_kaikki_pos_mismatch
oesophagite,0,no_kaikki_entry
maitrisiez,0,lexique_kaikki_pos_mismatch
quasi-monopole,0,no_kaikki_entry
bren,0,no_kaikki_entry
consoeur,0.297,no_safe_learner_meaning
chèque-cadeau,0,no_kaikki_entry
shakent,0,no_kaikki_entry
quibus,0,no_kaikki_entry
playmate,0,no_kaikki_entry
détourneur,0,no_kaikki_entry
russiser,0,no_kaikki_entry
regifler,0,no_kaikki_entry
rhodésienne,0,lexique_kaikki_pos_mismatch
démago,0,no_kaikki_entry
texteriez,0,no_kaikki_entry
clivante,0,lexique_kaikki_pos_mismatch
psychos,0,no_kaikki_entry
flagellant,0,lexique_kaikki_pos_mismatch
baxter,0,no_kaikki_entry
encroutes,0,no_kaikki_entry
ricanant,0,lexique_kaikki_pos_mismatch
thailandaise,0,no_kaikki_entry
fune,0,no_kaikki_entry
anti-impérialiste,0,no_kaikki_entry
jamal,0,no_kaikki_entry
pénètrerai,0,lexique_kaikki_pos_mismatch
sévice,0,no_kaikki_entry
tael,0,no_kaikki_entry
dégoutante,0,lexique_kaikki_pos_mismatch
revu,0,lexique_kaikki_pos_mismatch
brise-jet,0,no_kaikki_entry
chipeau,0,no_kaikki_entry
artériopathique,0,no_kaikki_entry
océane,0,lexique_kaikki_pos_mismatch
normalisé,0,lexique_kaikki_pos_mismatch
pédophobie,0,no_kaikki_entry
chromosphérique,0,no_kaikki_entry
soms,0,no_kaikki_entry
rocké,0,lexique_kaikki_pos_mismatch
disquer,0,no_kaikki_entry
repeint,0,lexique_kaikki_pos_mismatch
planage,0,no_kaikki_entry
siller,0,no_kaikki_entry
monts-de-piété,0,no_kaikki_entry
portor,0,no_kaikki_entry
matriochka,0,no_kaikki_entry
king,0,no_kaikki_entry
remélange,0,no_kaikki_entry
engrillagées,0,no_kaikki_entry
intransgressible,0,no_kaikki_entry
teubs,0.009,no_safe_learner_meaning
popups,0,no_kaikki_entry
hoverboards,0,no_kaikki_entry
byte,0,no_kaikki_entry
pourrisseur,0,no_kaikki_entry
scalaire,0,lexique_kaikki_pos_mismatch
pédoque,0,no_kaikki_entry
richous,0,no_kaikki_entry
toman,0,no_kaikki_entry
syndication,0,no_kaikki_entry
gloutonner,0,no_kaikki_entry
lala,0,no_kaikki_entry
sequoias,0,no_kaikki_entry
cyclorameur,0,no_kaikki_entry
ophtalmos,0.028,no_safe_learner_meaning
ununseptium,0,no_kaikki_entry
bombiller,0,no_kaikki_entry
dodoche,0,no_kaikki_entry
anti-crash,0,no_kaikki_entry
licher,0,no_kaikki_entry
remprunter,0,no_kaikki_entry
ari,0,no_kaikki_entry
précèdera,0,lexique_kaikki_pos_mismatch
réflections,0,no_kaikki_entry
status,0,no_kaikki_entry
binet-simon,0,no_kaikki_entry
tél.,0.013,no_safe_learner_meaning
piaillant,0,lexique_kaikki_pos_mismatch
assorti,0,lexique_kaikki_pos_mismatch
jazzy,0,no_kaikki_entry
hétéroptère,0,lexique_kaikki_pos_mismatch
mythos,0.095,no_safe_learner_meaning
coat,0,no_kaikki_entry
attacheur,0,no_kaikki_entry
réapparaitrais,0,lexique_kaikki_pos_mismatch
refraterniser,0,no_kaikki_entry
développementale,0,lexique_kaikki_pos_mismatch
transluminal,0,no_kaikki_entry
uploadés,0,no_kaikki_entry
étoffé,0,lexique_kaikki_pos_mismatch
voyai,0,no_kaikki_entry
plainer,0,no_kaikki_entry
volé,0,lexique_kaikki_pos_mismatch
bluffante,0,lexique_kaikki_pos_mismatch
kiva,0,no_kaikki_entry
tsuga,0,no_kaikki_entry
vice-champions,0,no_kaikki_entry
déplafonner,0,no_kaikki_entry
valvuloplastie,0,no_kaikki_entry
necessite,0,no_kaikki_entry
porteclés,0,no_kaikki_entry
béhème,0,no_kaikki_entry
brulerais,0,lexique_kaikki_pos_mismatch
caseyeurs,0,no_kaikki_entry
antidatage,0,no_kaikki_entry
takedown,0,no_kaikki_entry
spoofing,0,no_kaikki_entry
pochetronnes,0.003,no_safe_learner_meaning
histiocytose,0,no_kaikki_entry
armoirie,0,no_kaikki_entry
drinker,0,no_kaikki_entry
rétrosternale,0,no_kaikki_entry
téléporterai,0,lexique_kaikki_pos_mismatch
hiers,0,no_kaikki_entry
gastrophile,0,no_kaikki_entry
morflè,0,no_kaikki_entry
éphéméroptère,0,no_kaikki_entry
cocufiage,0,no_kaikki_entry
astheure,0,lexique_kaikki_pos_mismatch
check-list,0,no_kaikki_entry
oeillère,0,no_kaikki_entry
pagaïe,0.047,no_safe_learner_meaning
billeterie,0,no_kaikki_entry
quatre-vingt-cinq,0,lexique_kaikki_pos_mismatch
dyspnéique,0,no_kaikki_entry
ébréchure,0,no_kaikki_entry
stewardesse,0,no_kaikki_entry
tunas,0,lexique_kaikki_pos_mismatch
couta,0,lexique_kaikki_pos_mismatch
out,0,no_kaikki_entry
homologué,0,lexique_kaikki_pos_mismatch
stoqué,0,no_kaikki_entry
schlitter,0,no_kaikki_entry
matifiant,0,no_kaikki_entry
drenne,0,no_kaikki_entry
cornegidouille,0,no_kaikki_entry
coloré,0,lexique_kaikki_pos_mismatch
hyperparathyroïdie,0,no_kaikki_entry
recertifié,0,no_kaikki_entry
chip,0,no_kaikki_entry
empoisonnant,0,lexique_kaikki_pos_mismatch
polysomnographie,0,no_kaikki_entry
non-blanc,0,no_kaikki_entry
maîtrisé,0,lexique_kaikki_pos_mismatch
tabletter,0,no_kaikki_entry
serte,0,no_kaikki_entry
suggèreraient,0,lexique_kaikki_pos_mismatch
brame,0,lexique_kaikki_pos_mismatch
hindoustani,0,no_kaikki_entry
halali,0,no_kaikki_entry
flûte,6.136,no_safe_learner_meaning
paléocène,0,lexique_kaikki_pos_mismatch
marbrier,0,lexique_kaikki_pos_mismatch
buna,0,no_kaikki_entry
carolin,0,no_kaikki_entry
tss-tss,0,no_kaikki_entry
circiné,0,no_kaikki_entry
pince-fesse,0,no_kaikki_entry
policien,0,no_kaikki_entry
inefficient,0,no_kaikki_entry
cloitrer,0,lexique_kaikki_pos_mismatch
yacaré,0,no_kaikki_entry
benchmarkes,0,no_kaikki_entry
aérobus,0,no_kaikki_entry
pathogenèse,0,no_kaikki_entry
stevias,0,no_kaikki_entry
tortureur,0,no_kaikki_entry
mayen,0,no_kaikki_entry
tribules,0,no_kaikki_entry
nématomorphe,0,no_kaikki_entry
bouthéon,0,no_kaikki_entry
raquetteur,0,no_kaikki_entry
gestant,0,no_kaikki_entry
tapeur,0,no_kaikki_entry
métrite,0,no_kaikki_entry
surdramatiser,0,no_kaikki_entry
répèterez,0,lexique_kaikki_pos_mismatch
cestode,0,no_kaikki_entry
earls,0,no_kaikki_entry
panoramiquer,0,no_kaikki_entry
basilique,0.395,no_safe_learner_meaning
désamiantage,0,no_kaikki_entry
mézés,0,no_kaikki_entry
étouffé,0,lexique_kaikki_pos_mismatch
pot-bouille,0,no_kaikki_entry
maints,0.244,no_safe_learner_meaning
utero,0,no_kaikki_entry
nitro,0,no_kaikki_entry
ray,0,no_kaikki_entry
alphas,0,no_kaikki_entry
sous-prolétaire,0,no_kaikki_entry
qqn,0.003,no_safe_learner_meaning
bibendum,0,no_kaikki_entry
brook,0,no_kaikki_entry
octillion,0,lexique_kaikki_pos_mismatch
packson,0,no_kaikki_entry
précablé,0,no_kaikki_entry
gonfalonier,0.098,no_safe_learner_meaning
cuissette,0,no_kaikki_entry
dégaineur,0,no_kaikki_entry
bion,0,no_kaikki_entry
vampirent,0,no_kaikki_entry
piccalillis,0,no_kaikki_entry
rouche,0,no_kaikki_entry
réimprégner,0,no_kaikki_entry
cybercrime,0,no_kaikki_entry
baîlle,0,no_kaikki_entry
écorcé,0,lexique_kaikki_pos_mismatch
terser,0.003,no_safe_learner_meaning
valda,0,no_kaikki_entry
masaï,0,no_kaikki_entry
corréen,0,no_kaikki_entry
excisé,0,lexique_kaikki_pos_mismatch
requitter,0,no_kaikki_entry
vociférateur,0,no_kaikki_entry
coltar,0,no_kaikki_entry
biennale,0,lexique_kaikki_pos_mismatch
déchaîné,0,lexique_kaikki_pos_mismatch
suprématiste,0,no_kaikki_entry
recave,0,no_kaikki_entry
encas,0.75,no_safe_learner_meaning
geekerie,0,no_kaikki_entry
cri-cri,0,no_kaikki_entry
conné,0,no_kaikki_entry
bushman,0,no_kaikki_entry
int,0,no_kaikki_entry
dégouteraient,0,lexique_kaikki_pos_mismatch
reaganisme,0,no_kaikki_entry
hunter,0,no_kaikki_entry
surmultiplier,0,no_kaikki_entry
enclencheur,0,no_kaikki_entry
joice,0,no_kaikki_entry
zodiac,0,lexique_kaikki_pos_mismatch
ressais,0,no_kaikki_entry
clomiphène,0,no_kaikki_entry
avé,0,no_kaikki_entry
téléférique,0.009,no_safe_learner_meaning
prosciutto,0,no_kaikki_entry
loubavitch,0,no_kaikki_entry
saïmiri,0,no_kaikki_entry
levretter,0,no_kaikki_entry
tattoo,0,no_kaikki_entry
systems,0.025,no_safe_learner_meaning
koumys,0,no_kaikki_entry
homoparental,0,no_kaikki_entry
plastronnades,0,no_kaikki_entry
clinquement,0,no_kaikki_entry
clapir,0,no_kaikki_entry
murir,0,lexique_kaikki_pos_mismatch
sinistra,0,no_kaikki_entry
après-repas,0,no_kaikki_entry
idéation,0,no_kaikki_entry
prétraitement,0,no_kaikki_entry
arthrodèse,0,no_kaikki_entry
hypermobilité,0,no_kaikki_entry
aumonier,0,no_kaikki_entry
décastée,0,no_kaikki_entry
tortorer,0,no_kaikki_entry
verrouilleur,0,no_kaikki_entry
slim,0,no_kaikki_entry
soussou,0,no_kaikki_entry
séchard,0,no_kaikki_entry
poudré,0,lexique_kaikki_pos_mismatch
polas,0,no_kaikki_entry
tutorial,0,lexique_kaikki_pos_mismatch
egos,0.146,no_safe_learner_meaning
euthanasiste,0,no_kaikki_entry
ex-procureur,0,no_kaikki_entry
rissolé,0,lexique_kaikki_pos_mismatch
flouté,0,lexique_kaikki_pos_mismatch
big,0,lexique_kaikki_pos_mismatch
rebooster,0,no_kaikki_entry
cacaoui,0,no_kaikki_entry
tanguero,0,no_kaikki_entry
suprahumain,0,no_kaikki_entry
pula,0,lexique_kaikki_pos_mismatch
amenée,0,lexique_kaikki_pos_mismatch
wafers,0.019,no_safe_learner_meaning
convenu,0,lexique_kaikki_pos_mismatch
max,0,lexique_kaikki_pos_mismatch
booté,0,no_kaikki_entry
abordabilité,0,no_kaikki_entry
blackjacks,0,no_kaikki_entry
sub,0,no_kaikki_entry
plat-bord,0,no_kaikki_entry
lookés,0,no_kaikki_entry
rancer,0,no_kaikki_entry
chevauchage,0,no_kaikki_entry
remembrance,0,no_kaikki_entry
shorté,0,no_kaikki_entry
tilta,0,no_kaikki_entry
ex-star,0,no_kaikki_entry
resséché,0,no_kaikki_entry
homophilie,0,no_kaikki_entry
graisseur,0,no_kaikki_entry
expérimentaliste,0,no_kaikki_entry
mod,0,no_kaikki_entry
diphoniques,0,no_kaikki_entry
ex-guitariste,0,no_kaikki_entry
malaysienne,0,no_kaikki_entry
embêté,0,lexique_kaikki_pos_mismatch
harmonier,0,no_kaikki_entry
etc,0,no_kaikki_entry
tralala,0,lexique_kaikki_pos_mismatch
capelan,0,no_kaikki_entry
nec-plus-ultra,0,no_kaikki_entry
smock,0,no_kaikki_entry
dérèglementation,0,no_kaikki_entry
speakeasy,0,no_kaikki_entry
frittatas,0,no_kaikki_entry
pare-soleil,0,no_kaikki_entry
trois-six,0,no_kaikki_entry
orléans,0,lexique_kaikki_pos_mismatch
pastellisés,0,no_kaikki_entry
free-style,0,no_kaikki_entry
perenne,0,no_kaikki_entry
cardiotoxique,0,no_kaikki_entry
entraineuses,0.006,no_safe_learner_meaning
roselier,0,no_kaikki_entry
improvisé,0,lexique_kaikki_pos_mismatch
sasseur,0,no_kaikki_entry
débraguetter,0,no_kaikki_entry
greviller,0,no_kaikki_entry
flashbacks,0,no_kaikki_entry
référé,0,lexique_kaikki_pos_mismatch
reportable,0,no_kaikki_entry
régule,0,lexique_kaikki_pos_mismatch
ototoxique,0,no_kaikki_entry
pareo,0.003,no_safe_learner_meaning
intersexe,0,no_kaikki_entry
bong,0,no_kaikki_entry
psychanaliste,0,no_kaikki_entry
konzern,0,no_kaikki_entry
cinzano,0,no_kaikki_entry
pesto,0,no_kaikki_entry
taliban,0,lexique_kaikki_pos_mismatch
cispadan,0,no_kaikki_entry
mugueter,0,no_kaikki_entry
waterbuck,0,no_kaikki_entry
fourbure,0,no_kaikki_entry
dogs,0,no_kaikki_entry
cagade,0,no_kaikki_entry
tresseur,0,no_kaikki_entry
complétement,4.339,no_safe_learner_meaning
seps,0,no_kaikki_entry
reforger,0,no_kaikki_entry
autoreproducteur,0,no_kaikki_entry
émotivement,0,lexique_kaikki_pos_mismatch
couillues,0,lexique_kaikki_pos_mismatch
photophobe,0,lexique_kaikki_pos_mismatch
enchiladas,0,no_kaikki_entry
substitute,0,no_kaikki_entry
touchdown,0,no_kaikki_entry
abstractionniste,0,lexique_kaikki_pos_mismatch
palazzo,0,no_kaikki_entry
nights,0,no_kaikki_entry
claircir,0,no_kaikki_entry
signé,0,lexique_kaikki_pos_mismatch
matriculaire,0,no_kaikki_entry
graffé,0,no_kaikki_entry
batter,0,lexique_kaikki_pos_mismatch
anti-romain,0,no_kaikki_entry
politico-militaire,0,no_kaikki_entry
gameller,0,no_kaikki_entry
croones,0,lexique_kaikki_pos_mismatch
mocca,0,no_kaikki_entry
gréeur,0,no_kaikki_entry
galantamine,0,no_kaikki_entry
lacéré,0,lexique_kaikki_pos_mismatch
ala,0,no_kaikki_entry
gr,0,no_kaikki_entry
souis,0,no_kaikki_entry
darou,0,no_kaikki_entry
kefta,0,no_kaikki_entry
apis,0,no_kaikki_entry
gaufrerie,0,no_kaikki_entry
cryogéniser,0,no_kaikki_entry
reboule,0,no_kaikki_entry
surprotection,0,no_kaikki_entry
garrocher,0,lexique_kaikki_pos_mismatch
rondir,0,no_kaikki_entry
quels,42.579,no_safe_learner_meaning
cartoucher,0,no_kaikki_entry
plasmocytome,0,no_kaikki_entry
marceline,0,lexique_kaikki_pos_mismatch
anti-racket,0,no_kaikki_entry
pappardelle,0,no_kaikki_entry
palak,0,no_kaikki_entry
caquetant,0,lexique_kaikki_pos_mismatch
carillonnant,0,lexique_kaikki_pos_mismatch
antiépileptique,0,lexique_kaikki_pos_mismatch
amish,0,no_kaikki_entry
sangha,0,no_kaikki_entry
géolocalisés,0,lexique_kaikki_pos_mismatch
checké,0,no_kaikki_entry
blenders,0,no_kaikki_entry
technopathe,0,no_kaikki_entry
rob,0,no_kaikki_entry
kryptonite,0,no_kaikki_entry
encostumés,0,no_kaikki_entry
miennes,0.222,no_safe_learner_meaning
turbo,0,no_kaikki_entry
gruette,0,no_kaikki_entry
maniacodépressif,0,no_kaikki_entry
photoshoperas,0,no_kaikki_entry
élargisseur,0,no_kaikki_entry
mollie,0,lexique_kaikki_pos_mismatch
lèguerais,0,no_kaikki_entry
dixieland,0,no_kaikki_entry
murmuration,0,no_kaikki_entry
territorialisme,0,no_kaikki_entry
ploufs,0.022,no_safe_learner_meaning
pate,0,no_kaikki_entry
orwellienne,0,lexique_kaikki_pos_mismatch
listeria,0,no_kaikki_entry
autoguidage,0,no_kaikki_entry
levurose,0,no_kaikki_entry
décafardisé,0,no_kaikki_entry
asthmatiforme,0,lexique_kaikki_pos_mismatch
prépublication,0,no_kaikki_entry
ex-chauffeur,0,no_kaikki_entry
reconfirmer,0,no_kaikki_entry
prévendu,0,no_kaikki_entry
diverticulite,0,no_kaikki_entry
secco,0,no_kaikki_entry
ziva,0,no_kaikki_entry
prêtre-ouvrier,0,no_kaikki_entry
blitz,0,no_kaikki_entry
fister,0,lexique_kaikki_pos_mismatch
tamponneur,0,no_kaikki_entry
réchauffé,0,lexique_kaikki_pos_mismatch
redéplacer,0,no_kaikki_entry
craquette,0,no_kaikki_entry
branquignolle,0,no_kaikki_entry
érythroblastopénie,0,no_kaikki_entry
mûroise,0,no_kaikki_entry
curare,0,no_kaikki_entry
kodak,0,no_kaikki_entry
abimés,0,lexique_kaikki_pos_mismatch
dumper,0,no_kaikki_entry
indri,0,no_kaikki_entry
ecchymosé,0,no_kaikki_entry
infographié,0,no_kaikki_entry
gagnè,0,no_kaikki_entry
maffia,0.060000000000000005,no_safe_learner_meaning
mortibus,0,no_kaikki_entry
hypokhâgne,0.012,no_safe_learner_meaning
publi,0,no_kaikki_entry
émeuter,0,no_kaikki_entry
souille,0,lexique_kaikki_pos_mismatch
gauché,0,no_kaikki_entry
bay,0,no_kaikki_entry
préfèreront,0,lexique_kaikki_pos_mismatch
hypersalivation,0,no_kaikki_entry
porte-avion,0.256,no_safe_learner_meaning
millards,0,no_kaikki_entry
relookage,0,no_kaikki_entry
capades,0,no_kaikki_entry
répurgateur,0,no_kaikki_entry
manta,0,no_kaikki_entry
plombeur,0,no_kaikki_entry
vitae,0,no_kaikki_entry
consumable,0,no_kaikki_entry
surconsommer,0,no_kaikki_entry
hydronium,0,no_kaikki_entry
empalmer,0,no_kaikki_entry
coopèrerait,0,lexique_kaikki_pos_mismatch
pharamineux,0,no_kaikki_entry
yorkshires,0.013,no_safe_learner_meaning
défraichie,0,no_kaikki_entry
ferraillement,0,no_kaikki_entry
pustulé,0,no_kaikki_entry
pacquer,0,no_kaikki_entry
mound,0,no_kaikki_entry
nursie,0,no_kaikki_entry
pouffement,0,no_kaikki_entry
tchattes,0,lexique_kaikki_pos_mismatch
batrachotoxine,0,no_kaikki_entry
réargenter,0,no_kaikki_entry
demi-sel,0,no_kaikki_entry
moutonneux,0,no_kaikki_entry
biocompatible,0,no_kaikki_entry
gagé,0,lexique_kaikki_pos_mismatch
autos-patrouille,0,no_kaikki_entry
gazonné,0,lexique_kaikki_pos_mismatch
hadrosaure,0,no_kaikki_entry
recopie,0,lexique_kaikki_pos_mismatch
brulante,0,lexique_kaikki_pos_mismatch
ensouvenez,0,no_kaikki_entry
mylord,0,no_kaikki_entry
crampette,0,no_kaikki_entry
açon,0,no_kaikki_entry
clubbeur,0,no_kaikki_entry
vanilla,0,no_kaikki_entry
salingue,0,no_kaikki_entry
faissiez,0,no_kaikki_entry
redégobiller,0,no_kaikki_entry
téravolts,0,no_kaikki_entry
drave,0,no_kaikki_entry
amaigri,0,lexique_kaikki_pos_mismatch
multimodal,0,no_kaikki_entry
déguédine,0,no_kaikki_entry
barbie,0,no_kaikki_entry
contre-maître,0,no_kaikki_entry
germano-soviétique,0,no_kaikki_entry
affuteuse,0,no_kaikki_entry
reniveler,0,no_kaikki_entry
boer,0,no_kaikki_entry
vingt-et-un,0,lexique_kaikki_pos_mismatch
zettabits,0,no_kaikki_entry
extrudé,0,lexique_kaikki_pos_mismatch
quanti,0,no_kaikki_entry
probiotiques,0,lexique_kaikki_pos_mismatch
gneiss,0,no_kaikki_entry
cosmopolitan,0,no_kaikki_entry
collationnement,0,no_kaikki_entry
réinstiller,0,no_kaikki_entry
sino-vietnamienne,0,no_kaikki_entry
rétréci,0,lexique_kaikki_pos_mismatch
clamcé,0,no_kaikki_entry
carmer,0,no_kaikki_entry
algorithmie,0,no_kaikki_entry
psychokinétiques,0,no_kaikki_entry
diptère,0,lexique_kaikki_pos_mismatch
hypotèque,0,no_kaikki_entry
testage,0,no_kaikki_entry
mufflers,0,no_kaikki_entry
gauge,0,no_kaikki_entry
truanderie,0,no_kaikki_entry
co-dépendance,0,no_kaikki_entry
coïncident,0,lexique_kaikki_pos_mismatch
backe,0,no_kaikki_entry
jap,0,no_kaikki_entry
cancel,0,no_kaikki_entry
vadas,0,lexique_kaikki_pos_mismatch
apoptose,0,no_kaikki_entry
remembrer,0,no_kaikki_entry
hoc,0,no_kaikki_entry
taponner,0,no_kaikki_entry
encrassé,0,lexique_kaikki_pos_mismatch
plumaison,0,no_kaikki_entry
microstructure,0,no_kaikki_entry
crown,0,no_kaikki_entry
credo,0,no_kaikki_entry
quatre,0,lexique_kaikki_pos_mismatch
dammar,0,no_kaikki_entry
sans-fil,0,no_kaikki_entry
laurylsulfate,0,no_kaikki_entry
teflon,0,no_kaikki_entry
électrophorétique,0,no_kaikki_entry
délienne,0,no_kaikki_entry
débilisant,0,no_kaikki_entry
biolubrifiant,0,no_kaikki_entry
parade,0,lexique_kaikki_pos_mismatch
phylloxera,0.009,no_safe_learner_meaning
mi-gnon,0,no_kaikki_entry
graffés,0,no_kaikki_entry
comater,0,lexique_kaikki_pos_mismatch
pardonnement,0,no_kaikki_entry
confer,0,no_kaikki_entry
émotionner,0,no_kaikki_entry
jambé,0,no_kaikki_entry
pouds,0,no_kaikki_entry
fillotte,0,no_kaikki_entry
breller,0,no_kaikki_entry
mailing-list,0,no_kaikki_entry
okidoki,0,no_kaikki_entry
défringuer,0,no_kaikki_entry
camouflement,0,no_kaikki_entry
scapin,0,no_kaikki_entry
maubèche,0,no_kaikki_entry
mappe,0,lexique_kaikki_pos_mismatch
cryostat,0,no_kaikki_entry
brigue,0,lexique_kaikki_pos_mismatch
roideur,0.003,no_safe_learner_meaning
tric,0,no_kaikki_entry
ultra-libéral,0,no_kaikki_entry
ensorcèlent,0,lexique_kaikki_pos_mismatch
piercer,0,no_kaikki_entry
peroxidase,0,no_kaikki_entry
retweeterai,0,no_kaikki_entry
dysmorphophobie,0,no_kaikki_entry
chromaffines,0,no_kaikki_entry
thazard,0,no_kaikki_entry
linux,0,no_kaikki_entry
clubbing,0,no_kaikki_entry
boîtez,0,no_kaikki_entry
traina,0,lexique_kaikki_pos_mismatch
grossi,0,lexique_kaikki_pos_mismatch
libèrera,0,lexique_kaikki_pos_mismatch
échalotte,0,no_kaikki_entry
maximer,0,no_kaikki_entry
mi-hauteur,0,no_kaikki_entry
affuté,0,lexique_kaikki_pos_mismatch
redétruire,0,no_kaikki_entry
clippent,0,no_kaikki_entry
polyvitamine,0,no_kaikki_entry
sanmaritain,0,no_kaikki_entry
cholérique,0,lexique_kaikki_pos_mismatch
lav,0,no_kaikki_entry
nicol,0,no_kaikki_entry
retracté,0,no_kaikki_entry
ragotte,0,no_kaikki_entry
nucléosidique,0,no_kaikki_entry
dhole,0,no_kaikki_entry
free-lance,0.547,no_safe_learner_meaning
empatouiller,0,no_kaikki_entry
anti-char,0,no_kaikki_entry
rickshaw,0,no_kaikki_entry
cameramans,0,no_kaikki_entry
valentinien,0,no_kaikki_entry
harpye,0,no_kaikki_entry
liston,0.395,no_safe_learner_meaning
écoterroriste,0,no_kaikki_entry
toqué,0,lexique_kaikki_pos_mismatch
connecté,0,lexique_kaikki_pos_mismatch
ultrarapide,0,no_kaikki_entry
yoghourt,0.054,no_safe_learner_meaning
macro-économie,0,no_kaikki_entry
cloc,0,no_kaikki_entry
trichotillomanie,0,no_kaikki_entry
booker,0,lexique_kaikki_pos_mismatch
chevronés,0,no_kaikki_entry
cover-girl,0,no_kaikki_entry
dépromettre,0,no_kaikki_entry
désintuber,0,no_kaikki_entry
star-système,0,no_kaikki_entry
futon,0,no_kaikki_entry
surcompenser,0,no_kaikki_entry
average,0,no_kaikki_entry
pian,0,no_kaikki_entry
yakusas,0.108,no_safe_learner_meaning
repavement,0,no_kaikki_entry
tec,0,no_kaikki_entry
rockait,0,lexique_kaikki_pos_mismatch
pulsant,0,no_kaikki_entry
décontaminant,0,lexique_kaikki_pos_mismatch
auxquelles,4.428,no_safe_learner_meaning
parebrises,0,no_kaikki_entry
suscitation,0,no_kaikki_entry
monotâche,0,no_kaikki_entry
zooxanthelles,0.003,no_safe_learner_meaning
ultravirus,0,no_kaikki_entry
détonnation,0,no_kaikki_entry
sugoi,0,no_kaikki_entry
simazine,0,no_kaikki_entry
tressage,0,no_kaikki_entry
bagueur,0,no_kaikki_entry
cant,0,no_kaikki_entry
drifte,0,no_kaikki_entry
tomographe,0,no_kaikki_entry
check-point,0,no_kaikki_entry
dumplings,0,no_kaikki_entry
bonir,0,no_kaikki_entry
babysitteur,0,no_kaikki_entry
hollande,0,lexique_kaikki_pos_mismatch
retorquait,0,no_kaikki_entry
soixante-dix-sept,0,lexique_kaikki_pos_mismatch
conçu,0,lexique_kaikki_pos_mismatch
jammes,0,no_kaikki_entry
myocardiopathie,0,no_kaikki_entry
guindoule,0,no_kaikki_entry
avias,0,no_kaikki_entry
tranquillou,0,no_kaikki_entry
malon,0,no_kaikki_entry
souchong,0,no_kaikki_entry
molletonner,0,no_kaikki_entry
torii,0,no_kaikki_entry
maser,0,no_kaikki_entry
raisinet,0,no_kaikki_entry
reoit,0,no_kaikki_entry
pfft,0,no_kaikki_entry
engoncer,0,no_kaikki_entry
miao,0,no_kaikki_entry
calamus,0,no_kaikki_entry
pulmonie,0,no_kaikki_entry
récliner,0,no_kaikki_entry
salopiot,0,no_kaikki_entry
dancefloors,0,no_kaikki_entry
gniouf,0,no_kaikki_entry
matsés,0,no_kaikki_entry
quarante-douze,0,lexique_kaikki_pos_mismatch
demi-centre,0,no_kaikki_entry
exigeance,0,no_kaikki_entry
bizarreté,0,no_kaikki_entry
reprogrammable,0,no_kaikki_entry
remparer,0,no_kaikki_entry
enfant-robot,0,no_kaikki_entry
assassiné,0,lexique_kaikki_pos_mismatch
alicyclique,0,no_kaikki_entry
chippewa,0,no_kaikki_entry
estivans,0,no_kaikki_entry
poltergeists,0,no_kaikki_entry
désocialisation,0,no_kaikki_entry
névrome,0,no_kaikki_entry
glandouilleur,0,no_kaikki_entry
ankylosaure,0,no_kaikki_entry
touret,0,no_kaikki_entry
husserlien,0,no_kaikki_entry
vincible,0,lexique_kaikki_pos_mismatch
décisionnaire,0,lexique_kaikki_pos_mismatch
renforçateur,0,no_kaikki_entry
pentobarbital,0,no_kaikki_entry
codominants,0,no_kaikki_entry
julot,0,no_kaikki_entry
carangues,0,no_kaikki_entry
tètera,0,no_kaikki_entry
bikeuses,0.009,no_safe_learner_meaning
joliet,0,no_kaikki_entry
fy,0,no_kaikki_entry
constrictor,0,no_kaikki_entry
flaveur,0,no_kaikki_entry
marbré,0,lexique_kaikki_pos_mismatch
refourbie,0,no_kaikki_entry
allosaure,0,no_kaikki_entry
électro-optique,0,no_kaikki_entry
