rank,front,meaning,kaikki_entry,kaikki_semantic_agreement,kaikki_overlap_terms,omw_entry,omw_semantic_agreement,omw_overlap_terms,wordfreq_attested,calima_exact,status
2930,مفاجئ,surprising; unexpected,False,False,,False,False,,True,True,explicit_review_required
2933,تفضيل,preference; esteem,True,False,,False,False,,True,True,explicit_review_required
2937,تصدي,resistance; confrontation,False,False,,False,False,,True,True,explicit_review_required
2939,أرجنتيني,Argentine,True,False,,False,False,,True,True,explicit_review_required
2940,داعم,supporting; strengthening,False,False,,False,False,,True,True,explicit_review_required
2941,تعزية,condolence; mourning,True,False,,True,False,,True,True,explicit_review_required
2942,سائل,asking,True,False,,True,False,,True,True,explicit_review_required
2943,ملأك,filling; quantity,True,False,,True,False,,True,True,explicit_review_required
2946,مستعير,borrower,False,False,,False,False,,True,True,explicit_review_required
2950,أبلغ,reach; attain,True,False,,True,False,,True,True,explicit_review_required
2960,جنب,next to,True,False,,True,False,,True,True,explicit_review_required
2963,بضع,some; several,True,False,,True,False,,True,True,explicit_review_required
2966,إضراب,strike; stoppage,True,False,,True,False,,True,True,explicit_review_required
2968,إعجاز,inimitability,True,False,,True,False,,True,True,explicit_review_required
2969,ش,SH; 21st; (street),True,False,,False,False,,True,True,explicit_review_required
2971,عدا,count; consider; deem,True,False,,True,False,,True,True,explicit_review_required
2972,رحبة,wide area; courtyard,False,False,,False,False,,True,True,explicit_review_required
2977,معرب,declaring; expressing,False,False,,False,False,,True,True,explicit_review_required
2978,تفقد,be lost,True,False,,True,False,,True,True,explicit_review_required
2980,مجوهر,decorated,False,False,,False,False,,False,True,explicit_review_required
2984,لجن,adhere; cling; stick,True,False,,True,False,,True,True,explicit_review_required
2995,حلول,solutions; dissolutions; cancellations,True,False,,True,False,,True,True,explicit_review_required
