rank,front,expected_english,kaikki_entry,kaikki_pos,kaikki_has_english_gloss,semantic_overlap,semantic_overlap_terms,wordfreq_attested,wordfreq_zipf,arabic_wordnet_entry,camel_analysis,lexique4_entry,lexique4_pos,urdu_ud_entry,urdu_ud_pos,support_count,confidence
252,ouvrir,to open; to begin/start; to open up; to access,True,verb,True,True,begin|open|up,True,4.85,False,False,False,,False,,2,strong
253,sang,blood,True,noun,True,True,blood,True,4.98,False,False,False,,False,,2,strong
254,utiliser,"to use, to utilize",True,verb,True,True,utilize,True,5.04,False,False,False,,False,,2,strong
255,gros,big; large; thick; fat; coarse; major/important (context-dependent),True,adj|noun,True,True,big|coarse|fat|thick,True,5.42,False,False,False,,False,,2,strong
256,cas,case,True,noun,True,False,,True,5.70,False,False,False,,False,,2,semantic_review
257,rencontrer,to meet; to come across,True,verb,True,True,acros|come|meet,True,4.79,False,False,False,,False,,2,strong
258,porter,wear; carry,True,noun|verb,True,True,carry|wear,True,4.98,False,False,False,,False,,2,strong
259,demain,tomorrow,True,adv,True,True,tomorrow,True,5.14,False,False,False,,False,,2,strong
260,suivre,to follow; to take / attend (a course); to understand / follow,True,verb,True,True,course|follow|take|understand,True,5.01,False,False,False,,False,,2,strong
261,fou,"bishop; madman; mad, crazy",True,adj|noun,True,True,bishop|crazy|mad|madman,True,4.90,False,False,False,,False,,2,strong
262,porte,"door; carries; wears (verb form of porter, context-dependent)",True,noun|verb,True,True,door|porter,True,5.47,False,False,False,,False,,2,strong
263,genre,kind; genre; genus,True,adv|intj|noun,True,True,genre|genu|kind,True,5.51,False,False,False,,False,,2,strong
264,seulement,only,True,adv,True,True,only,True,5.47,False,False,False,,False,,2,strong
265,bébé,baby,True,noun,True,True,baby,True,4.81,False,False,False,,False,,2,strong
266,gagner,to win; to earn; to gain; to obtain,True,verb,True,True,earn|gain|obtain|win,True,5.00,False,False,False,,False,,2,strong
267,sous,"under; below; beneath; money/cash (plural noun of sou, informal)",True,noun|prep,True,True,below|money|sou|under,True,5.90,False,False,False,,False,,2,strong
268,mauvais,"bad; wrong, incorrect",True,adj,True,True,bad|incorrect|wrong,True,5.03,False,False,False,,False,,2,strong
269,sembler,seem; appear; appear to be,True,verb,True,True,appear|seem,True,3.74,False,False,False,,False,,2,strong
270,mois,month,True,noun,True,True,month,True,5.65,False,False,False,,False,,2,strong
271,type,type; kind; guy; man/person (informal),True,adj|noun,True,True,guy|kind|man|type,True,5.32,False,False,False,,False,,2,strong
272,ville,city; town,True,noun,True,True,city|town,True,5.66,False,False,False,,False,,2,strong
273,police,police,True,noun|verb,True,True,police,True,5.24,False,False,False,,False,,2,strong
274,point,not; point; stitch pattern,True,adv|noun|verb,True,True,not|pattern|point|stitch,True,5.58,False,False,False,,False,,2,strong
275,foutre,"to fuck; to put/do/throw (vulgar, highly context-dependent); semen (dated/vulgar noun)",True,noun|verb,True,True,do|fuck|put,True,4.65,False,False,False,,False,,2,strong
276,droit,right; straight; upright; straight ahead; right/entitlement; law,True,adj|adv|noun,True,True,entitle|law|right|straight|upright,True,5.56,False,False,False,,False,,2,strong
277,aucun,"none, no-one; no, none, not any",True,det|pron,True,True,any|no|no-one|none|not,True,5.44,False,False,False,,False,,2,strong
278,putain,prostitute; damn!/fuck!; fucking/bloody (vulgar intensifier),True,intj|noun,True,True,bloody|fuck|intensifier,True,5.06,False,False,False,,False,,2,strong
279,rappeler,to remind; recall; call back,True,verb,True,True,back|call|recall|remind,True,4.71,False,False,False,,False,,2,strong
280,car,"as, since, because, for; a single-decked long-distance, or privately hired, bus, a coach",True,conj|noun,True,True,because|bus|coach|hired|long-distance|privately|since|single-deck,True,5.68,False,False,False,,False,,2,strong
281,endroit,"place, spot (specified area)",True,noun,True,True,area|place|specif|spot,True,4.94,False,False,False,,False,,2,strong
282,côté,side,True,noun|prep,True,True,side,True,5.50,False,False,False,,False,,2,strong
283,jeune,young; young person; youth,True,adj|noun,True,True,young|youth,True,5.40,False,False,False,,False,,2,strong
284,chaque,each; every,True,adj,True,True,each|every,True,5.60,False,False,False,,False,,2,strong
285,retrouver,to find again; to meet up with; to regain / rediscover,True,verb,True,True,again|find|meet|rediscover|up,True,5.00,False,False,False,,False,,2,strong
286,continuer,to continue,True,verb,True,True,continue,True,4.89,False,False,False,,False,,2,strong
287,façon,way; manner; fashion,True,noun,True,True,fashion|manner|way,True,5.39,False,False,False,,False,,2,strong
288,longtemps,long; a long time; for a long time,True,adv,True,True,long|time,True,5.25,False,False,False,,False,,2,strong
289,place,"place, seat; place, space, room; place, square, plaza, piazza",True,noun|verb,True,True,piazza|place|plaza|room|seat|space|square,True,5.66,False,False,False,,False,,2,strong
290,sauver,to save; to rescue; to escape/run away (se sauver),True,verb,True,True,away|escape|rescue|run|save,True,4.66,False,False,False,,False,,2,strong
291,train,train; pace/course; process (être en train de = to be in the process of),True,noun,True,True,pace|train,True,5.22,False,False,False,,False,,2,strong
292,plein,full,True,adj|adv|noun|prep,True,True,full,True,5.24,False,False,False,,False,,2,strong
293,retourner,to return / go back; to turn over; to flip,True,verb,True,True,back|flip|go|over|return|turn,True,4.61,False,False,False,,False,,2,strong
294,asseoir,to seat; to set/establish; to sit down (s'asseoir),True,verb,True,True,down|seat|sit,True,4.09,False,False,False,,False,,2,strong
295,boire,drink,True,verb,True,True,drink,True,4.62,False,False,False,,False,,2,strong
296,dormir,to sleep,True,verb,True,True,sleep,True,4.65,False,False,False,,False,,2,strong
297,acheter,to purchase; buy,True,verb,True,True,buy|purchase,True,5.02,False,False,False,,False,,2,strong
298,arme,weapon,True,noun,True,True,weapon,True,4.67,False,False,False,,False,,2,strong
299,dont,whose; of whom; of which; including,True,pron,True,True,includ|whose,True,5.86,False,False,False,,False,,2,strong
300,mot,word,True,noun,True,False,,True,5.22,False,False,False,,False,,2,semantic_review
301,corps,body,True,noun,True,True,body,True,5.35,False,False,False,,False,,2,strong
302,attention,attention; vigilance; care; watch out!; careful!,True,intj|noun,True,True,attention|careful|out|vigilance|watch,True,5.13,False,False,False,,False,,2,strong
303,tellement,so; so much; so many,True,adv,True,True,many|much|so,True,5.23,False,False,False,,False,,2,strong
304,écrire,to write,True,verb,True,True,write,True,4.87,False,False,False,,False,,2,strong
305,madame,Mrs; lady; madam,True,noun,True,True,lady|madam|mrs,True,4.81,False,False,False,,False,,2,strong
306,ni,neither; nor,True,conj,True,True,neither|nor,True,5.48,False,False,False,,False,,2,strong
307,matin,morning,True,noun,True,True,morn,True,5.32,False,False,False,,False,,2,strong
308,fort,strong; powerful; loud; strongly; very; fort; stronghold,True,adj|adv|noun,True,True,fort|powerful|strong|strongly|very,True,5.34,False,False,False,,False,,2,strong
309,chéri,cherished; beloved; dear; darling; sweetheart,True,adj|noun|verb,True,True,belov|cherish|darl|dear|sweetheart,True,4.06,False,False,False,,False,,2,strong
310,important,"important; significant; considerable; importing (present participle of importer, context-dependent)",True,adj|verb,True,True,considerable|important|importer|participle|significant,True,5.23,False,False,False,,False,,2,strong
311,aucune,no; none; not any (feminine),True,det|pron,True,False,,True,5.39,False,False,False,,False,,2,semantic_review
312,garçon,boy; young man; man; ellipsis of garçon de café,True,noun,True,True,boy|caf|de|ellipsi|gar|man|young,True,4.64,False,False,False,,False,,2,strong
313,chambre,a room; a bedroom; a hotel room,True,noun,True,True,bedroom|hotel|room,True,5.24,False,False,False,,False,,2,strong
314,quitter,"to leave, to quit; to discharge somebody from an obligation; to part with somebody, to leave somebody",True,verb,True,True,discharge|leave|oblig|part|quit|somebody,True,4.74,False,False,False,,False,,2,strong
315,heureux,"glad; happy; good, excellent",True,adj|noun,True,True,excellent|glad|good|happy,True,4.98,False,False,False,,False,,2,strong
316,voici,here is; here are; this is; these are,True,prep|verb,True,True,here,True,5.12,False,False,False,,False,,2,strong
317,partie,part; portion; game; match; round; party/group (formal/context-dependent),True,noun|verb,True,True,game|part|party|portion,True,5.70,False,False,False,,False,,2,strong
318,lire,to read,True,noun|verb,True,True,read,True,5.22,False,False,False,,False,,2,strong
319,servir,serve,True,verb,True,True,serve,True,4.79,False,False,False,,False,,2,strong
320,manquer,miss; be lacking; be missing,True,verb,True,True,lack|miss,True,4.39,False,False,False,,False,,2,strong
321,terre,"earth; soil; the Earth (planet); land, property (delimited area)",True,noun|verb,True,True,area|delimit|earth|land|property|soil,True,5.33,False,False,False,,False,,2,strong
322,emmener,take away; take (with one),True,verb,True,True,away|take,True,3.99,False,False,False,,False,,2,strong
323,adorer,adore; worship,True,verb,True,True,adore|worship,True,3.67,False,False,False,,False,,2,strong
324,eau,water; waters; liquid/fluid (context-dependent),True,noun,True,True,fluid|liquid|water,True,5.46,False,False,False,,False,,2,strong
325,là-bas,"yonder; down there; there, over there",True,adv,True,True,down|over|there|yonder,True,5.29,False,False,False,,False,,2,strong
326,voler,fly; steal,True,verb,True,True,fly|steal,True,4.41,False,False,False,,False,,2,strong
327,inquiéter,to worry,True,verb,True,True,worry,True,4.02,False,False,False,,False,,2,strong
328,répondre,"to answer for; to reply, to answer",True,verb,True,True,answer|reply,True,5.01,False,False,False,,False,,2,strong
329,suite,continuation; sequence; sequel; following/rest; result; immediately (tout de suite),True,noun,True,True,follow|rest|result|sequel|sequence|suite,True,5.52,False,False,False,,False,,2,strong
330,vers,to/toward; around/about (time/date); verse; worms (plural of ver),True,noun|prep,True,True,around|date|time|toward|ver|verse,True,5.65,False,False,False,,False,,2,strong
331,battre,to beat; to hit; to fight; to defeat; to thresh,True,verb,True,True,beat|defeat|fight|thresh,True,4.67,False,False,False,,False,,2,strong
332,euh,um; uh (hesitation),True,intj,True,True,hesit|uh|um,True,4.57,False,False,False,,False,,2,strong
333,fin,end; finish; fine; thin; refined; subtle,True,adj|noun,True,True,end|fine|finish|thin,True,5.67,False,False,False,,False,,2,strong
334,dur,"hard; harsh; firmness, solidity",True,adj|adv|noun,True,True,firmnes|hard|harsh|solidity,True,4.95,False,False,False,,False,,2,strong
335,enfin,finally; at last; in the end,True,adv|intj,True,True,end|finally|last,True,5.47,False,False,False,,False,,2,strong
336,aide,help; assistance; aide; helper,True,noun|verb,True,True,aide|help,True,5.31,False,False,False,,False,,2,strong
337,toucher,to touch; to affect; to reach; to receive/earn; touch (noun),True,noun|verb,True,True,affect|earn|receive|touch,True,4.59,False,False,False,,False,,2,strong
338,mari,husband,True,noun,True,True,husband,True,4.80,False,False,False,,False,,2,strong
339,pardon,"sorry; excuse me; pardon, forgiveness",True,intj|noun,True,True,excuse|forgivenes|me|pardon|sorry,True,4.46,False,False,False,,False,,2,strong
340,super,great; super; fantastic,True,adj|adv|intj|verb,True,True,fantastic|great,True,5.27,False,False,False,,False,,2,strong
341,photo,photo,True,noun,True,True,photo,True,5.14,False,False,False,,False,,2,strong
342,devant,"in front of; before; front; owing/having to (present participle of devoir, rare/context-dependent)",True,adv|noun|prep|verb,True,True,before|devoir|front|participle,True,5.49,False,False,False,,False,,2,strong
343,loin,"far, distant",True,adv,True,True,distant|far,True,5.39,False,False,False,,False,,2,strong
344,prier,to pray; to beg; to request; to ask politely,True,verb,True,True,beg|pray,True,4.07,False,False,False,,False,,2,strong
345,docteur,doctor; physician,True,noun,True,True,doctor|physician,True,4.71,False,False,False,,False,,2,strong
346,papa,dad; father,True,noun,True,True,dad|father,True,4.57,False,False,False,,False,,2,strong
347,cause,"cause; reason; legal case; causes/talks (form of causer); talk! (imperative, context-dependent)",True,noun|verb,True,True,cause|causer|imperative|legal,True,5.40,False,False,False,,False,,2,strong
348,plutôt,"earlier, sooner; rather, instead (indicating preference); rather (introducing a correction or clarification)",True,adv,True,True,clarific|correction|earlier|instead|introduc|preference|rather|sooner,True,5.35,False,False,False,,False,,2,strong
349,compter,"to count; to matter; to intend, plan",True,verb,True,True,count|intend|matter|plan,True,4.80,False,False,False,,False,,2,strong
350,poser,to put; to place; to set; to pose; to ask (a question); to install,True,verb,True,True,ask|install|place|pose|put|question,True,4.83,False,False,False,,False,,2,strong
351,chef,head; boss; chief; leader; chef/head cook (context-dependent); principal point,True,noun,True,True,boss|chef|chief|cook|head|leader|point|principal,True,5.34,False,False,False,,False,,2,strong
352,bureau,desk; office (room); ticket office,True,noun,True,True,desk|office|room|ticket,True,5.04,False,False,False,,False,,2,strong
353,propos,remarks/comments; words/speech; subject/topic; aim/intention,True,noun,True,True,aim|intention|remark,True,5.17,False,False,False,,False,,2,strong
354,école,school,True,noun,True,True,school,True,5.29,False,False,False,,False,,2,strong
355,boulot,job; work (informal),True,noun,True,True,job|work,True,4.81,False,False,False,,False,,2,strong
356,celui,the one; that one (masculine singular),True,pron,False,False,,True,5.60,False,False,False,,False,,2,form_only
357,prochain,next; nearby; upcoming,True,adj|noun,True,True,nearby|next|upcom,True,4.92,False,False,False,,False,,2,strong
358,jeu,game; play; set; hand (cards); movement/play (context-dependent),True,noun,True,True,card|game|hand|move|play|set,True,5.49,False,False,False,,False,,2,strong
359,mentir,lie; tell a lie,True,verb,True,True,lie,True,4.24,False,False,False,,False,,2,strong
360,hier,yesterday,True,adv|verb,True,True,yesterday,True,5.21,False,False,False,,False,,2,strong
361,feu,fire; late/deceased (literary/formal adjective before a noun),True,adj|noun,True,True,deceas|fire|late,True,5.16,False,False,False,,False,,2,strong
362,confiance,trust; confidence,True,noun,True,True,confidence|trust,True,5.15,False,False,False,,False,,2,strong
363,vérité,truth,True,noun,True,True,truth,True,5.02,False,False,False,,False,,2,strong
364,cacher,to hide,True,adj|verb,True,True,hide,True,4.46,False,False,False,,False,,2,strong
365,journée,day,True,noun,True,True,day,True,5.30,False,False,False,,False,,2,strong
366,imaginer,to imagine,True,verb,True,True,imagine,True,4.52,False,False,False,,False,,2,strong
367,reste,remainder; rest; remains/stays; stay! (form of rester),True,noun|verb,True,True,remain|remainder|rest|rester,True,5.61,False,False,False,,False,,2,strong
368,fermer,to shut; to close; to mark the border of,True,verb,True,True,border|close|mark|shut,True,4.53,False,False,False,,False,,2,strong
369,génial,"great, fantastic, awesome; ingenious, characteristic of a genius",True,adj,True,True,awesome|characteristic|fantastic|geniu|great|ingeniou,True,4.51,False,False,False,,False,,2,strong
370,possible,possible,True,adj|adv|noun,True,True,possible,True,5.39,False,False,False,,False,,2,strong
371,agir,to act; to take action; to behave; to sue/take legal action (agir en justice),True,verb,True,True,act|behave|sue,True,4.67,False,False,False,,False,,2,strong
372,téléphone,telephone,True,noun|verb,True,True,telephone,True,5.00,False,False,False,,False,,2,strong
373,équipe,team,True,noun,True,True,team,True,5.48,False,False,False,,False,,2,strong
374,plan,plan; map; shot (film); flat; level,True,adj|noun,True,True,flat|map|plan|shot,True,5.32,False,False,False,,False,,2,strong
375,amener,bring; fetch,True,verb,True,True,bring|fetch,True,4.34,False,False,False,,False,,2,strong
376,film,"movie, film",True,noun,True,True,film|movie,True,5.36,False,False,False,,False,,2,strong
377,parent,parent; related; similar,True,adj|noun|verb,True,True,parent|relat|similar,True,4.26,False,False,False,,False,,2,strong
378,dessus,on top; above; on it; top,True,adv|noun|prep,True,True,it|top,True,5.36,False,False,False,,False,,2,strong
379,passé,last; past,True,adj|noun|verb,True,True,last,True,5.42,False,False,False,,False,,2,strong
380,monter,to go up; to climb; to rise; to increase; to assemble/set up; to ride/mount; to edit,True,verb,True,True,assemble|climb|edit|go|increase|mount|ride|rise|up,True,4.70,False,False,False,,False,,2,strong
381,propre,own; clean; eigen-,True,adj,True,True,clean|eigen|own,True,5.21,False,False,False,,False,,2,strong
382,décider,decide,True,verb,True,True,decide,True,4.51,False,False,False,,False,,2,strong
383,vendre,to sell,True,verb,True,True,sell,True,4.81,False,False,False,,False,,2,strong
384,dehors,outside,True,adv|noun|prep,True,True,outside,True,4.95,False,False,False,,False,,2,strong
385,bouger,to budge; to move (in general),True,verb,True,True,budge|general|move,True,4.41,False,False,False,,False,,2,strong
386,mariage,union; wedding; marriage,True,noun,True,True,marriage|union|wedd,True,5.05,False,False,False,,False,,2,strong
387,agent,agent,True,noun,True,True,agent,True,4.66,False,False,False,,False,,2,strong
388,choisir,"to choose; to perceive, distinguish",True,verb,True,True,choose|distinguish|perceive,True,4.80,False,False,False,,False,,2,strong
389,exactement,exactly,True,adv,True,True,exactly,True,4.94,False,False,False,,False,,2,strong
390,expliquer,to explain,True,verb,True,True,explain,True,4.88,False,False,False,,False,,2,strong
391,recevoir,to receive; to entertain (to welcome guests),True,verb,True,True,entertain|guest|receive|welcome,True,4.79,False,False,False,,False,,2,strong
392,supposer,"to suggest, to imply; to suppose, to think, to reckon, to surmise",True,verb,True,True,imply|reckon|suggest|suppose|surmise|think,True,3.86,False,False,False,,False,,2,strong
393,sécurité,safety; security,True,noun,True,True,safety|security,True,5.24,False,False,False,,False,,2,strong
394,chien,dog,True,adj|noun,True,True,dog,True,4.86,False,False,False,,False,,2,strong
395,promettre,promise,True,verb,True,True,promise,True,3.65,False,False,False,,False,,2,strong
396,près,"near (a time or a place); close (to a time or a place); attached to, connects a person or an organisation delegated officially to a setting",True,adv|prep,True,True,attach|close|connect|delegat|near|officially|organis|place|sett|time,True,5.45,False,False,False,,False,,2,strong
397,ramener,"to draw, pull (back); to come down, be reduced (à to); to take back, bring back, restore",True,verb,True,True,back|bring|come|down|draw|pull|reduc|restore|take,True,4.40,False,False,False,,False,,2,strong
398,cher,dear; beloved; expensive; dearly; at a high price,True,adj|adv|noun,True,True,belov|dear|dearly|expensive,True,5.08,False,False,False,,False,,2,strong
399,valoir,to be worth; to be equivalent to; to be preferable/better (il vaut mieux),True,verb,True,True,worth,True,4.14,False,False,False,,False,,2,strong
400,fête,party; celebration; holiday; feast; name day,True,noun|verb,True,True,day|holiday|name|party,True,4.95,False,False,False,,False,,2,strong
401,long,long,True,adj|noun,True,True,long,True,5.31,False,False,False,,False,,2,strong
402,préparer,prepare,True,verb,True,True,prepare,True,4.69,False,False,False,,False,,2,strong
403,jeter,to throw; to cast; to discard; to rush/throw oneself (se jeter),True,verb,True,True,discard|oneself|rush|throw,True,4.50,False,False,False,,False,,2,strong
404,joli,pretty,True,adj,True,True,pretty,True,4.53,False,False,False,,False,,2,strong
405,derrière,behind; rear; back; backside,True,adv|noun|prep,True,True,backside|behind|rear,True,5.16,False,False,False,,False,,2,strong
406,presque,almost; nearly,True,adv,True,True,almost,True,5.23,False,False,False,,False,,2,strong
407,marier,to marry/wed someone; to join in marriage; to get married (se marier),True,verb,True,True,get|marr|marriage|marry|wed,True,4.24,False,False,False,,False,,2,strong
408,numéro,number; issue (of a publication),True,noun,True,True,issue|number|public,True,5.03,False,False,False,,False,,2,strong
409,gentil,kind; nice; gentle; sweet,True,adj|noun,True,True,kind|nice|sweet,True,4.56,False,False,False,,False,,2,strong
410,secret,secret,True,adj|noun,True,True,secret,True,4.83,False,False,False,,False,,2,strong
411,capitaine,captain,True,noun,True,True,captain,True,4.78,False,False,False,,False,,2,strong
412,raconter,to recount; to tell; to narrate,True,verb,True,True,narrate|recount|tell,True,4.46,False,False,False,,False,,2,strong
413,accepter,to accept,True,verb,True,True,accept,True,4.66,False,False,False,,False,,2,strong
414,service,service; department; duty,True,intj|noun,True,True,service,True,5.42,False,False,False,,False,,2,strong
415,tourner,to turn / rotate; to film / shoot,True,verb,True,True,film|rotate|shoot|turn,True,4.68,False,False,False,,False,,2,strong
416,ressembler,resemble; be similar,True,verb,True,True,resemble|similar,True,3.93,False,False,False,,False,,2,strong
417,guerre,war,True,noun,True,True,war,True,5.42,False,False,False,,False,,2,strong
418,livre,book; pound,True,noun|verb,True,True,book|pound,True,5.26,False,False,False,,False,,2,strong
419,moyen,means / way; average; medium,True,adj|noun,True,True,average|way,True,5.29,False,False,False,,False,,2,strong
420,noir,black; dark; Black person (noun use),True,adj|noun,True,True,black|dark,True,5.13,False,False,False,,False,,2,strong
421,apporter,to take; to bring (something); to bring in (funding),True,verb,True,True,bring|fund|take,True,4.60,False,False,False,,False,,2,strong
422,ordre,order,True,noun,True,True,order,True,5.29,False,False,False,,False,,2,strong
423,lieu,place; location; site,True,noun,True,True,location|place,True,5.57,False,False,False,,False,,2,strong
424,pied,foot; a unit of measure equal to 32.5 centimetres,True,noun,True,True,centimetr|equal|foot|measure|unit,True,5.04,False,False,False,,False,,2,strong
425,haut,top; high; tall,True,adj|adv|noun,True,True,high|tall|top,True,5.35,False,False,False,,False,,2,strong
426,protéger,to protect,True,verb,True,True,protect,True,4.76,False,False,False,,False,,2,strong
427,coucher,to put to bed; to lay down; to go to bed/lie down (se coucher),True,noun|verb,True,True,bed|down|go|lay|put,True,4.56,False,False,False,,False,,2,strong
428,enlever,to remove; take off; take away; kidnap/abduct,True,verb,True,True,abduct|away|kidnap|off|remove|take,True,4.48,False,False,False,,False,,2,strong
429,pays,country,True,noun,True,True,country,True,5.79,False,False,False,,False,,2,strong
430,retour,return,True,noun,True,True,return,True,5.31,False,False,False,,False,,2,strong
431,suffire,suffice,True,verb,True,True,suffice,True,3.63,False,False,False,,False,,2,strong
432,découvrir,uncover; discover,True,verb,True,True,discover|uncover,True,4.80,False,False,False,,False,,2,strong
433,bas,low; down; bass; bottom/lower part; stocking,True,adj|adv|noun,True,True,bass|bottom|low|lower|stock,True,5.39,False,False,False,,False,,2,strong
434,prison,prison,True,noun,True,True,prison,True,4.95,False,False,False,,False,,2,strong
435,bientôt,soon,True,adv,True,True,soon,True,5.05,False,False,False,,False,,2,strong
436,envie,desire; wish; urge; wanting (avoir envie de = to feel like/want); envy,True,noun|verb,True,True,desire|envy|urge,True,5.19,False,False,False,,False,,2,strong
437,instant,moment; instant,True,adj|noun,True,True,instant|moment,True,4.97,False,False,False,,False,,2,strong
438,tour,turn; round; tour; tower,True,noun,True,True,round|tower|turn,True,5.37,False,False,False,,False,,2,strong
439,ainsi,"in this way, thus",True,adv,True,True,thus|way,True,5.79,False,False,False,,False,,2,strong
440,sérieux,serious; really? for real?,True,adj|intj|noun,True,True,real|really|seriou,True,4.98,False,False,False,,False,,2,strong
441,content,pleased; contented; satisfied,True,adj|verb,True,True,content|pleas|satisf,True,4.74,False,False,False,,False,,2,strong
442,peine,"punishment; effort, trouble; psychological pain, sorrow",True,noun,True,True,effort|pain|psychological|punish|sorrow|trouble,True,5.23,False,False,False,,False,,2,strong
443,détester,to hate; to strongly dislike,True,verb,True,True,dislike|hate,True,3.72,False,False,False,,False,,2,strong
444,disparaître,disappear,True,verb,True,True,disappear,True,4.34,False,False,False,,False,,2,strong
445,ignorer,to not know; be unaware of; ignore,True,verb,True,True,ignore|unaware,True,4.16,False,False,False,,False,,2,strong
446,autant,"so much; the same, as much; just as well, might as well/may as well",True,adv,True,True,just|may|might|much|same|so|well,True,5.42,False,False,False,,False,,2,strong
447,carte,map; card; menu,True,noun,True,True,card|map|menu,True,5.06,False,False,False,,False,,2,strong
448,terminer,to finish; to end; to complete,True,verb,True,True,complete|end|finish,True,4.38,False,False,False,,False,,2,strong
449,facile,easy; simple,True,adj,True,True,easy|simple,True,5.10,False,False,False,,False,,2,strong
450,difficile,"difficult; choosy, fussy, picky",True,adj,True,True,choosy|difficult|fussy|picky,True,5.17,False,False,False,,False,,2,strong
451,meurtre,murder,True,noun,True,True,murder,True,4.52,False,False,False,,False,,2,strong
452,présenter,to present; to show; to introduce; to submit; to stand/run as a candidate (se présenter),True,verb,True,True,candidate|introduce|show,True,4.78,False,False,False,,False,,2,strong
453,descendre,to descend; to go down; to kill (someone),True,verb,True,True,descend|down|go|kill,True,4.30,False,False,False,,False,,2,strong
454,route,"route, way, path; road (sometimes route like ""Route 66"")",True,noun,True,True,like|path|road|route|sometim|way,True,5.17,False,False,False,,False,,2,strong
455,frapper,to hit; to strike; to knock; to affect,True,verb,True,True,affect|hit|knock|strike,True,4.31,False,False,False,,False,,2,strong
456,compte,"account; count; tally; counts/takes into account (verb form, context-dependent)",True,noun|verb,True,True,account|count,True,5.62,False,False,False,,False,,2,strong
457,pièce,piece; room; coin; play; part,True,noun,True,True,coin|piece|play|room,True,4.99,False,False,False,,False,,2,strong
458,offrir,to offer; to give; to present; to treat/buy for oneself (s'offrir),True,verb,True,True,buy|give|offer|oneself|treat,True,4.73,False,False,False,,False,,2,strong
459,sujet,subject; topic; exam question/paper; cause/reason; subject to,True,adj|noun,True,True,cause|exam|paper|question|reason|subject|topic,True,5.28,False,False,False,,False,,2,strong
460,faute,"fault, blame; error, mistake; wrong, misdemeanor",True,noun,True,True,blame|error|fault|misdemeanor|mistake|wrong,True,4.98,False,False,False,,False,,2,strong
461,conduire,"to lead, to conduct; to drive (a vehicle); to behave, to conduct oneself",True,verb,True,True,behave|conduct|drive|lead|oneself|vehicle,True,4.56,False,False,False,,False,,2,strong
462,choix,"choice; pick, draft pick",True,noun,True,True,choice|draft|pick,True,5.31,False,False,False,,False,,2,strong
463,esprit,mind; spirit,True,noun,True,True,mind|spirit,True,5.13,False,False,False,,False,,2,strong
464,bizarre,"peculiar, quaint; bizarre, odd, strange, funny",True,adj,True,True,bizarre|funny|odd|peculiar|quaint|strange,True,4.73,False,False,False,,False,,2,strong
465,vérifier,to prove; to verify; to confirm,True,verb,True,True,confirm|prove|verify,True,4.59,False,False,False,,False,,2,strong
466,dollar,dollar,True,noun,True,True,dollar,True,4.02,False,False,False,,False,,2,strong
467,parfois,sometimes,True,adv,True,True,sometim,True,5.27,False,False,False,,False,,2,strong
468,flic,"police officer; cop (informal/slang, sometimes derogatory)",True,noun,True,True,officer|police,True,4.05,False,False,False,,False,,2,strong
469,ensuite,"in turn, subsequently, thereafter, then",True,adv,True,True,subsequently|then|thereafter|turn,True,5.35,False,False,False,,False,,2,strong
470,verre,glass,True,noun|verb,True,True,glas,True,4.75,False,False,False,,False,,2,strong
471,seconde,second (time unit); second (feminine adjective),True,adj|noun,True,True,second|time,True,5.09,False,False,False,,False,,2,strong
472,plaisir,pleasure; enjoyment,True,noun,True,True,pleasure,True,5.15,False,False,False,,False,,2,strong
473,pire,worse; worst; the worst (noun use),True,adj|noun,True,True,worse|worst,True,5.10,False,False,False,,False,,2,strong
474,d'abord,first; first of all; initially,True,adv,True,True,first,True,5.18,False,False,False,,False,,2,strong
475,état,state; condition,True,noun,True,True,condition|state,True,5.62,False,False,False,,False,,2,strong
476,lâcher,to let go; to release; to drop; to abandon; to fail/give up (context-dependent),True,noun|verb,True,True,abandon|fail|go|let|release,True,4.20,False,False,False,,False,,2,strong
477,réveiller,to wake; to awaken; to wake up (se réveiller),True,verb,True,True,awaken|up|wake,True,4.19,False,False,False,,False,,2,strong
478,humain,human,True,adj|noun,True,True,human,True,4.81,False,False,False,,False,,2,strong
479,différent,different,True,adj,True,True,different,True,4.67,False,False,False,,False,,2,strong
480,drôle,funny; amusing; strange; odd; rascal/kid (dated noun use),True,adj|noun,True,True,amus|funny|kid|rascal|strange,True,4.84,False,False,False,,False,,2,strong
481,l'un,one; one of them,True,pron,True,False,,True,6.88,False,False,False,,False,,2,semantic_review
482,faux,false; wrong; incorrect; fake; scythe,True,adj|adv|noun|verb,True,True,false|scythe,True,4.96,False,False,False,,False,,2,strong
483,permettre,to allow; to permit; to enable; to afford/take the liberty (se permettre),True,verb,True,True,afford|allow|enable|liberty|permit|take,True,4.88,False,False,False,,False,,2,strong
484,lever,to raise; to lift; raising/rising (noun); to get up/rise (se lever),True,noun|verb,True,True,get|lift|raise|rise|up,True,4.54,False,False,False,,False,,2,strong
485,victime,victim,True,noun,True,True,victim,True,4.81,False,False,False,,False,,2,strong
486,rapport,ratio; report; relationship,True,noun,True,True,ratio|relationship|report,True,5.44,False,False,False,,False,,2,strong
487,appel,call; appeal,True,noun,True,True,appeal|call,True,5.07,False,False,False,,False,,2,strong
488,idiot,idiot,True,adj|noun,True,True,idiot,True,4.12,False,False,False,,False,,2,strong
