rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,selected_direct_sense_count,indowordnet_lemma,kaikki_meaning,readurdu_meaning,word2word_meaning,external_selector_score,semantic_basis
1401,حاضر,present(a); ready,1205,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1793279|2000491,3,2,False,ready; present,"present, in attendance",am; Here; teaching; tucked; Now,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1402,ترقی یافتہ,developed; highly-developed; ahead(p); in the lead; leading,1204,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1350180|2574084,2,2,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1403,فخر,ego; egotism; self-importance; pride,1199,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7406675|7429110,2,2,False,glory; pride,"n. glory; pride | Platts: (inf. n. of فخر 'to glory; to boast,' &c.)",proud; pride; strapping; pleasure; honor,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1404,پیٹ,abdomen; venter; stomach; belly; tummy; tum; breadbasket,1198,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5487753|5331039|8468524,6,3,False,"womb; stomach, belly","belly, stomach; womb",Pete; belly; leans; rumbly; tummy,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1405,کشمیری,Kashmiri,1198,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3158270|6878536|9537714,3,3,True,,adj. &,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1406,چالیس,forty; 40; xl; twoscore,1196,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2266574|13568464,2,2,False,forty,num. forty | Platts:,Forty; 40.; Back; somewhere; Fifty,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1407,ردعمل,reflex; instinctive reflex; innate reflex; inborn reflex; unconditioned reflex; physiological reaction; chemical reaction; reaction,1195,CLE Urdu top-5000 frequency list,A_direct_iwn_en,851414|13274574|11332273,3,3,True,,,react; reaction; Newton; How; opposite,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1408,جمیل,fine-looking; good-looking; better-looking; handsome; well-favored; well-favoured,1193,CLE Urdu top-5000 frequency list,A_direct_iwn_en,239635,1,1,False,,"m. = P جميله jamīla (for A. جميلة), f. (fr. جمل 'to be beautiful,' &c.)",,0,IWN-En Direct manual link (single direct sense)
1409,مزاج,disposition; temperament,1190,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4568751,3,1,False,humor; temperament,humor; temperament,mood; marching; Max; seconds; was,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1410,معین,assistant; helper; help; supporter; adjunct,1190,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9671165|831511,2,2,False,,"(pass. part. of عيّن 'to appoint, prescribe (for); to assign (to),' &c., ii of عان (for عين) 'to raise the…",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1411,کرفیو,curfew,1188,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6453816,1,1,True,,ban on entering public areas such as streets or squares at certain times,curfew; shot; shoot; anyone; home,2,IWN-En Direct manual link (single direct sense)
1412,افتخار,prestige; prestigiousness,1187,CLE Urdu top-5000 frequency list,A_direct_iwn_en,14244095,1,1,False,,"s.m. Glory, honour, distinction; elegance, gracefulness: — iftiḵẖār-nāma, s.m. Honouring letter",,0,IWN-En Direct manual link (single direct sense)
1413,سروے,view; survey; sight,1185,CLE Urdu top-5000 frequency list,A_direct_iwn_en,869310,1,1,False,,,intruders; join; led; Shikushima; by,0,IWN-En Direct manual link (single direct sense)
1414,گذشتہ,past,1185,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1789886,2,1,False,,"adj. alternative spelling of گزشتہ (guzaśta) | Platts: (perf. part. of guẕashtan; see guẕār), part. adj. Past, elapsed; last (year, &c.); left; tendered; —",eligible; last; about; `; man,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1415,عمدہ,good; well(p),1183,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1089307,9,1,False,excellent,"adj. excellent | Platts: (for A. عمدة, v.n. fr. عمد 'to stay, prop,' &c.)",divine; covenant; clever; guardian; speech,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1416,مٹی,haze,1183,CLE Urdu top-5000 frequency list,A_direct_iwn_en,11300795,3,1,False,"dust; dirt, grime; soil, earth","soil, earth; dirt, grime; dust",CLAY; jealous; Easy; Dust; partner,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1417,جمعیت,handiness; accessibility; availability; availableness; population; organization; organisation,1182,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4663612|1242267|7899136,3,3,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1418,جلدی,celerity; quickness; rapidity; rapidness; speediness,1172,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5000068,2,1,False,quickness,quickly; haste,HURRY; Hurry; hurry; quick; Quickly,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1419,امتحان,trial; trial run; test; tryout; run; examination; testing,1169,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5727907|779545|630226,3,3,False,"exam, test; trial (difficult period)","examination, test",exam; test; exams; passed; pass,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1420,پریشانی,trouble; problem,1164,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5617278,10,1,False,,"distress, trouble",problems; cause; Trouble; any; won,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1421,وکیل,lawyer; attorney,1163,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10096927,2,1,False,,lawyer,attorney; lawyer; grieving; studying; refuse,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1422,سرخ,red; reddish; ruddy; blood-red; carmine; cerise; cherry; cherry-red; crimson; ruby; redness,1161,CLE Urdu top-5000 frequency list,A_direct_iwn_en,403623|4905871,2,2,True,red; a communist or socialist (metaphorically),adj. red; twilight-colored; a communist or socialist (metaphorically) | Platts: adj. Red (syn. lāl); high (as a price or rate); —,red; RED; specks; Red; THAT,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1423,کائنات,universe; existence; creation; world; cosmos; macrocosm,1158,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9330440,3,1,False,the universe; creatures; beings; a female given name,"n. the universe; creatures; beings | name: a female given name | Platts: (pl. of kāʼinat, n. of un. fr. kāʼin, act. part. of کان (for کون), 'to be, to exist')",universe; gigantic; infinite; chest; Copernicus,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1424,ساز,musical instrument; instrument,1154,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3758578,2,1,False,"musical instrument; equipment, tool, thing",part. &,profile; threat-maker; every; And; a,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1425,اجتماعی,democratic; popular; public,1153,CLE Urdu top-5000 frequency list,A_direct_iwn_en,511751|752455|1927223,3,3,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1426,کیفیت,word picture; word-painting; delineation; depiction; picture; characterization; characterisation; setting; background; scope; description; verbal description; state,1153,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7103150|14320565|6634244|13802433|23591,7,5,False,,"(for A. کيفية kaifīyat, abst. s. fr. kaifa)",visions; trance; far; In; see,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1427,ٹرک,truck; motortruck,1151,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4436659,1,1,True,truck,truck,trucks; TRUCK; Trucks; supplies; driving,3,IWN-En Direct manual link (single direct sense)
1428,ٹوٹ,breakage; break; breaking,1151,CLE Urdu top-5000 frequency list,A_direct_iwn_en,372537,1,1,False,,,crack; bust; broke; glass; bogus,0,IWN-En Direct manual link (single direct sense)
1429,احسان,benevolence; benefaction; indebted(p),1149,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1211409|1675658,3,2,False,favour; kindness; gratitude,n. favour; kindness; gratitude | Platts:,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1430,سورج,sun,1148,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9314641|9314894|10514717,3,3,False,"Sun, sun; sunshine","n. Sun, sun; sunshine | Platts:",sun; center; Sun; With; moving,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1431,سیکٹر,region; part,1148,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8509674,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
1432,بیگم,wife; married woman; rani; ranee,1147,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10619511|10349388,4,2,False,wife; begum; queen,n. begum; lady (of rank); wife | Platts: (fem. of beg,,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1433,پیشکش,marriage proposal; proposal of marriage; marriage offer; proposal; offer; offering,1146,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7063118|7086516,2,2,False,,"gift to a superior, a submission, request",offered; offer; presentation; Charles; graciously,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1434,معاشرہ,society,1141,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7857982,3,1,False,society; community,society,dividing; aptitude; society; created; plays,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1435,پل,moment; minute; second; bit; bridge; span,1140,CLE Urdu top-5000 frequency list,A_direct_iwn_en,15047665|2870570,3,2,False,bridge; causeway; moment (24 seconds),n. bridge; causeway; moment (24 seconds) | Platts:,moment; bridge; switched; warn; waited,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1436,طوفان,storm; violent storm,1139,CLE Urdu top-5000 frequency list,A_direct_iwn_en,11297432,2,1,True,"storm, tempest; typhoon, hurricane; flood, deluge, inundation",storm,sandstorm; Desert; Storm; Storms; storming,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1437,امتیاز,discretion; discernment,1137,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4835803,2,1,False,a surname,"s.m.f. Separation, distinction, discrimination ( = tamīz); discernment, judgment, discretion; holding oneself…",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1438,امان,defense; defence,1135,CLE Urdu top-5000 frequency list,A_direct_iwn_en,811665,2,1,True,,"s.f. Security, safety; freedom from fear, ease of mind; protection, safeguard…",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1439,تصدیق,confirmation; verification; check; substantiation; ratification,1135,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5752445|7081401,8,2,True,confirmation; verification; attestation; countersignature,n. verification; confirmation; attestation; countersignature | Platts:,confirmation; Confirm; confirmed; cross-checked; legit,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1440,قریبی,near; close; nigh,1135,CLE Urdu top-5000 frequency list,A_direct_iwn_en,468023,1,1,False,,,trusted; most; courier; KEEPING; SEISMOLOGISTS,0,IWN-En Direct manual link (single direct sense)
1441,درخت,tree,1134,CLE Urdu top-5000 frequency list,A_direct_iwn_en,12934526,1,1,False,tree,n. tree | Platts:,tree; oak; Tree; barren; fallen,3,IWN-En Direct manual link (single direct sense)
1442,بیگ,backpack; back pack; knapsack; packsack; rucksack; haversack; bag; handbag; pocketbook; purse,1133,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2743566|2747920,2,2,False,"dung; bey, beg; bag, sack","n. bey, beg; lord, master; speed, celerity, haste",bag; broke; bags; mess; thrown,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1443,معیاری,ideal,1132,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1814144,1,1,False,"qualitative, standard","qualitative, standard",standard; issue; `; come; caliber.30,3,IWN-En Direct manual link (single direct sense)
1444,آسمان,sky,1130,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9301235,2,1,False,"sky; heaven, skies; celestial sphere, firmament; one of the seven heavens",sky,sky; earth; heaven; fall; fried,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1445,وعدہ,promise,1129,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7127600,1,1,False,promise; vow; pledge,promise,promise; promised; Promise; PROMISE; original,3,IWN-En Direct manual link (single direct sense)
1446,رب,Allah,1128,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9401768,1,1,False,owner; possessor; Lord; An epithet for God,"Lord, God",Lord; Praise; butchers; Brother; everlasting,2,IWN-En Direct manual link (single direct sense)
1447,ناک,nose; olfactory organ,1127,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5528651,2,1,True,nose,n. nose | Platts: (i.q. S.,outrage; knockout; Clinch; nose; tilted,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1448,شور,racket,1125,CLE Urdu top-5000 frequency list,A_direct_iwn_en,7290014,3,1,False,"noise; uproar, clamor","n. noise; uproar, clamor | Platts:",noise; NOISE; Need; WHAT; potatoes,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1449,لچک,elasticity; snap,1125,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4961431,4,1,False,sprain; strain; delicacy,n. kerchief; headscarf; elasticity | Platts:,flexibility; has; strength; What; and,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1450,رہنمائی,guidance; steering; leadership; leading,1123,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1129877|1240715,2,2,False,,,Guide; along; them; carried; forth,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1451,ملازمت,service,1122,CLE Urdu top-5000 frequency list,A_direct_iwn_en,579466,3,1,False,"paying respect to a boss; employment, job, service, duty; waiting on, assiduity, diligence, close attendance","employment, job, service",job; employment; empowering; receive; thoroughly,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1452,نافذ,imposition; infliction,1118,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1112362,2,1,False,,"(act. part. of نفذ 'to pass through, to penetrate,' &c.), part.",enforcement; tools; undermining; provide; agencies,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1453,عبادت,worship,1116,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1014413,1,1,False,"worship; devotion, idol",worship,worship; pray; prayer; Henceforth; questioned,3,IWN-En Direct manual link (single direct sense)
1454,سانس,inhalation; inspiration; aspiration; breathing in; exhalation; expiration; breathing out; breath,1115,CLE Urdu top-5000 frequency list,A_direct_iwn_en,824721|823182|822947,3,3,True,"sigh; breath, breathing",breath,breathe; Breathe; breath; BREATHE; breathing,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1455,بولر,bowler,1112,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9724452,1,1,False,,,,0,IWN-En Direct manual link (single direct sense)
1456,ترک,Turk,1112,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9593168,3,1,True,"a Turkish person; a citizen of Turkey; a Turkic person; a speaker of a Turkic language, or bearer of Turkic heritage","n. a Turkic person; a speaker of a Turkic language, or bearer of Turkic heritage; a Turkish person; a citizen of Turkey | Platts:",Turk; another; kill; giving; dinner,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1457,گنا,sugarcane; sugar cane; Saccharum officinarum,1112,CLE Urdu top-5000 frequency list,A_direct_iwn_en,11964841,2,1,True,sugar cane,n. sugar cane | Platts:,-Milyaran; TIMES; STRONGER; larger; HUNDRED,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1458,مستحکم,firm; steadfast; steady; stiff; unbendable; unfaltering; unshakable; unwavering,1111,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2060048,2,1,False,"firm, stable, established, solid","adj. firm, stable, established, solid | Platts: (pass. part. of استحکم 'to be or become firm, or stable,' &c., x of حکم 'to restrain,' &c.; but quasi-pass.…",stable; steady; STABILIZE; CAR; -Keep,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1459,پن,coin,1110,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13215857,1,1,False,,"An affix which, added to substantives and adjectives, forms abstract substantives, denoting condition, state,…",radicals; bankruptcy; madness; Have; PINNED,0,IWN-En Direct manual link (single direct sense)
1460,وزن,load; loading; burden; heaviness; weightiness; weight,1109,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3639162|4968647|4967979,5,3,False,"weight, weighing, measure, balance","n. weight, weighing, measure, balance | Platts: (inf. n. of وزن 'to weigh')",weight; YOU; WEIGHT; SOME; THINK,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1461,جتنا,any(a); whatever; whatsoever,1106,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2344366,1,1,True,,pron.,as; much; Christian; hurt; clean,0,IWN-En Direct manual link (single direct sense)
1462,مشن,deputation; commission; delegation; delegacy; mission; missionary post; missionary station; foreign mission,1104,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8287833|8288616,4,2,False,,(inf. n. of مشن),mission; Mission; repeat; Geronimo; proud,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1463,زاہد,worshiping; worshipping; monk; monastic,1102,CLE Urdu top-5000 frequency list,A_direct_iwn_en,3238732|9961800,2,2,False,,"ascetic, pious abstainer",Fuck; him,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1464,ڈیوٹی,job; task; chore; duty; tariff,1102,CLE Urdu top-5000 frequency list,A_direct_iwn_en,708623|13144484,2,2,True,,,duty; support; assignment; volunteer; prepping,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1465,دریا,river,1100,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9276541,3,1,False,sea; river,river,Then; went; Nogaza; Umar; he,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1466,تیسرا,third; 3rd; tertiary,1099,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2278495,1,1,False,third,third,third; male; The; northeast; corner,3,IWN-En Direct manual link (single direct sense)
1467,مواد,pus; purulence; suppuration; ichor; sanies; festering,1099,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5351772,1,1,False,,s.m. pl. (of mādda,material; 150; kilograms; popped; high,0,IWN-En Direct manual link (single direct sense)
1468,دیہات,village; small town; settlement; hamlet,1098,CLE Urdu top-5000 frequency list,A_direct_iwn_en,8113205|8551779,2,2,False,"countryside; villages, village","villages, countryside",your; villages; everyone; lives; Now,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1469,رفیق,companion; comrade; fellow; familiar; associate; fellow traveler; fellow traveller,1097,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9798836|9799191,4,2,False,,"companion, comrade",,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1470,نیند,sleep; slumber,1094,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13838748,1,1,False,"dream; sleep, slumber; death, eternal sleep","n. sleep, slumber; dream; death, eternal sleep | Platts:",sleep; sleeping; Turk; another; bruised,3,IWN-En Direct manual link (single direct sense)
1471,اعداد,numeral; numerical; numeric,1092,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2855036,1,1,False,,"s.m. pl. (of عدد ʻadad), Numbers: — aʻdād-i-mutabāʼin, s.m. Incommensurable numbers, prime numbers: —…",numbers; wire; Passwords; login; FIGURE,2,IWN-En Direct manual link (single direct sense)
1472,آئینی,constitutional,1091,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2788603,3,1,False,,,bypass; Courts; Is; constitutional; educating,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1473,دوچار,stressed; distressed; in a bad way(p); engulfed; enveloped; swallowed,1090,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2541245|1718595,2,2,False,,,Haven; seen; around; through; endangered,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1474,مندر,temple,1088,CLE Urdu top-5000 frequency list,A_direct_iwn_en,4355393,1,1,True,"a Hindu temple; temple, place or house of worship","n. a Hindu temple; temple, place or house of worship | Platts:",Temple; sacred; temple; frat; smash,3,IWN-En Direct manual link (single direct sense)
1475,لازمی,needed; needful; required; requisite; inevitable,1086,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1638661|1907303,4,2,False,,adj. Necessary; inevitable; —,must; hurry; nerve-wracking; condition; Must,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1476,بہار,spring; springtime,1085,CLE Urdu top-5000 frequency list,A_direct_iwn_en,15037856,6,1,True,"blossom, bloom; glory, splendor; spring (season)",spring; bloom,Spring; Meet; Third; on; and,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1477,شمولیت,merging; meeting; coming together,1085,CLE Urdu top-5000 frequency list,A_direct_iwn_en,144115,2,1,False,,(A. shumūl+īyat),joined; POTUS; joining; Sure; -I,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1478,قیمتی,precious,1081,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2585233,4,1,False,costly; precious; valuable,"adj. valuable; precious; costly | Platts: (rel. n. fr. qīmat), adj. Of the price or value (of); valuable, precious; costly, high-priced, expensive",valuable; Many; precious; things; honor,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1479,اخلاقی,ethical; honorable; honourable; moral,1078,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2106173,1,1,False,"ethical, moral","ethical, moral",moral; constraints; Are; any; person,3,IWN-En Direct manual link (single direct sense)
1480,مفید,useful; utile; advantageous,1078,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2579357|69239,4,2,False,,"(act. part. of افاد 'to profit, advantage, benefit,' &c., iv of فاد (for فيد) 'profit, &c. to accrue (to)'),…",useful; very; Maybe; gerbil; greedy,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1481,زمانہ,tense,1077,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6244804,12,1,False,tense; world; reign (of an empire etc.),"era, times, the world",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1482,سنا,heard,1077,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1668178,1,1,False,ever; senna; always,"adv. always; ever; continually | n. senna | Platts: adv. Always, ever, perpetually, continually.",heard; hear; entrance; closed; spoil,1,IWN-En Direct manual link (single direct sense)
1483,سلوک,behavior; behaviour; conduct; doings,1075,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1205715,2,1,False,"treatment; amiability; manner, way","n. behaviour, conduct; treatment; amiability | Platts: corr. salūk (inf. n. of سلك 'to travel,' &c.)",treated; act; mercy; Promise; criminal,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1484,کمشنر,commissioner,1075,CLE Urdu top-5000 frequency list,A_direct_iwn_en,9796760,1,1,True,,commissioner,handwritten; paper; characteristics; teams; talking,1,IWN-En Direct manual link (single direct sense)
1485,غلطی,mistake; error; fault,1074,CLE Urdu top-5000 frequency list,A_direct_iwn_en,68933,3,1,False,error; mistake,mistake,fault; mistake; END; YET; MOVED,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1486,اخلاق,ethic; moral principle; value-system; value orientation; character; fiber; fibre,1073,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5880055|4565263,4,2,False,"nature; behaviour; morals, ethics","morals, manners",,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1487,کارکن,volunteer; unpaid worker; hand; worker,1072,CLE Urdu top-5000 frequency list,A_direct_iwn_en,10598344|10007355|9495263,6,3,False,,,parabolani; workers; member; blessed; am,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1488,مضمون,essay,1072,CLE Urdu top-5000 frequency list,A_direct_iwn_en,6323740,4,1,False,essay; sense; topic,"essay, article; subject",article; subject; longer; viable; genuine,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1489,واقعی,objective; actually,1071,CLE Urdu top-5000 frequency list,A_direct_iwn_en,13882|150950,2,2,False,"real, actual, true, right, proper; really, truly, verily, certainly, actually, indeed","really, truly",really; Really; REALLY; truly; indeed,1,IWN-En Direct manual links; best valid sense set selected by 1 independent bilingual signal(s)
1490,عباسی,Egyptian cotton,1069,CLE Urdu top-5000 frequency list,A_direct_iwn_en,12009101,1,1,True,,(rel. n. fr. ʻabbās),,0,IWN-En Direct manual link (single direct sense)
1491,مقبول,well-known,1067,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1427452,3,1,False,"known; accepted, assenting","adj. accepted, assenting; known | Platts: (pass. part. of قبل 'to accept,' &c.), part. adj. Accepted, received, admitted, approved; — chosen; elect; —…",popular; Because; re; so; ?,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1492,تنگ,close; tight,1066,CLE Urdu top-5000 frequency list,A_direct_iwn_en,2308804,4,1,False,"tight, narrow; distracted, bothered; troubled, distressed, vexed","adj. tight, narrow; troubled, distressed, vexed; distracted, bothered | Platts: adj. Contracted, straitened, confined, strait, narrow, tight; wanting, scarce, scanty, stinted, barren;…",tight; TIGHT; LOOKS; PRETTY; bullied,3,IWN-En Direct manual links; best valid sense set selected by 3 independent bilingual signal(s)
1493,برا,doomed; ill-fated; ill-omened; ill-starred; unlucky; wicked; bad,1064,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1091950|2597745|1170445,11,3,False,dirty; injurious; oppressor,"adj. bad (including all the broader meanings associated, i.e. sinner, oppressor, dirty, disgraced etc.); disliked, ugly; dirty | Platts:",bad; BAD; worse; looks; Not,2,IWN-En Direct manual links; best valid sense set selected by 2 independent bilingual signal(s)
1494,تفتیش,investigation; investigating,1063,CLE Urdu top-5000 frequency list,A_direct_iwn_en,627860,1,1,False,,"investigation, inquiry",one-on-one; luck; disturbance; investigate; personally,1,IWN-En Direct manual link (single direct sense)
1495,عقیدت,religion; faith; religious belief; bhakti; devotion; devotedness; worship; adoration,1063,CLE Urdu top-5000 frequency list,A_direct_iwn_en,5871157|1028744|7441932|7399307,4,4,False,,s.f. = P عقيده ʻaqīda,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1496,حوصلہ افزائی,boost; encouragement; transfiguration,1060,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1196009|395649,2,2,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1497,خلاف ورزی,violation; infringement; disobedience; noncompliance,1060,CLE Urdu top-5000 frequency list,A_direct_iwn_en,759022|1164483,2,2,False,,,,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1498,حفاظتی,defensive; defendant; suspect,1059,CLE Urdu top-5000 frequency list,A_direct_iwn_en,1688764|9619028,2,2,False,,,security; contractors; regeneration; healing; general,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
1499,مشتاق,desirous; wishful; amateur,1058,CLE Urdu top-5000 frequency list,A_direct_iwn_en,926497|9643110,2,2,False,,"eager, yearning",,0,IWN-En Direct manual links (all direct valid senses retained; no unsupported disambiguation)
