rank,front,meaning,status,wordfreq_zipf,kaikki_entry,kaikki_semantic_support,kaikki_overlap_terms,readurdu_entry,readurdu_semantic_support,calima_exact_analyses,flags,readurdu_semantic_agreement,kaikki_semantic_agreement_recheck,word2word_entry,word2word_translations,word2word_semantic_agreement,word2word_overlap_terms,semantic_source_count,combined_status
1324,صنعتی,"(rel. n. fr. ṣanʻat), adj. Of art, artistic, &c",explicit_review_required,4.590,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1325,متعلقہ,"(for A. متعلقة mutaʻalliqat, fem. of mutaʻalliq), adj. & s.m. = mutaʻalliq, q.v.: — mutaʻalliqa-ě-ḵẖāndān,…",explicit_review_required,4.980,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1329,مقرر,"(pass. part. of قرّر 'to settle, fix, establish, confirm,' &c., ii of قرّ 'to be settled,' &c.), part. adj.…",explicit_review_required,5.160,False,False,,True,True,,,True,False,True,set; Set; May; rhythm; truth,False,,1,explicit_review_required
1331,ہمراہ,a companion on the road,explicit_review_required,4.810,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1335,انور,"adj. compar. & superl. (from nūr), More, most, or very brilliant, very splendid, resplendent",explicit_review_required,4.670,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1337,فاروق,"(for tiryāq-ě-fārūq), s.m. The best sort of treacle or theriac (so called because it makes a distinction…",explicit_review_required,4.940,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1340,روزگار,"employment, livelihood",explicit_review_required,4.570,False,False,,True,True,,,True,False,True,fully; jobs; job; him; employing,False,,1,explicit_review_required
1341,فرائض,"s.m. pl. (of farīẓa, q.v.), Obligatory statutes or ordinances of law or religion, divine precepts,… | also: plural formal of فَرْض (farz — duty (ie. responsibility))",explicit_review_required,4.740,False,False,,True,True,,,True,False,True,resume; begin; may; medic; combat,False,,1,explicit_review_required
1343,پوچہا,"s.m. (Used in comp.) = pūćh: — pūchā-pāćhā, s.m. = pūćhā-pāćhī, s.f. = pūćhā-tāćhī, s.f. = pūćhā-gaćhī, s.f.…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1346,پہلو,"s.m. Name of a people, the Persians; the country of the ancient Persians…",explicit_review_required,4.760,False,False,,True,True,,,True,False,True,sides; ones; pilots; factor; improved,False,,1,explicit_review_required
1347,وائرس,"non-cellular, submicroscopic infectious agent that replicates only inside the living cells of an organism",explicit_review_required,4.690,False,False,,True,True,,,True,False,True,virus; plant; Which; means; could,False,,1,explicit_review_required
1348,شپ,-ship (in لیڈر شپ leadership); ship,explicit_review_required,4.820,False,False,,True,True,,,True,False,True,championship; middleweight; brothers; -It; prize,False,,1,explicit_review_required
1349,وضاحت,clarification,explicit_review_required,4.800,False,False,,True,True,,,True,False,True,explain; Explain; -it; description; defies,False,,1,explicit_review_required
1351,مرحوم,"(pass. part. of رحم 'to have mercy,' &c.), part. & s.m. On whom God has had mercy, or who has found mercy;…",explicit_review_required,4.700,False,False,,True,True,,,True,False,True,"late; ""; Rabbit; Late; White",False,,1,explicit_review_required
1352,منافع,profit,explicit_review_required,4.610,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1353,ارشد,"adj. compar. & super. (of رشيد rashīd), More, or most, upright; most tenacious of the right way; — s.m. One…",explicit_review_required,4.470,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1354,حکومتوں,plural oblique of حُکُومَت (hukūmat — government),explicit_review_required,4.570,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1355,سسٹم,"system, method",explicit_review_required,4.910,True,True,"method,system",False,,,,False,True,True,painstakingly; combed; found; through; everything,False,,1,explicit_review_required
1356,طاہر,"(act. part. of طہر 'to be clean,' &c.), adj. Clean, pure, unsullied, chaste",explicit_review_required,4.790,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1357,ایکڑ,acre,explicit_review_required,4.310,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1358,زبردست,"powerful, tremendous; forcible",explicit_review_required,4.860,False,False,,True,True,,,True,False,True,Wow; great; Great; exposed; Dude,False,,1,explicit_review_required
1359,مین,"s.f. (in H., but m. in S.), A fish; — the sign Pisces; — name of the first of the ten incarnations or…",explicit_review_required,5.040,False,False,,True,True,,,True,False,True,Manny; HA; Batman; BATMAN; looks,False,,1,explicit_review_required
1360,برسوں,"subjunctive of بَرَسْنا (barasnā — to rain, to shower)",explicit_review_required,4.580,False,False,,True,True,,,True,False,True,coms; bro; years; got; your,False,,1,explicit_review_required
1361,تر,"adj. New, fresh; green; young, tender, soft; juicy, moist, damp, wet, wet through, saturated (with moisture,…",explicit_review_required,5.380,False,False,,True,True,,,True,False,True,Most; Mostly; commit; clothesline; laundry,False,,1,explicit_review_required
1363,تنظیموں,plural oblique of تَنْظِیم (tanzīm — organization),explicit_review_required,4.630,False,False,,True,True,,,True,False,True,oversight; committee; collar; holding; changing,False,,1,explicit_review_required
1365,چیک,Czech,explicit_review_required,4.910,False,False,,True,True,,,True,False,True,check; Check; checked; TRIPLE-CHECKED; Examine,False,,1,explicit_review_required
1366,فاؤنڈیشن,type of nonprofit organization,explicit_review_required,4.440,False,False,,True,True,,,True,False,True,foundation; cause; issued; support; statement,False,,1,explicit_review_required
1367,سڑکوں,plural oblique of سَڑَک (saṛak — road),explicit_review_required,4.840,False,False,,True,True,,,True,False,True,streets; ♪; Trust; mutilated; pyre,False,,1,explicit_review_required
1368,نسبت,"(for A. نسبة, inf. n. of نسب; see nasab), s.f. Referring (to, -se); deriving (from); — reference, respect,…",explicit_review_required,4.970,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1371,سیمی,"(fr. sīm), adj. Of silver, silver, silvery ( = sīmīn)",explicit_review_required,4.440,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1372,وصول,"(inf. n. of وصل 'to arrive,' &c.), s.m. Arrival; — conjunction, union with, or enjoyment of (a wished-for…",explicit_review_required,4.810,False,False,,True,True,,,True,False,True,Take; few; 15-minute; collectors; customers,False,,1,explicit_review_required
1375,ویسٹ,family name,explicit_review_required,4.740,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1376,سول,"s.m. (f. p), A sharp or acute pain; colic; stomach-ache; indigestion; gout; rheumatism; — any sharp or…",explicit_review_required,4.780,False,False,,True,True,,,True,False,True,civilian; An; working; contractor; American,False,,1,explicit_review_required
1378,باب,"s.m. Door, gate; chapter, section, division (of a book), head, heading; subject, affair, business, topic,…",explicit_review_required,4.960,False,False,,True,True,,,True,False,True,Bob; Fisks; All; contact; look,False,,1,explicit_review_required
1380,نوعیت,"(abst. s. fr. nauʻī), s.f. Specific difference; — specification, special character, speciality",explicit_review_required,4.680,False,False,,True,True,,,True,False,True,nature; ITS; KIND; WOULD; essential,False,,1,explicit_review_required
1383,انتخابی,"adj. Selected, culled; select",explicit_review_required,5.120,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1384,اسلم,"a surname, Aslam, from Arabic",explicit_review_required,4.490,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1385,لیکر,having taken (fused spelling of لے کر),explicit_review_required,4.830,False,False,,True,True,,,True,False,True,stretched; steppes; shores; Mediterranean; rose,False,,1,explicit_review_required
1386,اعجاز,"s.m. Disappointment; wonder, astonishment, amazement, surprise, a miracle: — ěʻjāz-i-masīḥāʼī, A cure as…",explicit_review_required,4.510,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1387,حکمران,"ruler, sovereign",explicit_review_required,5.200,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1388,انڈسٹری,industry; an industry,explicit_review_required,4.420,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1389,بیرون,"prep. & adv. Without, on the outside, out ( = bāhar): — berūna-jāt, vulg. berūn-jāt, s.m. Suburbs…",explicit_review_required,4.670,False,False,,True,True,,,True,False,True,overseas; Meanwhile; Abroad; certainly; full,False,,1,explicit_review_required
1391,عارف,"(act. part. of عرف 'to know,' &c.), adj. & s.m. Knowing, wise, sagacious, ingenious; skilled in divine…",explicit_review_required,4.690,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1392,بخاری,adj. Of or belonging to Bǒḵẖārā; — s.m. Native of Boḵẖārā,explicit_review_required,4.930,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1393,کیس,"(i.q. P. kīsa), s.m. A bag, purse; — the membrane which envelops the fœtus in the womb; — the scrotum; — a…",explicit_review_required,5.360,False,False,,True,True,,,True,False,True,case; build; prosecutable; assaulting; 1979,False,,1,explicit_review_required
1394,اہلکار,"official, functionary",explicit_review_required,4.720,False,False,,True,True,,,True,False,True,cop; Wow; pretty; PERSONNEL; high,False,,1,explicit_review_required
1395,سہولتیں,plural direct of سُہُولَت (suhūlat — facility (ie. something provided)),explicit_review_required,3.900,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1396,پہول,"s.m. A flower, a blossom; — a boss, knob, stud, bunch of ribands, rosette, cockade; — the menses (of which…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1398,خاتمے,"plural direct of خاتِمَہ (xātima — conclusion, end, termination) | also: oblique singular of خاتِمَہ (xātima — conclusion, end, termination)",explicit_review_required,4.850,False,False,,True,True,,,True,False,True,Single; elimination; eradicate; crisis; Divergent,False,,1,explicit_review_required
1399,جانی,s.m. A conjurer; astrologer; fortune-teller ( = jān; gyānī),explicit_review_required,4.740,False,False,,True,True,,,True,False,True,nuke; casualties; high; Johnny; told,False,,1,explicit_review_required
1401,لیاقت,"(for A. لياقة, v.n. fr. ليق 'to be fit,' &c.), s.f. Propriety, fitness, suitableness; congruence, congruity,…",explicit_review_required,4.630,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1402,مذکورہ,"(for A. مذکورة maẕkūrat, fem. of maz̤kūr), adj. Remembered, &c. ( = maẕkūr, q.v.): — maẕkūra-bālā, adj.… | also: feminine of مَذْکُور (mazkūr — recorded (ie. written accounts))",explicit_review_required,4.540,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1403,باری,"s.m. (f. bārin), s.m. A caste of Hindūs who sew together broad leaves to serve as platters; a seller of pān…",explicit_review_required,4.780,False,False,,True,True,,,True,False,True,turn; TURN; ber; -Ready; YOUR,False,,1,explicit_review_required
1405,بولنگ,class of sports in which a player rolls a bowling ball towards a target,explicit_review_required,3.790,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1406,تعین,"s.m. Specifying, fixing, determining, assigning, appointing, deputing, establishing; appointment,…",explicit_review_required,4.530,False,False,,True,True,,,True,False,True,determine; agenda; sets; define; Your,False,,1,explicit_review_required
1407,ذخائر,"s.m. pl. (of ẕaḵẖīra), Treasures, stores, provisions, victuals",explicit_review_required,4.350,False,False,,True,True,,,True,False,True,"increments; daily; deposits; Cash; 9,000",False,,1,explicit_review_required
1409,بیشتر,"(compar. of besh), adj. & adv. More, most; better; exceeding; — mostly, for the most part, usually,…",explicit_review_required,4.810,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1416,اداکار,actor,explicit_review_required,4.770,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1417,جتنی,"adj. Energetic, diligent, persevering; careful",explicit_review_required,4.810,False,False,,True,True,,,True,False,True,soon; wake; Call; as; up,False,,1,explicit_review_required
1418,میسر,"(pass. part. of يسّر 'to render easy,' &c., ii of يسر 'to be easy,' &c.), part. adj. Rendered easy,…",explicit_review_required,4.630,False,False,,True,True,,,True,False,True,Living; egress; multiple; communications; organization,False,,1,explicit_review_required
1430,ورک,s.m. A wolf (i.q. bik); — a jackal; — a hyena; — a crow; — name of an Asur or demon; of a son of Prithu; of a…,explicit_review_required,4.810,False,False,,True,True,,,True,False,True,interconnected; cave; parallel; global; cutouts,False,,1,explicit_review_required
1431,ویسے,adv. See s.v. waisā,explicit_review_required,4.960,False,False,,True,True,,,True,False,True,Well; anyway; Anyway; frankly; By,False,,1,explicit_review_required
1432,جرائم,"s.m. pl. (of jarīma), Sins, faults, crimes, offences: — jarāʼim-ě-ḵẖafīfa, s.m. Petty or light offences: —… | also: plural formal of جُرْم (jurm — crime; sin)",explicit_review_required,4.750,False,False,,True,True,,,True,False,True,highest; homicide; rate; 40; drugs,False,,1,explicit_review_required
1434,عرفان,"(inf. n. of عرف 'to know,' &c.), s.m. Knowledge, sciences, wisdom, discernment",explicit_review_required,4.470,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1436,انتظامات,"irregular direct plural of इंतज़ाम (intazām): arrangements, preparations | also: plural formal of اِنْتِظام (intizām — preparation, arrangement)",explicit_review_required,4.530,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1437,ایکشن,s.m. The eye; act or power of seeing; sight; — care; supervision,explicit_review_required,4.800,False,False,,True,True,,,True,False,True,Action; forbidden; .,False,,1,explicit_review_required
1438,بنی,"(see banā), s.f. Bride",explicit_review_required,5.280,False,False,,True,True,,,True,False,True,mankind; walked; ago; away; 100,False,,1,explicit_review_required
1439,چاروں,"all four, around",explicit_review_required,4.590,False,False,,True,True,,,True,False,True,lands; suffer; recognizes; At; everyone,False,,1,explicit_review_required
1441,اقدام,"s.m. Sending on before, causing to go before; pushing forward; boldness, intrepidity, audacity, resolution,… | also: plural formal of قَدَم (qadam — footstep, step)",explicit_review_required,4.600,False,False,,True,True,,,True,False,True,Move; move; gotta; Hustle; MOVE-MOVE,False,,1,explicit_review_required
1445,ساتہی,"s.m. Companion, comrade, associate, attendant, follower; ally, accomplice, supporter; — adv. More: — sāthī…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1450,حلقوں,"oblique plural of حَلْقَہ (halqō̃) | also: plural oblique of حَلْقَہ (halqa — constituency, electoral district)",explicit_review_required,4.850,True,False,,True,True,,,True,False,True,Circles; .,False,,1,explicit_review_required
1458,افراط,"s.f. m. (?), Excess, superfluity, abundance, plenty; — ifrāt̤-i-aḵẖlāt̤, ifrāt̤-i-ḵẖūn, s.f. Plethora: —…",explicit_review_required,4.060,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1462,قبضہ,"possession, occupation, grip",explicit_review_required,5.010,True,False,,True,True,,,True,False,True,grab; captured; coffee; overnight; Jujitsu,False,,1,explicit_review_required
1463,نجات,"(for A. نجاة, inf. n. of نَجَا, rt. نجو 'to escape (from),' &c.), s.f. Escape, liberation, deliverance,…",explicit_review_required,4.790,False,False,,True,True,,,True,False,True,crying; everyday; savior; delivered; caused,False,,1,explicit_review_required
1465,کرائی,s.f. Stocks (for the feet),explicit_review_required,4.480,False,False,,True,True,,,True,False,True,assured; then; victory; If; them,False,,1,explicit_review_required
1466,انحصار,"s.m. Being surrounded, being besieged; being straitened; siege, blockade; restraint, restriction",explicit_review_required,4.530,False,False,,True,True,,,True,False,True,depends; upon; depending; depended; DEPEND,False,,1,explicit_review_required
1471,مردوں,"oblique plural of مَرْد (mard, “man”); oblique plural of مُرْد (murd, “the dead”) | also: plural oblique of مَرْد (mard — man) | also: plural oblique of مُرْدَہ (murda — dead; the dead (ie. a corpse))",explicit_review_required,4.790,True,False,,True,True,,,True,False,True,men; Men; EMCEE; MICROPHONE; Soft,False,,1,explicit_review_required
1474,کہی,"(fr. kāh, 'grass, straw'), s.f. Forage, provender, provision; — a foraging party; a band of marauders or… | also: perfective feminine of کَہْنا (kahnā — to say)",explicit_review_required,4.670,False,False,,True,True,,,True,False,True,Maybe; enough; even; said; never,False,,1,explicit_review_required
1478,نیو,"s.f. Foundation (of a wall, &c.), basis: — neʼo ḍālnā, or neʼo dharnā, or neʼo jamānā (-kī), To lay the…",explicit_review_required,4.710,False,False,,True,True,,,True,False,True,pissed; fits; construction; manufactures; FAL,False,,1,explicit_review_required
1484,اظہر,"adj. compar. & superl. (of ظاهر z̤āhir), Clearer; clearest; more evident; very evident: — az̤har min…",explicit_review_required,4.440,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1487,ارباب,"s.m. pl. (of رب rabb), Possessors, lords, masters: — arbāb-i-baṣīrat, The intelligent, the clear-sighted… | also: plural formal of رَب (rab — Lord; An epithet for God.)",explicit_review_required,4.240,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1489,آپس,"s.f. Kindred, brotherhood, fraternity; fellowship: — recip. pron. selves, each other, one another. —…",explicit_review_required,4.880,False,False,,True,True,,,True,False,True,rewards; obscene; offered; borders; quite,False,,1,explicit_review_required
1491,پہل,"s.m. A flock (of cotton, wool, &c.)",explicit_review_required,4.200,False,False,,True,True,,,True,False,True,think; initiative; strides; taking; making,False,,1,explicit_review_required
1497,حمید,"m. = P حميده ḥamīda, f. (ḥamīda, for A. حميدة ḥamīdat, fem. of ḥamīd, fr. حمد 'to praise'), adj. Praised,…",explicit_review_required,4.510,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1499,شان,"splendor, dignity",explicit_review_required,4.910,True,False,,True,True,,,True,False,True,"Sean; yo; Hey; !; ,",False,,1,explicit_review_required
1500,فرار,"(inf. n. of فرّ 'to flee,' &c.), s.m. Flight, running away, absconding: — firār honā, v.n. To flee, take to…",explicit_review_required,4.730,False,False,,True,True,,,True,False,True,took; Lock; piece; building; shit,False,,1,explicit_review_required
1501,مہر,"n. chief; headman; woman | Platts: s.m. The fourth of the seven worlds which rise one above the other (coming between Svar and Janas, and said…",explicit_review_required,4.760,True,False,,True,True,,,True,False,True,Opening; seal; breaks; stamp; while,False,,1,explicit_review_required
1502,بچ,"(imper. or rt. of baćnā, q.v.), intj. Take care! out of the way! bać-bać (intens.) Idem",explicit_review_required,4.790,False,False,,True,True,,,True,False,True,spared; survivors; die; escaped; away,False,,1,explicit_review_required
1503,قاسم,"(act. part. of قسم 'to divide,' &c.), part. adj. & s.m. Dividing, apportioning, allotting; — a distributor,…",explicit_review_required,4.590,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1504,امین,"adj. Trusted in; trusty, trustworthy, confidential, faithful; — s.m. A person intrusted with an office, or…",explicit_review_required,4.650,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1505,حضرات,"plural formal of حَضْرَت (hazrat — Hadrat (a title applied to any great man, his Maje)",explicit_review_required,4.800,True,False,,True,True,,,True,False,True,Gentlemen; gentlemen; ready; instructions; General,False,,1,explicit_review_required
1510,پانے,plural direct of پانَہ (pāna — spanner) | also: oblique singular of پانَہ (pāna — spanner),explicit_review_required,4.720,False,False,,True,True,,,True,False,True,sink; saying; five; minutes; Growing,False,,1,explicit_review_required
1516,لو,"(rt. lū), s.m. Cutting, reaping (of corn), mowing; plucking, gathering (of flowers, &c.); — anything cut off;…",explicit_review_required,5.090,False,False,,True,True,,,True,False,True,Take; Breathe; Cover; Quick; Grab,False,,1,explicit_review_required
1517,مصنوعات,"s.m. pl. (of maṣnūʻ), Created things; things artificially made; creations; works of art or skill; fabrics,…",explicit_review_required,4.560,False,False,,True,True,,,True,False,True,Austrian; product; inhaling; products; spending,False,,1,explicit_review_required
1521,شجاعت,"(for A. شجاعة, inf. n. of شجع 'to be brave'), s.f. Bravery, valour, &c. (syn. dilerī; bahādurī; sūrtā)",explicit_review_required,4.340,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1522,رشتہ,"relation, tie",explicit_review_required,4.990,True,False,,True,True,,,True,False,True,relative; safety; In; Before; died,False,,1,explicit_review_required
1524,رجحان,"trend, inclination",explicit_review_required,4.550,False,False,,True,True,,,True,False,True,ostriches; suicidal; tendencies; Did; have,False,,1,explicit_review_required
1525,قادری,s.f. A kind of bodice,explicit_review_required,4.760,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1527,دیکہنا,"v.t. To see, look, look at, behold, view, observe, perceive, inspect, mark, note, consider, look to, weigh…",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1533,ترین,most (superlative suffix: اہم ترین = most important),explicit_review_required,5.590,False,False,,True,True,,,True,False,True,surname; Levi; oldest; darkest; depths,False,,1,explicit_review_required
1539,تعلقہ,"(for A. تعلقة, taʻalluqat, fem.), s.m. Connexion, relationship ( = taʻalluq); possession (of land); fee,…",explicit_review_required,3.710,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1544,عناصر,"s.m. pl. (of ʻunṣuṛ, q.v.), The elements (of which material substances of different natures are composed). | also: plural formal of عُنْصُر ('unsur — element, essence)",explicit_review_required,4.780,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1545,بہیج,"s.f. Proportionate share; instalment; rent of land, ground-rent: — bhej-barār, s.m. A kind of complex tenure",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1547,مسعود,"(pass. part. of سعد 'to be or become prosperous,' &c.), part. adj. Prosperous, fortunate, happy, blessed;…",explicit_review_required,4.780,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1548,سونے,plural masculine of سُونا (sūnā — empty) | also: masculine singular of سُونا (sūnā — empty),explicit_review_required,4.910,False,False,,True,True,,,True,False,True,gold; sleep; locket; waterfalls; statues,False,,1,explicit_review_required
1553,راشد,"(act. part. of رشد 'to take or follow a right way'), adj. & s.m. Taking or following a right way or course,…",explicit_review_required,4.470,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1557,صارفین,plural formal of صارِف (ṣārif — user),explicit_review_required,4.520,True,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1558,اشرف,"adj. compar. & superl. (of شريف sharīf), Nobler; noblest; most eminent; — s.m. A person of noble birth,…",explicit_review_required,4.680,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1560,اداکارہ,actress,explicit_review_required,4.940,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1571,کاری,"( = S. कारिन्, कारी), adj. Operating, effectual, penetrating, deep, mortal (as a wound)",explicit_review_required,5.080,False,False,,True,True,,,True,False,True,encryption; spacing; An; copied; grade,False,,1,explicit_review_required
1578,کشمیری,"adj. & s.m. Born or produced in Cashmere, of Cashmere; — a native of Cashmere; — a dancing-boy; — s.f. ( = S.…",explicit_review_required,4.820,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1581,جمیل,"m. = P جميله jamīla (for A. جميلة), f. (fr. جمل 'to be beautiful,' &c.), adj. Beautiful, elegant, comely,…",explicit_review_required,4.510,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1584,معین,"(pass. part. of عيّن 'to appoint, prescribe (for); to assign (to),' &c., ii of عان (for عين) 'to raise the…",explicit_review_required,4.490,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1585,کرفیو,ban on entering public areas such as streets or squares at certain times,explicit_review_required,4.010,False,False,,True,True,,,True,False,True,curfew; shot; shoot; anyone; home,False,,1,explicit_review_required
1586,افتخار,"s.m. Glory, honour, distinction; elegance, gracefulness: — iftiḵẖār-nāma, s.m. Honouring letter",explicit_review_required,4.570,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1588,بقول,"(pl. of بقل baql), s.m. Plants, herbs, pot-herbs",explicit_review_required,4.520,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1590,فیض,"(inf. n. of فيض 'to overflow; to abound, &c.), s.m. Overflowing, abundance, plenty; — beneficence…",explicit_review_required,4.830,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1592,جمعیت,"(for A. جمعية), s.f. A collection, assemblage, band, party, body ( = jamāʻat); an army; — collectedness,…",explicit_review_required,4.520,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1593,کہل,"s.f. Sloth, indolence; languor (cf. kāhil)",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1595,چلانے,"infinitive indirect of چِلّانا (cillānā — to scream, to screech, to shriek)",explicit_review_required,4.740,False,False,,True,True,,,True,False,True,run; arrive; door-to-door; friends; ground,False,,1,explicit_review_required
1597,پڑتی,A field left uncultivated for a season in order to increase its fertility; fallow or uncultivated land,explicit_review_required,4.690,False,False,,True,True,,,True,False,True,ignore; concentrate; engage; airplane; conversation,False,,1,explicit_review_required
1598,کروا,"s.m. An earthen pipkin, a pot with a spout; — a pod or seed-vessel: — karwā-ćauth, s.f…",explicit_review_required,4.710,False,False,,True,True,,,True,False,True,miracle; patch; Department; Sheriff; silenced,False,,1,explicit_review_required
1600,جاں,"form of جَان (jān — life (ie. a soul, person))",explicit_review_required,4.890,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1605,واٹر,water,explicit_review_required,4.460,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1608,غازی,"(for A. غازٍ g̠āziṉ, act. part. of غزو 'to go forth to fight with an enemy'), s.m. One who engages in a…",explicit_review_required,4.740,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1611,کیفیت,"(for A. کيفية kaifīyat, abst. s. fr. kaifa), s.f. Quality, nature, character; mode, state, condition,…",explicit_review_required,4.730,False,False,,True,True,,,True,False,True,visions; trance; far; In; see,False,,1,explicit_review_required
1617,پیشکش,"gift to a superior, a submission, request",explicit_review_required,4.360,False,False,,True,True,,,True,False,True,offered; offer; presentation; Charles; graciously,False,,1,explicit_review_required
1619,لیتی,takes (feminine),explicit_review_required,4.670,False,False,,True,True,,,True,False,True,option; guess; farsighted; calling; wasn,False,,1,explicit_review_required
1620,لکہ,"( = S. लक्ष), s.m. A mark, spot, blot, stain",explicit_review_required,0.000,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1623,چلتا,"adj. (f. -ī), Moving, in motion, going, passing, proceeding; movable (as a pulley, &c.); flowing, running (as…",explicit_review_required,4.840,False,False,,True,True,,,True,False,True,AS; RUNS; walks; breaking; few,False,,1,explicit_review_required
1627,اضلاع,"s.f. Ribs; sides (of a figure); districts, divisions (of land); convexities; arches",explicit_review_required,4.680,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1628,امتیاز,"s.m.f. Separation, distinction, discrimination ( = tamīz); discernment, judgment, discretion; holding oneself…",explicit_review_required,4.650,True,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1630,امان,"s.f. Security, safety; freedom from fear, ease of mind; protection, safeguard…",explicit_review_required,4.680,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1632,حصوں,"plural oblique of حِصَّہ (hissa — part, share, piece)",explicit_review_required,4.780,False,False,,True,True,,,True,False,True,claustrophobic; Coronas; outside; rest; own,False,,1,explicit_review_required
1634,افادہ,"s.m. Imparting advantage, benefiting; tenour, purport; explanation; teaching, instruction; conveying a…",explicit_review_required,3.010,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1644,نافذ,"(act. part. of نفذ 'to pass through, to penetrate,' &c.), part. adj. Passing through, getting through;…",explicit_review_required,4.770,False,False,,True,True,,,True,False,True,enforcement; tools; undermining; provide; agencies,False,,1,explicit_review_required
1647,امجد,"adj. (compar. & superl. of majd), More, or most, glorious",explicit_review_required,4.480,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1652,پن,"An affix which, added to substantives and adjectives, forms abstract substantives, denoting condition, state,…",explicit_review_required,4.790,False,False,,True,True,,,True,False,True,radicals; bankruptcy; madness; Have; PINNED,False,,1,explicit_review_required
1656,لطیف,"(fr. لطف; see lut̤f, lat̤āfat), adj. Slender, thin, fine, delicate, minute, subtile; occult; — light; —…",explicit_review_required,4.470,False,False,,True,True,,,True,False,False,,False,,1,explicit_review_required
1658,مشن,"(inf. n. of مشن), s.m. Striking gently (with a sword, or scourge); — scratching, excoriating, grazing (the…",explicit_review_required,4.730,False,False,,True,True,,,True,False,True,mission; Mission; repeat; Geronimo; proud,False,,1,explicit_review_required
