"Front","Back"
"emmener","Translations:
EN: to take (someone) / to lead away
AR: اِصْطَحَبَ / أَخَذَ (شَخْصًا)
UR: ساتھ لے جانا (شخص کو)

Definition:
(EN) Verb meaning to take a person or animal from one place to another.

Example: Emmener les enfants au parc.

Translation: To take the children to the park.

Root Word: French 'en-' + 'mener'.

Synonyms: conduire, accompagner"
"amener","Translations:
EN: to bring (someone) / to cause / to lower (sails)
AR: أَحْضَرَ / سَبَّبَ
UR: لانا (شخص کو) / وجہ بننا

Definition:
(EN) Verb meaning to bring a person to the place where the speaker is or to lead to a result.

Example: Qu'est-ce qui t'amène?

Translation: What brings you here?

Root Word: Latin 'ad-' + 'minare' (to drive animals).

Synonyms: apporter (for objects), entraîner"
"escorter","Translations:
EN: to escort / to accompany (for protection)
AR: رَافَقَ / حَرَسَ
UR: پہرہ دینا / ساتھ چلنا

Definition:
(EN) Verb meaning to accompany a person or vehicle as a guard or for honor.

Example: Escorter un convoi.

Translation: To escort a convoy.

Root Word: Italian 'scorta' (guide/guard).

Synonyms: accompagner, convoyer"
"succéder","Translations:
EN: to succeed / to follow after
AR: خَلَفَ / تَلَا
UR: جانشین ہونا / بعد میں آنا

Definition:
(EN) Verb meaning to come after someone in time or to take over a position from someone.

Example: Le fils succède au père.

Translation: The son succeeds the father.

Root Word: Latin 'sub-' + 'cedere' (to go under/after).

Synonyms: suivre, remplacer"
"précéder","Translations:
EN: to precede / to go before
AR: سَبَقَ
UR: پہلے آنا / مقدم ہونا

Definition:
(EN) Verb meaning to happen or exist before something else in time or position.

Example: L'automne précède l'hiver.

Translation: Autumn precedes winter.

Root Word: Latin 'prae-' + 'cedere' (to go before).

Synonyms: devancer, anticiper"
"progresser","Translations:
EN: to progress / to advance / to improve
AR: تَقَدَّمَ / تَطَوَّرَ
UR: ترقی کرنا / آگے بڑھنا

Definition:
(EN) Verb expressing the act of moving forward toward a goal or becoming better at a skill.

Example: Progresser en français.

Translation: To progress in French.

Root Word: Latin 'progressus' (a going forward).

Synonyms: avancer, s'améliorer"
"rétrograder","Translations:
EN: to demote / to downshift / to go backward
AR: خَفَضَ الرُّتْبَة / تَرَاجَعَ
UR: تنزلی کرنا / پیچھے ہٹنا

Definition:
(EN) Verb meaning to give someone a lower rank or to move back to an earlier/worse state.

Example: Rétrograder en seconde vitesse.

Translation: To downshift into second gear.

Root Word: Latin 'retro-' + 'gradi' (to step backward).

Synonyms: dégrader, reculer"
"stationner","Translations:
EN: to park / to stand still / to be stationed
AR: تَوَقَّفَ / اِصْطَفَّ (سَيَّارَة)
UR: کھڑا کرنا (گاڑی) / قیام کرنا

Definition:
(EN) Verb specifically referring to leaving a vehicle in a particular place or remaining in one spot.

Example: Interdit de stationner.

Translation: No parking (Forbidden to park).

Root Word: Latin 'statio' (standing/station).

Synonyms: garer, s'arrêter"
"circuler","Translations:
EN: to circulate / to move around / to flow
AR: دَارَ / تَدَاوَلَ / تَحَرَّكَ
UR: گردش کرنا / چلنا پھرنا / رواں ہونا

Definition:
(EN) Verb meaning to move continuously through a closed system or area, or to move from place to place (like traffic or blood).

Example: Circulez, il n'y a rien à voir.

Translation: Move along, there's nothing to see.

Root Word: Latin 'circulare' (to form a circle).

Synonyms: se déplacer, couler, se propager"
"rouler","Translations:
EN: to roll / to drive / to travel / to trick (slang)
AR: تَدَحْرَجَ / قَادَ / خَدَعَ
UR: لڑھکنا / گاڑی چلانا / بیوقوف بنانا

Definition:
(EN) Verb meaning to move by turning over and over, to drive a vehicle, or to trick someone (se faire rouler).

Example: Rouler en voiture.

Translation: To drive (travel) by car.

Root Word: Latin 'rotulare' (from 'rota' - wheel).

Synonyms: conduire, circuler, duper"
"piloter","Translations:
EN: to pilot / to steer / to manage / to fly (plane)
AR: قَادَ / وَجَّهَ
UR: جہاز اڑانا / رہنمائی کرنا

Definition:
(EN) Verb meaning to operate the controls of an aircraft/ship or to manage a project/team.

Example: Piloter un projet.

Translation: To manage (pilot) a project.

Root Word: Italian 'piloto' (from Greek 'pedon' - oar).

Synonyms: conduire, diriger, guider"
"freiner","Translations:
EN: to brake / to slow down / to hamper
AR: فَرْمَلَ / أَبْطَأَ / عَرْقَلَ
UR: بریک لگانا / رفتار کم کرنا

Definition:
(EN) Verb meaning to reduce the speed of a vehicle or to hinder the progress of something.

Example: Freiner le développement.

Translation: To slow down (hamper) development.

Root Word: French 'frein' (brake, from Latin 'frenum' - bridle).

Synonyms: ralentir, stopper, entraver"
"accélérer","Translations:
EN: to accelerate / to speed up
AR: سَرَّعَ / عَجَّلَ
UR: رفتار بڑھانا / تیزی لانا

Definition:
(EN) Verb meaning to increase the speed of something or to make a process happen sooner.

Example: Accélérer la cadence.

Translation: To speed up the pace.

Root Word: Latin 'ad-' + 'celerare' (to hasten).

Synonyms: hâter, précipiter"
"heurter","Translations:
EN: to hit / to bump into / to collide with / to offend
AR: اِصْطَدَمَ بِـ / جَرَحَ مَشَاعِر
UR: ٹکرانا / صدمہ پہنچانا

Definition:
(EN) Verb meaning to come into contact with something with force or to offend someone's feelings/principles.

Example: Heurter un obstacle.

Translation: To hit (bump into) an obstacle.

Root Word: Germanic origin via Old French.

Synonyms: cogner, frapper, choquer"
"cogner","Translations:
EN: to knock / to bang / to hit / to thump
AR: ضَرَبَ / قَرَعَ
UR: مارنا / دستک دینا / ٹکر کھانا

Definition:
(EN) Verb meaning to strike something or someone, often repeatedly or accidentally.

Example: Se cogner la tête.

Translation: To bang (hit) one's head.

Root Word: Latin 'cuneare' (to wedge).

Synonyms: frapper, taper, heurter"
"taper","Translations:
EN: to tap / to type / to hit / to borrow (slang)
AR: طَرَقَ / كَتَبَ عَلَى الآلَة / ضَرَبَ
UR: مارنا / ٹائپ کرنا / ادھار لینا

Definition:
(EN) Verb meaning to strike a surface lightly, to type on a keyboard, or to hit someone.

Example: Taper à la porte.

Translation: To knock (tap) at the door.

Root Word: Onomatopoeic origin ('tap').

Synonyms: frapper, dactylographier, cogner"
"gifler","Translations:
EN: to slap / to smack
AR: صَفَعَ
UR: تھپڑ مارنا

Definition:
(EN) Verb expressing the act of hitting someone on the face with an open hand.

Example: Il l'a giflé.

Translation: He slapped him.

Root Word: Old French 'gifle' (cheek/slap).

Synonyms: souffleter, calotter"
"vaincre","Translations:
EN: to defeat / to vanquish / to overcome
AR: هَزَمَ / قَهَرَ / اِنْتَصَرَ عَلَى
UR: شکست دینا / فتح پانا / قابو پانا

Definition:
(EN) Verb meaning to win a victory over an opponent in a war, game, or to overcome a fear/difficulty.

Example: Vaincre ses peurs.

Translation: To overcome (vanquish) one's fears.

Root Word: Latin 'vincere'

Synonyms: battre, triompher de, subjuguer"
"triompher","Translations:
EN: to triumph / to prevail / to win a great victory
AR: اِنْتَصَرَ / سَادَ
UR: فتح حاصل کرنا / غالب آنا

Definition:
(EN) Verb expressing a glorious or significant victory or the act of prevailing over an obstacle.

Example: Le bien triomphe du mal.

Translation: Good triumphs over evil.

Root Word: Latin 'triumphare'

Synonyms: vaincre, l'emporter, réussir"
"échouer","Translations:
EN: to fail / to run aground (ship) / to end up
AR: فَشَلَ / جَنَحَ (سَفِينَة)
UR: ناکام ہونا / بیڑا غرق ہونا

Definition:
(EN) Verb meaning to be unsuccessful in a task or for a ship to get stuck in shallow water.

Example: Échouer à un examen.

Translation: To fail an exam.

Root Word: Latin 'ex-' + 'scopulus' (rock/cliff).

Synonyms: rater, capoter, s'ensabler"
"rater","Translations:
EN: to miss / to fail / to spoil / to misfire (gun)
AR: أَفْلَتَ / فَشَلَ / أَفْسَدَ
UR: چھوٹ جانا / ناکام ہونا / بگاڑنا

Definition:
(EN) Informal verb meaning to miss a train, to fail an exam, or to mess up a recipe.

Example: Rater le train.

Translation: To miss the train.

Root Word: French 'rate' (spleen - once thought to cause failure) or from 'rat'.

Synonyms: louper, échouer, manquer"
"parvenir","Translations:
EN: to reach / to manage / to succeed in reaching
AR: بَلَغَ / تَوَصَّلَ إِلَى / نَجَحَ فِي
UR: پہنچنا / کامیاب ہونا

Definition:
(EN) Verb meaning to arrive at a destination or to successfully do something difficult (parvenir à faire).

Example: Parvenir au sommet.

Translation: To reach the summit.

Root Word: Latin 'per-' + 'venire' (to come through).

Synonyms: arriver, réussir, atteindre"
"accéder","Translations:
EN: to access / to reach / to agree / to attain
AR: وَصَلَ إِلَى / دَخَلَ / وَافَقَ
UR: رسائی حاصل کرنا / پہنچنا / مان لینا

Definition:
(EN) Verb meaning to enter a place, to obtain a position, or to give consent to a request.

Example: Accéder au trône.

Translation: To accede (attain) the throne.

Root Word: Latin 'ad-' + 'cedere' (to go to).

Synonyms: atteindre, entrer, consentir"
"séjourner","Translations:
EN: to stay / to reside (temporarily) / to sojourn
AR: أَقَامَ لِفَتْرَة
UR: قیام کرنا / تھوڑی دیر ٹھہرنا

Definition:
(EN) Verb meaning to stay somewhere for a short time, usually during a trip or vacation.

Example: Séjourner à l'hôtel.

Translation: To stay at the hotel.

Root Word: Old French 'sejorn' (day's stay, from Latin 'diurnum').

Synonyms: loger, résider, s'arrêter"
"résider","Translations:
EN: to reside / to live / to dwell / to lie in
AR: أَقَامَ / قَطَنَ / كَمَنَ فِي
UR: رہائش رکھنا / سکونت اختیار کرنا

Definition:
(EN) Formal verb meaning to live in a particular place or for a quality to exist within something (résider dans).

Example: Résider à l'étranger.

Translation: To reside abroad.

Root Word: Latin 'residere' (to sit back/remain).

Synonyms: habiter, vivre, demeurer"
"loger","Translations:
EN: to lodge / to house / to stay / to fit
AR: سَكَنَ / أَوْيَى / أَنْزَلَ
UR: رہنا / ٹھہرنا / جگہ دینا

Definition:
(EN) Verb meaning to provide a room for someone or to stay in a place temporarily.

Example: Loger chez l'habitant.

Translation: To stay with a local (in their home).

Root Word: Old French 'loge' (arbor/hut).

Synonyms: habiter, héberger, séjourner"
"cohabiter","Translations:
EN: to cohabit / to live together
AR: تَعَايَشَ / سَكَنَ مَعًا
UR: ساتھ رہنا / مل کر رہنا

Definition:
(EN) Verb meaning to live together in the same house, often referring to unmarried couples or political parties sharing power.

Example: Cohabiter avec des amis.

Translation: To live together with friends.

Root Word: Latin 'co-' + 'habitare'.

Synonyms: vivre ensemble, s'entendre"
"déménager","Translations:
EN: to move out / to move house / to clear out
AR: اِنْتَقَلَ مِنْ بَيْتِهِ
UR: گھر بدلنا / سامان ہٹانا

Definition:
(EN) Verb expressing the act of moving one's furniture and belongings out of a home to go elsewhere.

Example: Nous déménageons demain.

Translation: We are moving (house) tomorrow.

Root Word: French 'dé-' + 'ménage' (household).

Synonyms: changer de maison, partir"
"emménager","Translations:
EN: to move in
AR: اِنْتَقَلَ لِلسَّكَنِ فِي بَيْتٍ جَدِيد
UR: نئے گھر میں منتقل ہونا

Definition:
(EN) Verb expressing the act of moving into a new home and setting up one's belongings.

Example: Emménager dans un appartement.

Translation: To move into an apartment.

Root Word: French 'en-' + 'ménage'.

Synonyms: s'installer, emménager"
"affréter","Translations:
EN: to charter / to freight / to hire (ship/plane)
AR: اِسْتَأْجَرَ سَفِينَة أَوْ طَائِرَة
UR: مال برداری کے لیے کرایہ پر لینا

Definition:
(EN) Verb meaning to hire a ship, aircraft, or vehicle for the transport of goods or passengers.

Example: Affréter un avion privé.

Translation: To charter a private plane.

Root Word: Old French 'fret' (cargo/freight).

Synonyms: louer, charger"
"concéder","Translations:
EN: to concede / to grant / to yield
AR: مَنَحَ / اِعْتَرَفَ / تَنَازَلَ
UR: تسلیم کرنا / مان لینا / عطا کرنا

Definition:
(EN) Verb meaning to admit that something is true or to grant a right/privilege to someone.

Example: Concéder un avantage.

Translation: To grant an advantage.

Root Word: Latin 'concedere' (to yield/withdraw).

Synonyms: accorder, admettre, céder"
"hériter","Translations:
EN: to inherit
AR: وَرِثَ
UR: وراثت پانا

Definition:
(EN) Verb meaning to receive money, property, or title from someone after their death, or to receive a genetic trait.

Example: Hériter d'une fortune.

Translation: To inherit a fortune.

Root Word: Latin 'hereditare'

Synonyms: recueillir, succéder"
"léguer","Translations:
EN: to bequeath / to leave in a will / to hand down
AR: أَوْصَى بِـ / وَرَّثَ
UR: وصیت کرنا / ترکے میں چھوڑنا

Definition:
(EN) Verb meaning to leave something to a person or organization in a will, or to pass on a legacy/tradition.

Example: Léguer ses biens.

Translation: To bequeath one's assets.

Root Word: Latin 'legare' (to send with a commission/bequeath).

Synonyms: transmettre, laisser"
"distribuer","Translations:
EN: to distribute / to hand out / to deal (cards)
AR: وَزَّعَ
UR: تقسیم کرنا / بانٹنا

Definition:
(EN) Verb meaning to give a share or a unit of something to a number of people.

Example: Distribuer des prospectus.

Translation: To hand out (distribute) flyers.

Root Word: Latin 'distribuere'

Synonyms: répartir, donner, dispenser"
"héberger","Translations:
EN: to host / to lodge / to shelter / to host (website)
AR: اِسْتَضَافَ / آوَى
UR: پناہ دینا / ٹھہرانا

Definition:
(EN) Verb meaning to provide temporary accommodation for someone or to store a website on a server.

Example: Héberger un ami.

Translation: To host (lodge) a friend.

Root Word: Old French 'herberge' (camp/shelter).

Synonyms: loger, accueillir, abriter"
"convier","Translations:
EN: to invite / to summon / to urge
AR: دَعَا / عَزَمَ
UR: دعوت دینا / بلانا

Definition:
(EN) A more formal and elegant verb than 'inviter', used for social invitations or prompting an action.

Example: Convier à un dîner.

Translation: To invite to a dinner.

Root Word: Latin 'convivare' (to banquet together).

Synonyms: inviter, appeler, inciter"
"fréquenter","Translations:
EN: to frequent / to hang out at / to associate with
AR: تَرَدَّدَ عَلَى / صَاحَبَ
UR: کثرت سے جانا / سنگت اختیار کرنا

Definition:
(EN) Verb meaning to visit a place often or to spend time regularly with someone.

Example: Fréquenter les musées.

Translation: To frequent museums.

Root Word: Latin 'frequentare'

Synonyms: aller souvent, côtoyer"
"explorer","Translations:
EN: to explore / to examine
AR: اِسْتَكْشَفَ / فَحَصَ
UR: چھان بین کرنا / دریافت کرنا

Definition:
(EN) Verb meaning to travel through an unfamiliar area to learn about it or to examine a subject in detail.

Example: Explorer une grotte.

Translation: To explore a cave.

Root Word: Latin 'explorare' (to search out).

Synonyms: découvrir, examiner, sonder"
"parcourir","Translations:
EN: to travel across / to roam / to skim (text)
AR: قَطَعَ / جَابَ / اِسْتَعْرَضَ
UR: طے کرنا / گھومنا / سرسری دیکھنا

Definition:
(EN) Verb meaning to travel through a space or to look through a document quickly.

Example: Parcourir le monde.

Translation: To travel across (roam) the world.

Root Word: Latin 'per-' + 'currere' (to run through).

Synonyms: traverser, explorer, survoler"
"naviguer","Translations:
EN: to navigate / to sail / to surf (the web)
AR: أَبْحَرَ / قَادَ / تصفح
UR: جہاز رانی کرنا / ویب سرفنگ کرنا

Definition:
(EN) Verb meaning to direct the course of a ship or aircraft, or to browse through information on the internet.

Example: Naviguer sur Internet.

Translation: To surf the internet.

Root Word: Latin 'navigare' (from 'navis' - ship).

Synonyms: voguer, piloter, surfer"
"ramer","Translations:
EN: to row / to struggle (informal)
AR: جَدَّفَ / عَانَى
UR: چپو چلانا / محنت کرنا (مشکل سے)

Definition:
(EN) Verb meaning to move a boat with oars or, informally, to work very hard with little progress.

Example: Ramer pour finir ce travail.

Translation: To struggle to finish this work.

Root Word: French 'rame' (oar, from Latin 'remus').

Synonyms: pagayer, galérer (slang)"
"nager","Translations:
EN: to swim / to be afloat / to be bathed in
AR: سَبَحَ
UR: تیرنا

Definition:
(EN) Verb expressing the act of moving through water by using limbs, or figuratively being overwhelmed by something (nager dans le bonheur).

Example: Nager dans la piscine.

Translation: To swim in the pool.

Root Word: Latin 'natare'

Synonyms: se baigner, flotter"
"plonger","Translations:
EN: to dive / to plunge / to immerse
AR: غَطَسَ / اِنْغَمَسَ
UR: غوطہ لگانا / ڈوبنا

Definition:
(EN) Verb meaning to jump into water headfirst or to push something deep into a liquid/situation.

Example: Plonger dans l'eau.

Translation: To dive into the water.

Root Word: Late Latin 'plumbicare' (to fall like lead).

Synonyms: s'immerger, enfoncer"
"flotter","Translations:
EN: to float / to flutter / to wave
AR: طَفَا / رَفْرَفَ
UR: تیرنا (سطح پر) / لہرانا

Definition:
(EN) Verb meaning to stay on the surface of a liquid or to move lightly in the air (like a flag).

Example: Le drapeau flotte.

Translation: The flag is fluttering (waving).

Root Word: Germanic origin via Old French.

Synonyms: surnager, voltiger"
"couler","Translations:
EN: to sink / to flow / to run / to leak
AR: غَرِقَ / سَالَ / جَرَى
UR: ڈوبنا / بہنا / رسنا

Definition:
(EN) Verb meaning to go down below the surface of water or for a liquid to move continuously.

Example: La rivière coule.

Translation: The river flows.

Root Word: Latin 'colare' (to strain/filter).

Synonyms: sombrer, s'écouler, fuir"
"glisser","Translations:
EN: to slide / to slip / to glide
AR: اِنْزَلَقَ
UR: پھسلنا / رینگنا

Definition:
(EN) Verb meaning to move smoothly over a surface or to lose one's balance on a slippery surface.

Example: Glisser sur la glace.

Translation: To slide (slip) on the ice.

Root Word: Germanic origin via Old French.

Synonyms: déraper, coulisser"
"chuter","Translations:
EN: to fall / to drop / to fail / to crash (data)
AR: سَقَطَ / هَبَطَ / اِنْهَارَ
UR: گرنا / کم ہونا / ناکام ہونا

Definition:
(EN) Verb often used for a sudden drop in numbers/prices or a physical fall, more formal/technical than 'tomber'.

Example: Les prix chutent.

Translation: The prices are dropping (falling).

Root Word: French 'chute' (from Latin 'cadere').

Synonyms: tomber, baisser, s'effondrer"
"bondir","Translations:
EN: to leap / to spring / to bounce
AR: قَفَزَ / وَثَبَ
UR: اچھلنا / چھلانگ لگانا

Definition:
(EN) Verb meaning to jump suddenly and with great energy, like a predator or a ball.

Example: Bondir sur sa proie.

Translation: To leap (spring) on its prey.

Root Word: Latin 'bombitare' (to make a humming sound/thump).

Synonyms: sauter, jaillir"
"galoper","Translations:
EN: to gallop / to run fast
AR: جَرَى بِسُرْعَة
UR: سرپٹ دوڑنا

Definition:
(EN) Verb describing the fastest pace of a horse or a person running very quickly and rhythmically.

Example: Galoper à travers champs.

Translation: To gallop across fields.

Root Word: Germanic origin ('wala hlaupan' - to run well).

Synonyms: courir, foncer"
"trotter","Translations:
EN: to trot / to run along
AR: هَرْوَلَ
UR: دلکی چلنا

Definition:
(EN) Verb describing a pace between walking and running, or a person busy moving around.

Example: Trotter dans la maison.

Translation: To trot (run along) in the house.

Root Word: Germanic origin via Old French.

Synonyms: courir, sautiller"
"grimper","Translations:
EN: to climb / to scramble up
AR: تَسَلَّقَ
UR: چڑھنا

Definition:
(EN) Verb meaning to move upward using hands and feet or for prices to rise quickly.

Example: Grimper à un arbre.

Translation: To climb a tree.

Root Word: Germanic origin via Old French ('krimpan' - to shrivel/grip).

Synonyms: monter, escalader"
"escalader","Translations:
EN: to scale / to climb up / to surmount
AR: تَسَلَّقَ (جِدَارًا أَوْ جَبَلاً)
UR: دیوار پھلانگنا / پہاڑ پر چڑھنا

Definition:
(EN) Verb specifically referring to climbing a steep surface like a wall or mountain, often with effort/tools.

Example: Escalader une falaise.

Translation: To scale a cliff.

Root Word: Italian 'scalata' (from Latin 'scala' - ladder).

Synonyms: grimper, franchir"
"dévaler","Translations:
EN: to hurtle down / to run down / to descend quickly
AR: هَبَطَ بِسُرْعَة
UR: تیزی سے نیچے اترنا

Definition:
(EN) Verb expressing a fast and sometimes uncontrolled movement down a slope or stairs.

Example: Dévaler les escaliers.

Translation: To hurtle (run) down the stairs.

Root Word: French 'dé-' + 'val' (valley, from Latin 'vallis').

Synonyms: descendre, dégringoler"
"s'enfoncer","Translations:
EN: to sink in / to push in / to plunge
AR: غَرِقَ / اِنْغَمَسَ / تَعَمَّقَ
UR: دھنس جانا / گہرائی میں جانا

Definition:
(EN) Pronominal verb expressing the act of going deep into a soft substance (like mud) or becoming more involved in a situation.

Example: S'enfoncer dans la boue.

Translation: To sink into the mud.

Root Word: French 'en-' + 'fond' (bottom, from Latin 'fundus').

Synonyms: plonger, pénétrer, s'enliser"
"creuser","Translations:
EN: to dig / to hollow out / to deepen
AR: حَفَرَ / عَمَّقَ
UR: کھودنا / گہرا کرنا

Definition:
(EN) Verb meaning to make a hole in the ground or to investigate a subject more deeply.

Example: Creuser un trou.

Translation: To dig a hole.

Root Word: Latin 'corrosus' (gnawed/corroded) or from 'creux' (hollow).

Synonyms: fouiller, approfondir"
"percer","Translations:
EN: to pierce / to drill / to break through / to puncture
AR: ثَقَبَ / اِخْتَرَقَ
UR: سوراخ کرنا / چیرنا

Definition:
(EN) Verb meaning to make a small hole with a sharp tool or to succeed in making one's way through an obstacle.

Example: Percer un mur.

Translation: To drill (pierce) a wall.

Root Word: Latin 'pertundere' (to beat through/bore).

Synonyms: trouer, perforer, forer"
"briller","Translations:
EN: to shine / to sparkle / to excel
AR: لَمَعَ / تَأَلَّقَ
UR: چمکنا / نمایاں ہونا

Definition:
(EN) Verb meaning to emit or reflect light, or to be exceptionally good at something.

Example: Le soleil brille.

Translation: The sun shines.

Root Word: Latin 'beryllus' (beryl/gemstone).

Synonyms: luire, étinceler, exceller"
"éclairer","Translations:
EN: to light up / to illuminate / to enlighten
AR: أَضَاءَ / نَوَّرَ / أَوْضَحَ
UR: روشنی کرنا / واضح کرنا

Definition:
(EN) Verb meaning to provide light for a space or to help someone understand a complex issue.

Example: Éclairer une pièce.

Translation: To light up a room.

Root Word: Latin 'ex-' + 'clarare' (to make clear).

Synonyms: illuminer, expliquer"
"brûler","Translations:
EN: to burn / to scorch / to sting
AR: أَحْرَقَ / لَسَعَ
UR: جلانا / جلنا / ڈنک مارنا

Definition:
(EN) Verb meaning to be on fire, to use heat to cook/damage, or for a sensation to feel hot/stinging.

Example: Ne pas brûler les étapes.

Translation: Not to skip (burn) steps.

Root Word: Latin 'per-urere' (to burn up) or Germanic origin.

Synonyms: incendier, consumer, piquer"
"chauffer","Translations:
EN: to heat / to warm up
AR: سَخَّنَ / دَفَّأَ
UR: گرم کرنا

Definition:
(EN) Verb meaning to increase the temperature of something or to prepare for physical activity.

Example: Chauffer le repas.

Translation: To heat the meal.

Root Word: Latin 'calefacere'

Synonyms: réchauffer, animer"
"bouillir","Translations:
EN: to boil / to seethe (with anger)
AR: غَلَى
UR: ابلنا / غصے میں آنا

Definition:
(EN) Verb expressing the state of a liquid reaching its boiling point or a person being very angry.

Example: Faire bouillir de l'eau.

Translation: To boil water.

Root Word: Latin 'bullire' (to bubble).

Synonyms: frémir, bouillonner"
"geler","Translations:
EN: to freeze / to be ice-cold / to block (prices/funds)
AR: جَمَّدَ / اِنْتَفَضَ مِنَ البَرْد
UR: جم جانا / منجمد کرنا

Definition:
(EN) Verb meaning to turn into ice, to feel extremely cold, or to stop an economic process.

Example: Il gèle dehors.

Translation: It is freezing outside.

Root Word: Latin 'gelare'

Synonyms: congeler, glacer, bloquer"
"fondre","Translations:
EN: to melt / to dissolve / to pounce
AR: ذَابَ / اِنْصَهَرَ / اِنْقَضَّ
UR: پگھلنا / گھل جانا / جھپٹنا

Definition:
(EN) Verb meaning to turn from solid to liquid due to heat, or to decrease in size, or to move suddenly toward a target.

Example: La neige fond.

Translation: The snow is melting.

Root Word: Latin 'fundere' (to pour/melt).

Synonyms: liquéfier, dissoudre, foncer"
"ruisseler","Translations:
EN: to stream / to drip / to trickle
AR: سَالَ / تَدَفَّقَ
UR: بہنا / قطرہ قطرہ گرنا

Definition:
(EN) Verb describing a liquid flowing in small streams or dripping heavily (like sweat or rain on a window).

Example: La sueur ruisselle.

Translation: Sweat is streaming (dripping).

Root Word: French 'ruisseau' (brook, from Latin 'rivus').

Synonyms: couler, dégouliner"
"arroser","Translations:
EN: to water / to spray / to celebrate (with a drink)
AR: سَقَى / رَشَّ
UR: پانی دینا / چھڑکاؤ کرنا

Definition:
(EN) Verb meaning to give water to plants or to celebrate an event by having a drink (arroser un succès).

Example: Arroser les fleurs.

Translation: To water the flowers.

Root Word: Latin 'ad-' + 'ros' (dew).

Synonyms: irriguer, asperger"
"tremper","Translations:
EN: to soak / to dip / to drench / to temper (metal)
AR: نَقَعَ / غَمَسَ
UR: بھگو بھگو کر / ڈبونا

Definition:
(EN) Verb meaning to put something in a liquid for a short time or to be completely wet.

Example: Tremper son biscuit.

Translation: To dip one's biscuit.

Root Word: Latin 'temperare' (to mix/temper).

Synonyms: imbiber, mouiller, plonger"
"sécher","Translations:
EN: to dry / to dry out / to skip (class)
AR: جَفَّفَ / تَهَرَّبَ مِنَ الحِصَّة
UR: خشک کرنا / کلاس چھوڑنا

Definition:
(EN) Verb meaning to remove moisture or, informally, to fail to attend a class.

Example: Sécher ses larmes.

Translation: To dry one's tears.

Root Word: Latin 'siccare'

Synonyms: essuyer, déshydrater"
"mouiller","Translations:
EN: to wet / to dampen / to anchor (ship)
AR: بَلَّلَ / أَرْسَى (سَفِينَة)
UR: گیلا کرنا / لنگر ڈالنا

Definition:
(EN) Verb meaning to make something wet with a liquid or to drop an anchor.

Example: Mouiller sa chemise.

Translation: To wet one's shirt (to work hard).

Root Word: Latin 'molliare' (to soften).

Synonyms: humidifier, tremper, ancrer"
"gonfler","Translations:
EN: to inflate / to swell / to blow up / to annoy (slang)
AR: نَفَخَ / وَرِمَ
UR: پھلانا / سوجنا

Definition:
(EN) Verb meaning to fill with air or for a part of the body to become larger due to injury/illness. Slang: to annoy someone.

Example: Gonfler un ballon.

Translation: To inflate (blow up) a balloon.

Root Word: Latin 'conflare' (to blow together).

Synonyms: enfler, dilater, agacer (slang)"
"dégonfler","Translations:
EN: to deflate / to go down / to lose nerve
AR: أَفْرَغَ الهَوَاء / هَبَطَ التَّوَرُّم
UR: ہوا نکالنا / پچکنا / ہمت ہارنا

Definition:
(EN) Verb meaning to let air out of something or for a swelling to decrease. Figuratively: to lose courage.

Example: Le pneu s'est dégonflé.

Translation: The tire deflated (went flat).

Root Word: French 'dé-' + 'gonfler'.

Synonyms: aplatir, se vider"
"éclater","Translations:
EN: to burst / to explode / to shatter / to break out
AR: اِنْفَجَرَ / تَحَطَّمَ / اِنْدَلَعَ
UR: پھٹنا / چکنا چور ہونا / شروع ہونا

Definition:
(EN) Verb meaning to break into pieces violently, to make a loud noise, or for a conflict to start suddenly.

Example: Éclater de rire.

Translation: To burst out laughing.

Root Word: Germanic origin via Old French ('esclater').

Synonyms: exploser, se briser, jaillir"
"exploser","Translations:
EN: to explode / to blast / to skyrocket
AR: اِنْفَجَرَ
UR: دھماکہ ہونا / تیزی سے بڑھنا

Definition:
(EN) Verb meaning to burst with great violence due to internal pressure, or for numbers/prices to increase extremely fast.

Example: La bombe a explosé.

Translation: The bomb exploded.

Root Word: Latin 'explodere' (to drive off the stage by clapping).

Synonyms: éclater, détonner, flamber"
"imploser","Translations:
EN: to implode
AR: اِنْفَجَرَ لِلدَّاخِل
UR: اندرونی طور پر پھٹنا

Definition:
(EN) Verb meaning to collapse violently inward, often due to external pressure or internal structural failure.

Example: La structure a implosé.

Translation: The structure imploded.

Root Word: Latin 'in-' + 'plodere' (variant of 'plaudere' - to clap).

Synonyms: s'effondrer sur soi-même"
"vibrer","Translations:
EN: to vibrate / to quiver / to be thrilled
AR: اِهْتَزَّ / ذَبْذَبَ / تَحَمَّسَ
UR: تھرتھرانا / لرزنا / پرجوش ہونا

Definition:
(EN) Verb describing a fast, repeated movement or the state of being deeply moved by an emotion/music.

Example: Mon téléphone vibre.

Translation: My phone is vibrating.

Root Word: Latin 'vibrare'

Synonyms: osciller, frémir, résonner"
"trembler","Translations:
EN: to tremble / to shake / to shudder
AR: اِرْتَجَفَ / اِهْتَزَّ
UR: کانپنا / لرزنا

Definition:
(EN) Verb expressing an involuntary movement of the body due to fear, cold, or weakness, or the shaking of the earth.

Example: Trembler de peur.

Translation: To tremble with fear.

Root Word: Latin 'tremulare'

Synonyms: frissonner, vaciller"
