rank,target,english,level,ipa_candidate,learner_hint_candidate,source_sha256
332,اشرب معي شيئا,Have a drink with me.,B,ˈaʃrb mˈaʕj ʃˈiːʔaː,ashrb ma‘y shayayʔa,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
333,ساعدني. لا أعرف السّباحة.,Help me. I can't swim.,B,saːʕdnˌiː. lˈaː ʔˈaʕraf ʔasssbˈaːħt.,sa‘dnayay. la ʔa‘raf ʔasssbaht.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
334,أقدر كل ما فعلته.,I appreciate all you did.,B,ʔˈaqdar kˈull mˈaː fʕlth.,ʔaqdar kohohll ma f‘lth.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
335,أستطيع فعل كل شيء بنفسي.,I can do everything myself.,B,ʔstt̪ˈi.ːʕ fˈiʕl kˈull ʃˈajʔ bnfsiː.,ʔstt̪ayay.‘ fayay‘l kohohll shayʔ bnfsayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
336,لا أستطيع العودة للمنزل.,I can't go back home.,B,lˈaː ʔstt̪ˈi.ːʕ ʔalʕˈawda llmnzl.,la ʔstt̪ayay.‘ ʔal‘awda llmnzl.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
337,لا أستطيع أن أشكركَ كفاية.,I can't thank you enough.,B,lˈaː ʔstt̪ˈi.ːʕ ʔn ʔʃkrkˈa kˈifaːjˌa.,la ʔstt̪ayay.‘ ʔn ʔshkrka kayayfaya.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
338,لا أستطيع الانتظار إلى الغد.,I can't wait till tomorrow.,B,lˈaː ʔstt̪ˈi.ːʕ alˈintiðˌaːr ʔˈilaː ʔalɣˈad.,la ʔstt̪ayay.‘ alayayntayaydhar ʔayayla ʔalghad.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
339,ليس لديّ عذر.,I don't have an excuse.,B,lˈajsa ldiː ʕˈuðr.,laysa ldayay ‘ohohdhr.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
340,لم أعد أحبك.,I don't like you anymore.,B,lˈam ʔˈaʕadː ʔˈaħabːkˌa.,lam ʔa‘ad ʔahabka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
341,أعدك بذلك,I give you my word.,B,ʔˈaʕadːkˌa bˈaðalkˌa,ʔa‘adka badhalka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
342,لدي كل ألبوماتك.,I have all your albums.,B,ldiː kˈull ʔlbˈuːmaːtkˌa.,ldayay kohohll ʔlbohohmatka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
343,بقي عندي بعض الوقت.,I have some time left.,B,bˈaqiː ʕndˈiː bˈaʕdˤ ʔalwˈaqt.,baqayay ‘ndayay ba‘dˤ ʔalwaqt.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
344,أنا أعلم أنه مشغول.,I know he is busy.,B,ˈana ʔˈaʕlam ʔnh mˈaʃɣuːl.,ana ʔa‘lam ʔnh mashghohohl.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
345,أنا أعرف كيفية النجاة.,I know how to survive.,B,ˈana ʔˈaʕraf kˈajfiːjˌa ʔannˈadʒaːh.,ana ʔa‘raf kayfayayya ʔannayah.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
346,أنا معجب بك كثيرًا.,I like you very much.,B,ˈana mˈuʕdʒab bˈak kaθˈiːran.,ana mohoh‘yab bak kathayayran.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
347,أنا لم أعد أعيش هنا.,I no longer live here.,B,ˈana lˈam ʔˈaʕadː ʔʕˈiːʃ hˈunaː.,ana lam ʔa‘ad ʔ‘ayaysh hohohna.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
348,أنا حقا لا أستطيع مساعدتك.,I really can't help you.,B,ˈana ħqˈaː lˈaː ʔstt̪ˈi.ːʕ msˈaːʕdtka.,ana hqa la ʔstt̪ayay.‘ msa‘dtka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
349,أخبرك الحقيقة.,I tell you the truth.,B,ʔˈaχbarkˌa ʔalħˈaqiːqˌa.,ʔakhbarka ʔalhaqayayqa.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
350,أفكّر بشكل مختلف عنك.,I think differently from you.,B,ʔfkːr bʃkl mˈuxtalˌif ʕˈanka.,ʔfkr bshkl mohohkhtalayayf ‘anka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
351,أنا أعتقد أنه غاضب.,I think he is angry.,B,ˈana ʔʕtqd ʔnh ɣˈaːdˤib.,ana ʔ‘tqd ʔnh ghadˤayayb.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
352,أظنّ أن هذا ما حدث.,I think that's what happened.,B,ʔðnn ʔn hˈaːðaː mˈaː ħˈadaθ.,ʔdhnn ʔn hadha ma hadath.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
353,أظن أنهم قد رأوني,I think they saw me.,B,ʔðn ʔnhˈum qˈad rʔˈuːniː,ʔdhn ʔnhohohm qad rʔohohnayay,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
354,أريد أن أكون هنا,I want to be here.,B,ʔrˈiːd ʔn ʔkaˈuːna hˈunaː,ʔrayayd ʔn ʔkaohohna hohohna,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
355,أريد أن آتي أيضاً,"I want to come, too.",B,ʔrˈiːd ʔn ʔˈaːtiː ʔˈiːdˤa.ː,ʔrayayd ʔn ʔatayay ʔayaydˤa.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
356,أريد أن أتعلم كيف.,I want to learn how.,B,ʔrˈiːd ʔn ʔtʕlm kˈajfa.,ʔrayayd ʔn ʔt‘lm kayfa.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
357,أريد العيش هنا.,I want to live here.,B,ʔrˈiːd ʔalʕˈajʃ hˈunaː.,ʔrayayd ʔal‘aysh hohohna.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
358,أُريد أن أتزوجكِ.,I want to marry you.,B,ʔˈuriːd ʔn ʔtzˈuːdʒki.,ʔohohrayayd ʔn ʔtzohohykayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
359,سوف أكون سعيدًا بمساعدتك.,I will gladly help you.,B,sˈawfa ʔkaˈuːna sˈaʕiːdˌan bmsaːʕdtkˌa.,sawfa ʔkaohohna sa‘ayaydan bmsa‘dtka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
360,إنه تمامًا ما نحتاج إليه.,It's just what we need.,B,ʔˈinh tˈamaːmˌan mˈaː nħtˈaːdʒ ʔlˈiːh.,ʔayaynh tamaman ma nhtay ʔlayayh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
361,الحب هو كل ما تحتاجه .,Love is all you need.,B,ʔalħˈubː hˈuwa kˈull mˈaː tħtˈaːdʒh .,ʔalhohohb hohohwa kohohll ma thtayh .,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
362,نعرف الآن ما حدث.,Now we know what happened.,B,nʕrf alʔˈaːn mˈaː ħˈadaθ.,n‘rf alʔan ma hadath.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
363,أرِنِي جواز سفرك، لو سمحت.,"Show me your passport, please.",B,ʔrˈiniː dʒˈawaːz sˈafarkˌa lˈaw smħt.,ʔrayaynayay yawaz safarka law smht.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
364,أخبرني عن طفولتك.,Tell me about your childhood.,B,ʔχbrnˈiː ʕˈan t̪fˈuːltka.,ʔkhbrnayay ‘an t̪fohohltka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
365,أخبرني بما تفكر فيه.,Tell me what you're thinking.,B,ʔχbrnˈiː bmaː tˈafakːˌur fˈiːh.,ʔkhbrnayay bma tafakohohr fayayh.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
366,أشكرك على نصيحتك.,Thank you for your advice.,B,ʔʃkrkˈa ʕˈalaː ns̪ˈi.ːħtka.,ʔshkrka ‘ala ns̪ayay.htka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
367,شكرًا لك على اهتمامك.,Thank you for your interest.,B,ʃˈukran lkˈa ʕˈalaː ihtˈimaːmkˌa.,shohohkran lka ‘ala ayayhtayaymamka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
368,شكراً لكَ على لطفك.,Thank you for your kindness.,B,ʃkrˈaː lka ʕˈalaː lˈut̪fka.,shkra lka ‘ala lohoht̪fka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
369,لهذا السبب جئت إلى هنا.,That's why I came here.,B,lhðaː ʔassˈabab dʒʔt ʔˈilaː hˈunaː.,lhdha ʔassabab yʔt ʔayayla hohohna.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
370,هؤلاء كل من لدي.,These are all I have.,B,haːʔˈulaːʔˌi kˈull mˈin ldiː.,haʔohohlaʔayay kohohll mayayn ldayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
371,هذا كل ما لدي,This is all I have.,B,hˈaːðaː kˈull mˈaː ldiː,hadha kohohll ma ldayay,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
372,هذا ما وجدناه.,This is what we found.,B,hˈaːðaː mˈaː wdʒdnaːh.,hadha ma wydnah.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
373,انظر كيف أقوم بذلك,Watch how I do it.,B,ˈanðr kˈajfa ʔˈaqwam bˈaðalkˌa,andhr kayfa ʔaqwam badhalka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
374,يمكننا الاختباء هنا.,We can hide in here.,B,jmknnˈaː alˈiχtibˌaːʔ hˈunaː.,ymknna alayaykhtayaybaʔ hohohna.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
375,ما فعلته أنا كان خاطئاً.,What I did was wrong.,B,mˈaː fʕlth ˈana kˈaːn χˈaːt̪ʔaː.,ma f‘lth ana kan khat̪ʔa.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
376,ما فعلته أنتَ كان خاطئاً.,What you did was wrong.,B,mˈaː fʕlth ʔntˈa kˈaːn χˈaːt̪ʔaː.,ma f‘lth ʔnta kan khat̪ʔa.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
377,نعم، على الأرجح أنها سوف تأتي إلى المنزل.,"Yes, she'll probably come home.",B,nˈaʕam ʕˈalaː ʔalʔˈardʒaħ ʔnhˈaː sˈawfa tʔtˈiː ʔˈilaː ʔalmˈanzil.,na‘am ‘ala ʔalʔaryah ʔnha sawfa tʔtayay ʔayayla ʔalmanzayayl.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
378,أنت دائما تقول لي ذلك.,You always tell me that.,B,ʔˈanta dˈaːʔmaː tˈaqawwˌul lˈajj ðˈaːlikˌa.,ʔanta daʔma taqawwohohl layy dhalayayka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
379,أنت تقف في طريقي.,You are in my way.,B,ʔˈanta tqf fˈiː t̪arˈiːqi.,ʔanta tqf fayay t̪arayayqayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
380,أنتِ يمكنكِ أن تأتي معنا.,You can come with us.,B,ʔntˈi jmknkˈi ʔn tʔtˈiː mʕnˈaː.,ʔntayay ymknkayay ʔn tʔtayay m‘na.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
381,يمكنك أن تفتح عينيك الآن.,You can open your eyes now.,B,jmkˈunnakˌa ʔn tˈafatːˌaħ ʕˈajniːjkˌa alʔˈaːn.,ymkohohnnaka ʔn tafatah ‘aynayayyka alʔan.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
382,لقد وصلت إلى وجهتك.,You have reached your destination.,B,lqd ws̪lt ʔˈilaː wdʒhtka.,lqd ws̪lt ʔayayla wyhtka.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
383,عليك العودة.,You have to come back.,B,ʕˈaliːjkˌa ʔalʕˈawda.,‘alayayyka ʔal‘awda.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
384,عليك أن تسامحني.,You have to forgive me.,B,ʕˈaliːjkˌa ʔn tsˈaːmħniː.,‘alayayyka ʔn tsamhnayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
385,أنت تشبه والدك.,You look like your father.,B,ʔˈanta tˈaʃabːˌuh waddˈakː.,ʔanta tashabohohh waddak.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
386,كلامك يذكرني بزوجتي.,What you say reminds me of my wife.,B,kˈalaːmkˌa jðkrnˈiː bzuːdʒtˌiː.,kalamka ydhkrnayay bzohohytayay.,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
387,أأشتري لك شرابا آخر؟,Can I buy you another drink?,B,ʔʔʃtrˈiː lkˈa ʃrˈaːbaː ʔˈaːxar,ʔʔshtrayay lka shraba ʔakhar,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
388,هلّا أعطيتني اسمك الكامل؟,Can I have your full name?,B,hllˈaː ʔʕt̪ˈi.ːtniː ˈismka ʔalkˈaːmil,hlla ʔ‘t̪ayay.tnayay ayaysmka ʔalkamayayl,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
389,هل يمكننا تحمّل تكلفة الأكل هنا؟,Can we afford to eat here?,B,hˈal jmknnˈaː tħmml tˈaklifˌa ʔalʔˈakal hˈunaː,hal ymknna thmml taklayayfa ʔalʔakal hohohna,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
390,هلا طلبت لي سيارة أجرة؟,Can you call me a taxi?,B,hlˈaː t̪lbt lˈajj sajjˈaːra. ʔˈudʒra,hla t̪lbt layy sayyara. ʔohohyra,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
391,أيمكنك أن تحزر ما لديّ؟,Can you guess what I have?,B,ʔiːmkˈunnakˌa ʔn tħzr mˈaː ldiː,ʔayaymkohohnnaka ʔn thzr ma ldayay,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
392,هل لك أن تسدي إلي معروفاً؟,Could you do me a favor?,B,hˈal lkˈa ʔn tsdˈiː ʔlˈiː mʕrˈuːfaː,hal lka ʔn tsdayay ʔlayay m‘rohohfa,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
393,أذهبت إلى المدرسة اليوم؟,Did you go to school today?,B,ʔðhbt ʔˈilaː ʔalmˈadrasˌa ʔaljˈawm,ʔdhhbt ʔayayla ʔalmadrasa ʔalyawm,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
394,هل تعلم أن سمك الشبوط يأكل الشراغف؟,Did you know carp eat tadpoles?,B,hˈal tˈaʕallˌam ʔn sˈamak ʔaʃʃˈabːuːt̪ jʔkl ʔaʃʃrˈaːɣf,hal ta‘allam ʔn samak ʔashshabohoht̪ yʔkl ʔashshraghf,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
395,أتعتقد أن هناك أشباح؟,Do you believe there are ghosts?,B,ʔtʕtqd ʔn hunˈaːka ʔʃbˈaːħ,ʔt‘tqd ʔn hohohnaka ʔshbah,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
396,هل تأتي إلى هنا كل يوم؟,Do you come here every day?,B,hˈal tʔtˈiː ʔˈilaː hˈunaː kˈull jˈawm,hal tʔtayay ʔayayla hohohna kohohll yawm,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
397,هل عندك ما تريد قوله؟,Do you have anything to say?,B,hˈal ʕˈindka mˈaː trˈiːd qˈawlh,hal ‘ayayndka ma trayayd qawlh,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
398,هل رخصة قيادتك معك؟,Do you have your driver's license?,B,hˈal rˈuχs̪a qˈiaːdtkˌa mˈaʕak,hal rohohkhs̪a qayayadtka ma‘ak,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
399,هل تنوي القدوم غدًا؟,Do you intend to come tomorrow?,B,hˈal tnˈuːi ʔalqˈaduːm ɣˈadan,hal tnohohayay ʔalqadohohm ghadan,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
400,هل فهمت ما أقصده؟,Did you understand what I mean?,B,hˈal fhmt mˈaː ʔˈaqs̪adh,hal fhmt ma ʔaqs̪adh,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
401,هل تعلم من أنا ؟,Do you know who I am?,B,hˈal tˈaʕallˌam mˈin ˈana,hal ta‘allam mayayn ana,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
402,هل تعرف من يكون؟,Do you know who he is?,B,hˈal tˈaʕarrˌuf mˈin jˈakuːn,hal ta‘arrohohf mayayn yakohohn,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
403,هل تعرف من هي؟,Do you know who she is?,B,hˈal tˈaʕarrˌuf mˈin hˈija,hal ta‘arrohohf mayayn hayayya,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
404,هل تمانع إذا ذهبت؟,Do you mind if I go?,B,hˈal tmˈaːnʕ ʔˈiðaː ðhbt,hal tman‘ ʔayaydha dhhbt,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
405,هل تظن أن السمك يسمع؟,Do you think fish can hear?,B,hˈal tðn ʔn ʔassˈamak jsmʕ,hal tdhn ʔn ʔassamak ysm‘,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
406,هل تريدني أن آتي؟,Do you want me to come?,B,hˈal trˈiːdniː ʔn ʔˈaːtiː,hal trayaydnayay ʔn ʔatayay,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
407,أتريد عنواني الإلكتروني؟,Do you want my email address?,B,ʔtrˈiːd ʕnˈuːaːnˌiː ʔalʔilˈiktruːnˌiːj,ʔtrayayd ‘nohohanayay ʔalʔayaylayayktrohohnayayy,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
408,هل يعلم ما فعلت؟,Does he know what you did?,B,hˈal jʕlm mˈaː fʕlt,hal y‘lm ma f‘lt,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
409,ألا تريد أن تعرف لماذا؟,Don't you want to know why?,B,ʔˈalaː trˈiːd ʔn tˈaʕarrˌuf lˈimaːðˌaː,ʔala trayayd ʔn ta‘arrohohf layaymadha,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
410,عفوا، كم الساعة؟,"Excuse me, what time is it?",B,ʕˈaffuː kiːlˈuː mitˌar ʔassˈaːʕa,‘affohoh kayaylohoh mayaytar ʔassa‘a,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
411,المعذرة، من هذه المرأة؟,"Excuse me, who is this woman?",B,ʔalmˈaʕðirˌa mˈin hˈaːðihˌi ʔalmˈarʔa,ʔalma‘dhayayra mayayn hadhayayhayay ʔalmarʔa,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
412,كيف يمكن ألا تقول شيئًا؟,How could you not say something?,B,kˈajfa jmkˈunna ʔˈalaː tˈaqawwˌul ʃˈiːʔan,kayfa ymkohohnna ʔala taqawwohohl shayayʔan,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
413,منذ متى وأنت هنا؟,How long have you been here?,B,mˈunðu mˈataː wʔnt hˈunaː,mohohndhohoh mata wʔnt hohohna,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
414,كم نسخة تحتاج؟,How many copies do you need?,B,kiːlˈuː mitˌar nˈusχa tħtˈaːdʒ,kayaylohoh mayaytar nohohskha thtay,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
415,كم عدد حبات الدونات التي تريد؟,How many donuts do you want?,B,kiːlˈuː mitˌar ʕˈadad ħbˈaːt ʔaddˈuːnaːt ʔˈallatˌiː trˈiːd,kayaylohoh mayaytar ‘adad hbat ʔaddohohnat ʔallatayay trayayd,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
416,كم طفلًا لديك؟,How many kids do you have?,B,kiːlˈuː mitˌar t̪ˈiflan ldiːkˌa,kayaylohoh mayaytar t̪ayayflan ldayayka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
417,كم قلماً عندك؟,How many pens do you have?,B,kiːlˈuː mitˌar qlmˈaː ʕˈindka,kayaylohoh mayaytar qlma ‘ayayndka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
418,كم من المال لديك؟,How much money do you have?,B,kiːlˈuː mitˌar mˈin ʔalmˈaːl ldiːkˌa,kayaylohoh mayaytar mayayn ʔalmal ldayayka,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
419,كم مرة تسافر إلى الخارج عادةً؟,How often do you go abroad?,B,kiːlˈuː mitˌar mˈarra. tsˈaːfr ʔˈilaː ʔalxˈaːridʒ ʕˈaːdtan,kayaylohoh mayaytar marra. tsafr ʔayayla ʔalkharayayy ‘adtan,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
420,ماذا ستفعل؟,What are you going to do?,B,mˈaːðaː stfʕl,madha stf‘l,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
421,ما الذي نسيتُ قوله؟,What did I forget to say?,B,mˈaː ʔˈallaðˌiː nsˈiːtu qˈawlh,ma ʔalladhayay nsayaytohoh qawlh,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
422,ماذا أخبرك الطبيب؟,What did the doctor tell you?,B,mˈaːðaː ʔˈaχbarkˌa ʔat̪ˈabiːb,madha ʔakhbarka ʔat̪abayayb,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
423,ما سبب مجيئك إلى هنا؟,What did you come here for?,B,mˈaː sˈabab mdʒˈiːʔka ʔˈilaː hˈunaː,ma sabab myayayʔka ʔayayla hohohna,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
424,ماذا فعلت في الإجازة الماضية؟,What did you do last vacation?,B,mˈaːðaː fʕlt fˈiː ʔalʔˈidʒaːzˌa ʔalmaːdˤˈijjah,madha f‘lt fayay ʔalʔayayyaza ʔalmadˤayayyyah,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
425,ماذا فعلت هذا الصباح؟,What did you do this morning?,B,mˈaːðaː fʕlt hˈaːðaː ʔas̪s̪ˈabaːħ,madha f‘lt hadha ʔas̪s̪abah,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
426,ماذا فعلت ليلة الأمس؟,What did you do last night?,B,mˈaːðaː fʕlt lˈajla ʔalʔˈams,madha f‘lt layla ʔalʔams,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
427,ماذا قلت لي؟,What did you say to me?,B,mˈaːðaː qlt lˈajj,madha qlt layy,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
428,ما الذي أردت فعله؟,What did you want to do?,B,mˈaː ʔˈallaðˌiː ʔrdt fˈiʕlh,ma ʔalladhayay ʔrdt fayay‘lh,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
429,ماذا تُسَمّى هذه الوردة؟,What do you call this flower?,B,mˈaːðaː tˈusammˌa hˈaːðihˌi ʔalwrdt,madha tohohsamma hadhayayhayay ʔalwrdt,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
430,ما الذي يعجبك بشأنها؟,What do you like about her?,B,mˈaː ʔˈallaðˌiː jʕdʒbkˈa bʃʔnhaː,ma ʔalladhayay y‘ybka bshʔnha,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
431,ما الذي يعجبك بشأني؟,What do you like about me?,B,mˈaː ʔˈallaðˌiː jʕdʒbkˈa bʃʔniː,ma ʔalladhayay y‘ybka bshʔnayay,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
432,ماذا تحب أن تأكل؟,What do you like to eat?,B,mˈaːðaː tħb ʔn tˈaʔakːˌul,madha thb ʔn taʔakohohl,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
433,ماذا تنصحني أن أفعل؟,What do you suggest I do?,B,mˈaːðaː tns̪ħnˈiː ʔn ʔˈafʕal,madha tns̪hnayay ʔn ʔaf‘al,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
434,ماذا تقترح أن نفعل؟,What do you suggest we do?,B,mˈaːðaː tqtrħ ʔn nfʕl,madha tqtrh ʔn nf‘l,8ddcd75ddf20aeebd5062dcd0a3fc3b888a9f6f26f708753015e7f095c88ad72
