rank,target,english,level,ipa_candidate,learner_hint_candidate,source_sha256
280,Peux-tu juste rentrer chez toi ?,Can you just go home?,B,pˈøty ʒˈyst ʁɑ̃tʁˈe ʃe twˈa ?,peuty zhyst rantray shay twa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
281,"Pouvez-vous parler plus lentement, s'il vous plaît ?","Can you speak more slowly, please?",B,"puvˈevu paʁlˈe ply lɑ̃tmˈɑ̃, sil vu plˈɛ ?","pohohvayvohoh parlay ply lantman, sayayl vohoh play ?",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
282,Peux-tu me conduire chez moi ?,Can you take me home?,B,pˈøty mə- kɔ̃dyˈiʁ ʃe mwˈa ?,peuty mohohh- kohndyayayr shay mwa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
283,Peux-tu me dire comment ?,Can you tell me how?,B,pˈøty mə- dˈiʁ kɔmˈɑ̃ ?,peuty mohohh- dayayr kohman ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
284,"Pourrais-je dire quelque chose, s'il vous plaît ?","Could I say something, please?",B,"puʁˈɛʒ dˈiʁ kˌɛlkə ʃˈɔz, sil vu plˈɛ ?","pohohrayzh dayayr kaylkohohh shohz, sayayl vohoh play ?",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
285,Pourrais-je travailler à temps partiel ?,Could I work part-time?,B,puʁˈɛʒ tʁavajˈe a tˈɑ̃ paʁsjˈɛl ?,pohohrayzh travayay a tan parsyayl ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
286,Pourriez-vous m'appeler plus tard ?,Could you call me later?,B,puʁjˈevu maplˈe ply tˈaʁ ?,pohohryayvohoh maplay ply tar ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
287,Pourriez-vous m'aider s'il vous plaît ?,Could you please help me?,B,puʁjˈevu mɛdˈe sil vu plˈɛ ?,pohohryayvohoh mayday sayayl vohoh play ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
288,"""Pouvez-vous signer ici","s'il vous plaît ?""",A,"""puvˈevu sinjˈe isˈi","""pohohvayvohoh sayaynyay ayaysayay",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
289,Vous ai-je dit cela ?,Did I tell you that?,B,vuz ɛʒ dˈi səlˈa ?,vohohz ayzh dayay sohohhla ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
290,Est-ce que je t'ai bien compris ?,Did I understand you correctly?,B,ɛs kə ʒə- te bjˈɛ̃ kɔ̃pʁˈi ?,ays kohohh zhohohh- tay byayayn kohnprayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
291,Tu l'as acheté ici ?,Did you buy it here?,B,ty laz aʃtˈe isˈi ?,ty laz ashtay ayaysayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
292,Êtes-vous venu seul ici ?,Did you come here alone?,B,ˈɛtvu vənˈy sˈœl isˈi ?,aytvohoh vohohhny seul ayaysayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
293,As-tu fait tes devoirs ?,Did you do your homework?,B,atˈy fˈɛ te- dəvwˈaʁ ?,aty fay tay- dohohhvwar ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
294,As-tu fait ton travail ?,Did you do your work?,B,atˈy fˈɛ tɔ̃ tʁavˈaj ?,aty fay tohn travay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
295,Connaissiez-vous mon père ?,Did you know my father?,B,kɔnɛsjˈevu mɔ̃ pˈɛʁ ?,kohnaysyayvohoh mohn payr ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
296,Dois-je y aller ?,Do I have to go?,B,dwˈaʒ i alˈe ?,dwazh ayay alay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
297,Tu viens souvent ici ?,Do you come here often?,B,ty vjˈɛ̃ suvˈɑ̃ isˈi ?,ty vyayayn sohohvan ayaysayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
298,Te sens-tu mieux aujourd'hui ?,Do you feel better today?,B,tə- sˈɑ̃ty mjˌø oʒuʁdyˈi ?,tohohh- santy myeu ohzhohohrdyayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
299,As-tu envie de manger ?,Do you feel like eating?,B,atˈy ɑ̃vˈi də- mɑ̃ʒˈe ?,aty anvayay dohohh- manzhay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
300,Veux-tu te reposer ?,Do you want to rest?,B,vˈøty tə- ʁəpozˈe ?,veuty tohohh- rohohhpohzay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
301,Y vas-tu souvent ?,Do you go there often?,B,i vˈaty suvˈɑ̃ ?,ayay vaty sohohvan ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
302,Vas-tu à l’école ?,Do you go to school?,B,vˈaty a lekˈɔl ?,vaty a laykohl ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
303,Disposez-vous de suffisamment de temps ?,Do you have enough time?,B,dispozˈevu də- syfizamˈɑ̃ də- tˈɑ̃ ?,dayayspohzayvohoh dohohh- syfayayzaman dohohh- tan ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
304,As-tu mon livre ?,Do you have my book?,B,atˈy mɔ̃ lˈivʁ ?,aty mohn layayvr ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
305,Est-ce que tu as des parents ici ?,Do you have relatives here?,B,ɛs kə ty a de- paʁˈɑ̃z isˈi ?,ays kohohh ty a day- paranz ayaysayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
306,Vous avez le temps maintenant ?,Do you have time now?,B,vuz avˈe lə- tˈɑ̃ mɛ̃tnˈɑ̃ ?,vohohz avay lohohh- tan mayayntnan ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
307,Est-ce que tu dois partir ?,Do you have to go?,B,ɛs kə ty dwˈa paʁtˈiʁ ?,ays kohohh ty dwa partayayr ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
308,Avez-vous une expérience professionnelle ?,Do you have work experience?,B,avˈevuz yn ɛkspeʁjˈɑ̃s pʁofɛsjɔnˈɛl ?,avayvohohz yn aykspayryans prohfaysyohnayl ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
309,As-tu tes clefs ?,Do you have your keys?,B,atˈy te- klˈe ?,aty tay- klay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
310,Avez-vous votre passeport ?,Do you have your passport?,B,avˈevu votʁ paspˈɔʁ ?,avayvohoh vohtr paspohr ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
311,"Connaissez-vous quiconque, ici ?",Do you know anyone here?,B,"kɔnɛsˈevu kikˈɔ̃k, isˈi ?","kohnaysayvohoh kayaykohnk, ayaysayay ?",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
312,Connaissez-vous mon mari ?,Do you know my husband?,B,kɔnɛsˈevu mɔ̃ maʁˈi ?,kohnaysayvohoh mohn marayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
313,Connais-tu mon nom ?,Do you know my name?,B,kɔnˈɛty mɔ̃ nˈɔ̃ ?,kohnayty mohn nohn ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
314,Connaissez-vous ma femme ?,Do you know my wife?,B,kɔnɛsˈevu ma- fˈam ?,kohnaysayvohoh ma- fam ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
315,Sais-tu ce qui est arrivé ?,Do you know what happened?,B,sˈɛty sə- ki ɛt aʁivˈe ?,sayty sohohh- kayay ayt arayayvay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
316,Connaissez-vous vos droits ?,Do you know your rights?,B,kɔnɛsˈevu vo dʁwˈa ?,kohnaysayvohoh voh drwa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
317,Connaissez-vous votre taille ?,Do you know your size?,B,kɔnɛsˈevu votʁ tˈaj ?,kohnaysayvohoh vohtr tay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
318,M'apprécies-tu aussi ?,"Do you like me, too?",B,mapʁesˈity osˈi ?,mapraysayayty ohsayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
319,Est-ce que ma voiture vous plaît ?,Do you like my car?,B,ɛs kə ma- vwatˈyʁ vu plˈɛ ?,ays kohohh ma- vwatyr vohoh play ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
320,Aimes-tu mes cheveux ?,Do you like my hair?,B,ˈɛmty me- ʃəvˈø ?,aymty may- shohohhveu ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
321,Est-ce que tu aimes mes chaussures ?,Do you like my shoes?,B,ɛs kə ty ˈɛm me- ʃosˈyʁ ?,ays kohohh ty aym may- shohsyr ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
322,Aimes-tu tes camarades de classe ?,Do you like your classmates?,B,ˈɛmty te- kamaʁˈad də- klˈas ?,aymty tay- kamarad dohohh- klas ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
323,Aimes-tu tes collègues ?,Do you like your coworkers?,B,ˈɛmty te- kɔlˈɛɡ ?,aymty tay- kohlayg ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
324,Aimes-tu ta soupe ?,Do you like your soup?,B,ˈɛmty ta- sˈup ?,aymty ta- sohohp ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
325,Aimez-vous votre travail ?,Do you like your work?,B,ɛmˈevu votʁ tʁavˈaj ?,aymayvohoh vohtr travay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
326,Avez-vous besoin de plus de temps ?,Do you need more time?,B,avˈevu bəzwˈɛ̃ də- ply də- tˈɑ̃ ?,avayvohoh bohohhzwayayn dohohh- ply dohohh- tan ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
327,As-tu besoin de mon aide ?,Do you need my assistance?,B,atˈy bəzwˈɛ̃ də- mɔ̃n ˈɛd ?,aty bohohhzwayayn dohohh- mohnn ayd ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
328,As-tu besoin de notre aide ?,Do you need our help?,B,atˈy bəzwˈɛ̃ də- notʁ ˈɛd ?,aty bohohhzwayayn dohohh- nohtr ayd ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
329,Est-ce que tu as toujours besoin de moi ?,Do you still need me?,B,ɛs kə ty a tuʒˌuʁ bəzwˈɛ̃ də- mwˈa ?,ays kohohh ty a tohohzhohohr bohohhzwayayn dohohh- mwa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
330,Penses-tu que ça va marcher ?,Do you think that'll work?,B,pˈɑ̃sty kə sa vˈa maʁʃˈe ?,pansty kohohh sa va marshay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
331,Pensez-vous que ceci va fonctionner ?,Do you think this'll work?,B,pɑ̃sˈevu kə səsˌi vˈa fɔ̃ksjɔnˈe ?,pansayvohoh kohohh sohohhsayay va fohnksyohnay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
332,Tu veux ma photo ?,Do you want my picture?,B,ty vˈø ma- fotˈo ?,ty veu ma- fohtoh ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
333,Tu veux de l'aide ?,Do you want some help?,B,ty vˈø də- lˈɛd ?,ty veu dohohh- layd ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
334,Tu veux venir ?,Do you want to come?,B,ty vˈø vənˈiʁ ?,ty veu vohohhnayayr ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
335,Veux-tu boire ?,Do you want to drink?,B,vˈøty bwˈaʁ ?,veuty bwar ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
336,Voulez-vous manger ?,Do you want to eat?,B,vulˈevu mɑ̃ʒˈe ?,vohohlayvohoh manzhay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
337,Veux-tu partir ?,Do you want to go?,B,vˈøty paʁtˈiʁ ?,veuty partayayr ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
338,Tu veux aider ?,Do you want to help?,B,ty vˈøz ɛdˈe ?,ty veuz ayday ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
339,Est-ce que tu veux savoir ?,Do you want to know?,B,ɛs kə ty vˈø savwˈaʁ ?,ays kohohh ty veu savwar ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
340,"N'avez-vous pas de travail, aujourd'hui ?",Don't you have work today?,B,"navˈevu pa də- tʁavˈaj, oʒuʁdyˈi ?","navayvohoh pa dohohh- travay, ohzhohohrdyayay ?",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
341,Avez-vous fini votre travail ?,Have you finished your work?,B,avˈevu finˈi votʁ tʁavˈaj ?,avayvohoh fayaynayay vohtr travay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
342,"Aide-moi, veux-tu ?","Help me, will you?",A,"ˈɛdmwˈa, vˈøtˈy ?","aydmwa, veuty ?",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
343,"Comment nous sentons-nous, aujourd'hui ?",How are we feeling today?,B,"kɔmˌɑ̃ nu sɑ̃tˈɔ̃nˈu, oʒuʁdyˈi ?","kohman nohoh santohnnohoh, ohzhohohrdyayay ?",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
344,Comment te sens-tu aujourd'hui ?,How are you feeling today?,B,kɔmˌɑ̃ tə- sˈɑ̃ty oʒuʁdyˈi ?,kohman tohohh- santy ohzhohohrdyayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
345,Quelle est la taille de ton école ?,How big is your school?,B,kɛl ɛ la- tˈaj də- tɔ̃n ekˈɔl ?,kayl ay la- tay dohohh- tohnn aykohl ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
346,Comment puis-je vous contacter ?,How can I contact you?,B,kɔmˌɑ̃ pyˈiʒ vu kɔ̃taktˈe ?,kohman pyayayzh vohoh kohntaktay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
347,Comment puis-je faire cela ?,How can I do that?,B,kɔmˌɑ̃ pyˈiʒ fˈɛʁ səlˈa ?,kohman pyayayzh fayr sohohhla ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
348,Comment est-ce que je peux faire ça ?,How can I do this?,B,kɔmˌɑ̃ ɛs kə ʒə- pˈø fˈɛʁ sˈa ?,kohman ays kohohh zhohohh- peu fayr sa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
349,En quoi puis-je vous aider ?,How can I help you?,B,ɑ̃ kwˌa pyˈiʒ vuz ɛdˈe ?,an kwa pyayayzh vohohz ayday ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
350,Comment puis-je vous joindre ?,How can I reach you?,B,kɔmˌɑ̃ pyˈiʒ vu ʒwˈɛ̃dʁ ?,kohman pyayayzh vohoh zhwayayndr ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
351,Comment puis-je vous rembourser ?,How can I repay you?,B,kɔmˌɑ̃ pyˈiʒ vu ʁɑ̃buʁsˈe ?,kohman pyayayzh vohoh ranbohohrsay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
352,Comment pouvons-nous faire cela ?,How can we do that?,B,kɔmˌɑ̃ puvˈɔ̃nu fˈɛʁ səlˈa ?,kohman pohohvohnnohoh fayr sohohhla ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
353,Comment pouvons-nous vous aider ?,How can we help you?,B,kɔmˌɑ̃ puvˈɔ̃nu vuz ɛdˈe ?,kohman pohohvohnnohoh vohohz ayday ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
354,Comment pouvons-nous te remercier ?,How can we thank you?,B,kɔmˌɑ̃ puvˈɔ̃nu tə- ʁəmɛʁsjˈe ?,kohman pohohvohnnohoh tohohh- rohohhmayrsyay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
355,Comment pouvez-vous manger cela ?,How can you eat that?,B,kɔmˌɑ̃ puvˈevu mɑ̃ʒˈe səlˈa ?,kohman pohohvayvohoh manzhay sohohhla ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
356,Comment pouvez-vous savoir cela ?,How can you know that?,B,kɔmˌɑ̃ puvˈevu savwˈaʁ səlˈa ?,kohman pohohvayvohoh savwar sohohhla ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
357,Comment peux-tu ne pas le savoir ?,How can you not know?,B,kɔmˌɑ̃ pˈøty nə- pa lə- savwˈaʁ ?,kohman peuty nohohh- pa lohohh- savwar ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
358,Comment peux-tu dire ça ?,How can you say that?,B,kɔmˌɑ̃ pˈøty dˈiʁ sˈa ?,kohman peuty dayayr sa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
359,Comment pourrais-je vous oublier ?,How could I forget you?,B,kɔmˌɑ̃ puʁˈɛʒ vuz ubliˈe ?,kohman pohohrayzh vohohz ohohblayayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
360,Comment aurais-je pu savoir ?,How could I have known?,B,kɔmˌɑ̃ oʁˈɛʒ pˈy savwˈaʁ ?,kohman ohrayzh py savwar ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
361,Comment pourrions-nous faire ça ?,How could we do that?,B,kɔmˌɑ̃ puʁjˈɔ̃nu fˈɛʁ sˈa ?,kohman pohohryohnnohoh fayr sa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
362,Comment avez-vous pu faire ça ?,How could you do that?,B,kɔmˌɑ̃ avˈevu pˈy fˈɛʁ sˈa ?,kohman avayvohoh py fayr sa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
363,Comment pourrais-tu m'aider ?,How could you help me?,B,kɔmˌɑ̃ puʁˈɛty mɛdˈe ?,kohman pohohrayty mayday ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
364,Comment pouvez-vous le savoir ?,How can you know it?,B,kɔmˌɑ̃ puvˈevu lə- savwˈaʁ ?,kohman pohohvayvohoh lohohh- savwar ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
365,Comment pouvais-tu l'ignorer ?,How could you ignore it?,B,kɔmˌɑ̃ puvˈɛty linjoʁˈe ?,kohman pohohvayty layaynyohray ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
366,Comment pourrais-tu dire cela ?,How could you say that?,B,kɔmˌɑ̃ puʁˈɛty dˈiʁ səlˈa ?,kohman pohohrayty dayayr sohohhla ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
367,Comment pourrais-tu penser ça ?,How could you think that?,B,kɔmˌɑ̃ puʁˈɛty pɑ̃sˈe sˈa ?,kohman pohohrayty pansay sa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
368,Comment suis-je parvenu ici ?,How did I get here?,B,kɔmˌɑ̃ syˈiʒ paʁvənˈy isˈi ?,kohman syayayzh parvohohhny ayaysayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
369,Comment est-il venu ici ?,How did he come here?,B,kɔmˌɑ̃ ɛtil vənˈy isˈi ?,kohman aytayayl vohohhny ayaysayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
370,Comment avons-nous fait cela ?,How did we do that?,B,kɔmˌɑ̃ avˈɔ̃nu fˈɛ səlˈa ?,kohman avohnnohoh fay sohohhla ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
371,Comment as-tu fait cela ?,How did you do that?,B,kɔmˌɑ̃ atˈy fˈɛ səlˈa ?,kohman aty fay sohohhla ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
372,Comment l'avez-vous fait ?,How did you do it?,B,kɔmˌɑ̃ lavˈevu fˈɛ ?,kohman lavayvohoh fay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
373,Comment m'as-tu trouvée ?,How did you find me?,B,kɔmˌɑ̃ matˈy tʁuvˈe ?,kohman maty trohohvay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
374,Comment êtes-vous arrivé ici ?,How did you get here?,B,kɔmˌɑ̃ ˈɛtvuz aʁivˈe isˈi ?,kohman aytvohohz arayayvay ayaysayay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
375,Comment s'est déroulé ton discours ?,How did your speech go?,B,kɔmˌɑ̃ sɛ deʁulˈe tɔ̃ diskˈuʁ ?,kohman say dayrohohlay tohn dayayskohohr ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
376,Comment je mange ça ?,How do I eat this?,B,kɔmˌɑ̃ ʒə- mˈɑ̃ʒ sˈa ?,kohman zhohohh- manzh sa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
377,Comment puis-je vous remercier ?,How can I thank you?,B,kɔmˌɑ̃ pyˈiʒ vu ʁəmɛʁsjˈe ?,kohman pyayayzh vohoh rohohhmayrsyay ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
378,Comment on y va ?,How do we get there?,B,kɔmˌɑ̃ ɔ̃n i vˈa ?,kohman ohnn ayay va ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
379,Comment le savons-nous ?,How do we know that?,B,kɔmˌɑ̃ lə- savˈɔ̃nˈu ?,kohman lohohh- savohnnohoh ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
380,D'où me connais-tu ?,Where do you know me from?,B,du mə- kɔnˈɛtˈy ?,dohoh mohohh- kohnayty ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
381,Comment tu sais ça ?,How do you know this?,B,kɔmˌɑ̃ ty sˈɛ sˈa ?,kohman ty say sa ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
382,Comment peux-tu ne pas comprendre ?,How can you not understand?,B,kɔmˌɑ̃ pˈøty nə- pa kɔ̃pʁˈɑ̃dʁ ?,kohman peuty nohohh- pa kohnprandr ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
383,Comment dis-tu cela ?,How do you say that?,B,kɔmˌɑ̃ dˈity səlˈa ?,kohman dayayty sohohhla ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
384,Comment les veux-tu ?,How do you want them?,B,kɔmˌɑ̃ le- vˈøtˈy ?,kohman lay- veuty ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
385,De combien de temps disposons-nous ?,How long do we have?,B,də- kɔ̃bjˈɛ̃ də- tˈɑ̃ dispozˈɔ̃nˈu ?,dohohh- kohnbyayayn dohohh- tan dayayspohzohnnohoh ?,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
386,Tu ne fais que travailler.,All you do is work.,B,ty nə- fˈɛ kə tʁavajˈe.,ty nohohh- fay kohohh travayay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
387,Appelle si tu as besoin de moi !,Call if you need me.,B,apˈɛl sˈi ty a bəzwˈɛ̃ də- mwˈa !,apayl sayay ty a bohohhzwayayn dohohh- mwa !,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
388,Appelle-moi quand tu peux.,Call me when you can.,B,apˈɛlmwˌa kɑ̃ ty pˈø.,apaylmwa kan ty peu.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
389,Viens ici et aide-moi.,Come here and help me.,B,vjˈɛ̃z isˈi e ˈɛdmwˈa.,vyayaynz ayaysayay ay aydmwa.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
390,Fais comme je te dis.,Do as I tell you.,B,fˈɛ kɔm ʒə- tə- dˈi.,fay kohm zhohohh- tohohh- dayay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
391,"Aidez-moi, si vous le pouvez !",Help me if you can.,B,"ɛdˈemwˈa, sˈi vu lə- puvˈe !","aydaymwa, sayay vohoh lohohh- pohohvay !",6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
392,Je sais ce que vous ressentez.,I know how you feel.,B,ʒə- sˈɛ sə- kə vu ʁəsɑ̃tˈe.,zhohohh- say sohohh- kohohh vohoh rohohhsantay.,6df585d7ee39ae63093632e1a1c986836ddd7cdde6f609781198b7eb3f5e8b9c
