rank,target,english,level,ipa_candidate,learner_hint_candidate,source_sha256
227,براہِ کرم تکیہ لے آئیے۔,Please bring the pillow.,A,bˌəraːhˈeː kˈʌrəm təkˈiːa lˈeː ˈaːjeː,bohohhrahay kʌrohohhm tohohhkayaya lay ayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
228,براہِ کرم مجھے تکیہ دیجیے۔,Please give me the pillow.,B,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː təkˈiːa diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay tohohhkayaya dayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
229,میرے پاس تکیہ ہے۔,I have the pillow.,A,mˈeːreː pˈaːs təkˈiːa hɛ,mayray pas tohohhkayaya hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
230,کیا آپ کے پاس تکیہ ہے؟,Do you have the pillow?,B,kjˈaː ˌaːp keː pˈaːs təkˈiːa hɛ,kya ap kay pas tohohhkayaya hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
231,مجھے تولیہ چاہیے۔,I need the towel.,A,mˌʊɟʰeː toːlˈiːa cˈaːhjeː,mohohgyʰay tohlayaya cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
232,مجھے تولیہ نہیں چاہیے۔,I don't need the towel.,B,mˌʊɟʰeː toːlˈiːa nahˈiːn cˈaːhjeː,mohohgyʰay tohlayaya nahayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
233,کیا آپ کو تولیہ چاہیے؟,Do you need the towel?,B,kjˈaː ˌaːp kˈoː toːlˈiːa cˈaːhjeː,kya ap koh tohlayaya cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
234,ہمیں تولیہ چاہیے۔,We need the towel.,A,hˈʌmẽː toːlˈiːa cˈaːhjeː,hʌmẽ tohlayaya cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
235,تولیہ کہاں ہے؟,Where is the towel?,A,toːlˈiːa kˈʌhãː hɛ,tohlayaya kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
236,کیا تولیہ یہاں ہے؟,Is the towel here?,A,kjˈaː toːlˈiːa jˈʌhãː hɛ,kya tohlayaya yʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
237,براہِ کرم تولیہ لے آئیے۔,Please bring the towel.,A,bˌəraːhˈeː kˈʌrəm toːlˈiːa lˈeː ˈaːjeː,bohohhrahay kʌrohohhm tohlayaya lay ayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
238,براہِ کرم مجھے تولیہ دیجیے۔,Please give me the towel.,B,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː toːlˈiːa diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay tohlayaya dayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
239,میرے پاس تولیہ ہے۔,I have the towel.,A,mˈeːreː pˈaːs toːlˈiːa hɛ,mayray pas tohlayaya hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
240,کیا آپ کے پاس تولیہ ہے؟,Do you have the towel?,B,kjˈaː ˌaːp keː pˈaːs toːlˈiːa hɛ,kya ap kay pas tohlayaya hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
241,مجھے صابن چاہیے۔,I need the soap.,A,mˌʊɟʰeː ʂˈaːbɪn cˈaːhjeː,mohohgyʰay ʂabayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
242,مجھے صابن نہیں چاہیے۔,I don't need the soap.,B,mˌʊɟʰeː ʂˈaːbɪn nahˈiːn cˈaːhjeː,mohohgyʰay ʂabayayn nahayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
243,کیا آپ کو صابن چاہیے؟,Do you need the soap?,B,kjˈaː ˌaːp kˈoː ʂˈaːbɪn cˈaːhjeː,kya ap koh ʂabayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
244,ہمیں صابن چاہیے۔,We need the soap.,A,hˈʌmẽː ʂˈaːbɪn cˈaːhjeː,hʌmẽ ʂabayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
245,صابن کہاں ہے؟,Where is the soap?,A,ʂˈaːbɪn kˈʌhãː hɛ,ʂabayayn kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
246,کیا صابن یہاں ہے؟,Is the soap here?,A,kjˈaː ʂˈaːbɪn jˈʌhãː hɛ,kya ʂabayayn yʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
247,براہِ کرم صابن لے آئیے۔,Please bring the soap.,A,bˌəraːhˈeː kˈʌrəm ʂˈaːbɪn lˈeː ˈaːjeː,bohohhrahay kʌrohohhm ʂabayayn lay ayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
248,براہِ کرم مجھے صابن دیجیے۔,Please give me the soap.,B,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː ʂˈaːbɪn diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay ʂabayayn dayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
249,میرے پاس صابن ہے۔,I have the soap.,A,mˈeːreː pˈaːs ʂˈaːbɪn hɛ,mayray pas ʂabayayn hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
250,کیا آپ کے پاس صابن ہے؟,Do you have the soap?,B,kjˈaː ˌaːp keː pˈaːs ʂˈaːbɪn hɛ,kya ap kay pas ʂabayayn hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
251,مجھے بوتل چاہیے۔,I need the bottle.,A,mˌʊɟʰeː bˈoːtəl cˈaːhjeː,mohohgyʰay bohtohohhl cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
252,مجھے بوتل نہیں چاہیے۔,I don't need the bottle.,B,mˌʊɟʰeː bˈoːtəl nahˈiːn cˈaːhjeː,mohohgyʰay bohtohohhl nahayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
253,کیا آپ کو بوتل چاہیے؟,Do you need the bottle?,B,kjˈaː ˌaːp kˈoː bˈoːtəl cˈaːhjeː,kya ap koh bohtohohhl cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
254,ہمیں بوتل چاہیے۔,We need the bottle.,A,hˈʌmẽː bˈoːtəl cˈaːhjeː,hʌmẽ bohtohohhl cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
255,بوتل کہاں ہے؟,Where is the bottle?,A,bˈoːtəl kˈʌhãː hɛ,bohtohohhl kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
256,کیا بوتل یہاں ہے؟,Is the bottle here?,A,kjˈaː bˈoːtəl jˈʌhãː hɛ,kya bohtohohhl yʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
257,براہِ کرم بوتل لے آئیے۔,Please bring the bottle.,A,bˌəraːhˈeː kˈʌrəm bˈoːtəl lˈeː ˈaːjeː,bohohhrahay kʌrohohhm bohtohohhl lay ayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
258,براہِ کرم مجھے بوتل دیجیے۔,Please give me the bottle.,B,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː bˈoːtəl diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay bohtohohhl dayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
259,میرے پاس بوتل ہے۔,I have the bottle.,A,mˈeːreː pˈaːs bˈoːtəl hɛ,mayray pas bohtohohhl hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
260,کیا آپ کے پاس بوتل ہے؟,Do you have the bottle?,B,kjˈaː ˌaːp keː pˈaːs bˈoːtəl hɛ,kya ap kay pas bohtohohhl hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
261,مجھے گلاس چاہیے۔,I need the glass.,A,mˌʊɟʰeː ɡlˈaːs cˈaːhjeː,mohohgyʰay glas cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
262,مجھے گلاس نہیں چاہیے۔,I don't need the glass.,B,mˌʊɟʰeː ɡlˈaːs nahˈiːn cˈaːhjeː,mohohgyʰay glas nahayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
263,کیا آپ کو گلاس چاہیے؟,Do you need the glass?,B,kjˈaː ˌaːp kˈoː ɡlˈaːs cˈaːhjeː,kya ap koh glas cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
264,ہمیں گلاس چاہیے۔,We need the glass.,A,hˈʌmẽː ɡlˈaːs cˈaːhjeː,hʌmẽ glas cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
265,گلاس کہاں ہے؟,Where is the glass?,A,ɡlˈaːs kˈʌhãː hɛ,glas kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
266,کیا گلاس یہاں ہے؟,Is the glass here?,A,kjˈaː ɡlˈaːs jˈʌhãː hɛ,kya glas yʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
267,براہِ کرم گلاس لے آئیے۔,Please bring the glass.,A,bˌəraːhˈeː kˈʌrəm ɡlˈaːs lˈeː ˈaːjeː,bohohhrahay kʌrohohhm glas lay ayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
268,براہِ کرم مجھے گلاس دیجیے۔,Please give me the glass.,B,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː ɡlˈaːs diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay glas dayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
269,میرے پاس گلاس ہے۔,I have the glass.,A,mˈeːreː pˈaːs ɡlˈaːs hɛ,mayray pas glas hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
270,کیا آپ کے پاس گلاس ہے؟,Do you have the glass?,B,kjˈaː ˌaːp keː pˈaːs ɡlˈaːs hɛ,kya ap kay pas glas hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
271,مجھے کپ چاہیے۔,I need the cup.,A,mˌʊɟʰeː kˈʌp cˈaːhjeː,mohohgyʰay kʌp cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
272,مجھے کپ نہیں چاہیے۔,I don't need the cup.,B,mˌʊɟʰeː kˈʌp nahˈiːn cˈaːhjeː,mohohgyʰay kʌp nahayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
273,کیا آپ کو کپ چاہیے؟,Do you need the cup?,B,kjˈaː ˌaːp kˈoː kˈʌp cˈaːhjeː,kya ap koh kʌp cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
274,ہمیں کپ چاہیے۔,We need the cup.,A,hˈʌmẽː kˈʌp cˈaːhjeː,hʌmẽ kʌp cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
275,کپ کہاں ہے؟,Where is the cup?,A,kˈʌp kˈʌhãː hɛ,kʌp kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
276,کیا کپ یہاں ہے؟,Is the cup here?,A,kjˈaː kˈʌp jˈʌhãː hɛ,kya kʌp yʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
277,براہِ کرم کپ لے آئیے۔,Please bring the cup.,A,bˌəraːhˈeː kˈʌrəm kˈʌp lˈeː ˈaːjeː,bohohhrahay kʌrohohhm kʌp lay ayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
278,براہِ کرم مجھے کپ دیجیے۔,Please give me the cup.,B,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː kˈʌp diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay kʌp dayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
279,میرے پاس کپ ہے۔,I have the cup.,A,mˈeːreː pˈaːs kˈʌp hɛ,mayray pas kʌp hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
280,کیا آپ کے پاس کپ ہے؟,Do you have the cup?,B,kjˈaː ˌaːp keː pˈaːs kˈʌp hɛ,kya ap kay pas kʌp hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
281,مجھے پلیٹ چاہیے۔,I need the plate.,A,mˌʊɟʰeː plˈeːʈ cˈaːhjeː,mohohgyʰay playt cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
282,مجھے پلیٹ نہیں چاہیے۔,I don't need the plate.,B,mˌʊɟʰeː plˈeːʈ nahˈiːn cˈaːhjeː,mohohgyʰay playt nahayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
283,کیا آپ کو پلیٹ چاہیے؟,Do you need the plate?,B,kjˈaː ˌaːp kˈoː plˈeːʈ cˈaːhjeː,kya ap koh playt cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
284,ہمیں پلیٹ چاہیے۔,We need the plate.,A,hˈʌmẽː plˈeːʈ cˈaːhjeː,hʌmẽ playt cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
285,پلیٹ کہاں ہے؟,Where is the plate?,A,plˈeːʈ kˈʌhãː hɛ,playt kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
286,کیا پلیٹ یہاں ہے؟,Is the plate here?,A,kjˈaː plˈeːʈ jˈʌhãː hɛ,kya playt yʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
287,براہِ کرم پلیٹ لے آئیے۔,Please bring the plate.,A,bˌəraːhˈeː kˈʌrəm plˈeːʈ lˈeː ˈaːjeː,bohohhrahay kʌrohohhm playt lay ayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
288,براہِ کرم مجھے پلیٹ دیجیے۔,Please give me the plate.,B,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː plˈeːʈ diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay playt dayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
289,میرے پاس پلیٹ ہے۔,I have the plate.,A,mˈeːreː pˈaːs plˈeːʈ hɛ,mayray pas playt hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
290,کیا آپ کے پاس پلیٹ ہے؟,Do you have the plate?,B,kjˈaː ˌaːp keː pˈaːs plˈeːʈ hɛ,kya ap kay pas playt hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
291,مجھے چمچ چاہیے۔,I need the spoon.,A,mˌʊɟʰeː cˈʌməc cˈaːhjeː,mohohgyʰay cʌmohohhc cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
292,مجھے چمچ نہیں چاہیے۔,I don't need the spoon.,B,mˌʊɟʰeː cˈʌməc nahˈiːn cˈaːhjeː,mohohgyʰay cʌmohohhc nahayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
293,کیا آپ کو چمچ چاہیے؟,Do you need the spoon?,B,kjˈaː ˌaːp kˈoː cˈʌməc cˈaːhjeː,kya ap koh cʌmohohhc cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
294,ہمیں چمچ چاہیے۔,We need the spoon.,A,hˈʌmẽː cˈʌməc cˈaːhjeː,hʌmẽ cʌmohohhc cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
295,چمچ کہاں ہے؟,Where is the spoon?,A,cˈʌməc kˈʌhãː hɛ,cʌmohohhc kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
296,کیا چمچ یہاں ہے؟,Is the spoon here?,A,kjˈaː cˈʌməc jˈʌhãː hɛ,kya cʌmohohhc yʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
297,براہِ کرم چمچ لے آئیے۔,Please bring the spoon.,A,bˌəraːhˈeː kˈʌrəm cˈʌməc lˈeː ˈaːjeː,bohohhrahay kʌrohohhm cʌmohohhc lay ayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
298,براہِ کرم مجھے چمچ دیجیے۔,Please give me the spoon.,B,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː cˈʌməc diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay cʌmohohhc dayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
299,میرے پاس چمچ ہے۔,I have the spoon.,A,mˈeːreː pˈaːs cˈʌməc hɛ,mayray pas cʌmohohhc hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
300,کیا آپ کے پاس چمچ ہے؟,Do you have the spoon?,B,kjˈaː ˌaːp keː pˈaːs cˈʌməc hɛ,kya ap kay pas cʌmohohhc hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
301,مجھے کانٹا چاہیے۔,I need the fork.,A,mˌʊɟʰeː kˈaːnʈaː cˈaːhjeː,mohohgyʰay kanta cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
302,مجھے کانٹا نہیں چاہیے۔,I don't need the fork.,B,mˌʊɟʰeː kˈaːnʈaː nahˈiːn cˈaːhjeː,mohohgyʰay kanta nahayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
303,کیا آپ کو کانٹا چاہیے؟,Do you need the fork?,B,kjˈaː ˌaːp kˈoː kˈaːnʈaː cˈaːhjeː,kya ap koh kanta cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
304,ہمیں کانٹا چاہیے۔,We need the fork.,A,hˈʌmẽː kˈaːnʈaː cˈaːhjeː,hʌmẽ kanta cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
305,کانٹا کہاں ہے؟,Where is the fork?,A,kˈaːnʈaː kˈʌhãː hɛ,kanta kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
306,کیا کانٹا یہاں ہے؟,Is the fork here?,A,kjˈaː kˈaːnʈaː jˈʌhãː hɛ,kya kanta yʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
307,براہِ کرم کانٹا لے آئیے۔,Please bring the fork.,A,bˌəraːhˈeː kˈʌrəm kˈaːnʈaː lˈeː ˈaːjeː,bohohhrahay kʌrohohhm kanta lay ayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
308,براہِ کرم مجھے کانٹا دیجیے۔,Please give me the fork.,B,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː kˈaːnʈaː diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay kanta dayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
309,میرے پاس کانٹا ہے۔,I have the fork.,A,mˈeːreː pˈaːs kˈaːnʈaː hɛ,mayray pas kanta hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
310,کیا آپ کے پاس کانٹا ہے؟,Do you have the fork?,B,kjˈaː ˌaːp keː pˈaːs kˈaːnʈaː hɛ,kya ap kay pas kanta hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
311,مجھے چاقو چاہیے۔,I need the knife.,A,mˌʊɟʰeː cˈaːqoː cˈaːhjeː,mohohgyʰay caqoh cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
312,مجھے چاقو نہیں چاہیے۔,I don't need the knife.,B,mˌʊɟʰeː cˈaːqoː nahˈiːn cˈaːhjeː,mohohgyʰay caqoh nahayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
313,کیا آپ کو چاقو چاہیے؟,Do you need the knife?,B,kjˈaː ˌaːp kˈoː cˈaːqoː cˈaːhjeː,kya ap koh caqoh cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
314,ہمیں چاقو چاہیے۔,We need the knife.,A,hˈʌmẽː cˈaːqoː cˈaːhjeː,hʌmẽ caqoh cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
315,چاقو کہاں ہے؟,Where is the knife?,A,cˈaːqoː kˈʌhãː hɛ,caqoh kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
316,کیا چاقو یہاں ہے؟,Is the knife here?,A,kjˈaː cˈaːqoː jˈʌhãː hɛ,kya caqoh yʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
317,براہِ کرم چاقو لے آئیے۔,Please bring the knife.,A,bˌəraːhˈeː kˈʌrəm cˈaːqoː lˈeː ˈaːjeː,bohohhrahay kʌrohohhm caqoh lay ayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
318,براہِ کرم مجھے چاقو دیجیے۔,Please give me the knife.,B,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː cˈaːqoː diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay caqoh dayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
319,میرے پاس چاقو ہے۔,I have the knife.,A,mˈeːreː pˈaːs cˈaːqoː hɛ,mayray pas caqoh hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
320,کیا آپ کے پاس چاقو ہے؟,Do you have the knife?,B,kjˈaː ˌaːp keː pˈaːs cˈaːqoː hɛ,kya ap kay pas caqoh hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
321,مجھے پانی چاہیے۔,I need the water.,A,mˌʊɟʰeː pˈaːni cˈaːhjeː,mohohgyʰay panayay cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
322,مجھے پانی نہیں چاہیے۔,I don't need the water.,B,mˌʊɟʰeː pˈaːni nahˈiːn cˈaːhjeː,mohohgyʰay panayay nahayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
323,کیا آپ کو پانی چاہیے؟,Do you need the water?,B,kjˈaː ˌaːp kˈoː pˈaːni cˈaːhjeː,kya ap koh panayay cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
324,ہمیں پانی چاہیے۔,We need the water.,A,hˈʌmẽː pˈaːni cˈaːhjeː,hʌmẽ panayay cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
325,پانی کہاں ہے؟,Where is the water?,A,pˈaːni kˈʌhãː hɛ,panayay kʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
326,کیا پانی یہاں ہے؟,Is the water here?,A,kjˈaː pˈaːni jˈʌhãː hɛ,kya panayay yʌhã hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
327,براہِ کرم پانی لے آئیے۔,Please bring the water.,A,bˌəraːhˈeː kˈʌrəm pˈaːni lˈeː ˈaːjeː,bohohhrahay kʌrohohhm panayay lay ayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
328,براہِ کرم مجھے پانی دیجیے۔,Please give me the water.,B,bˌəraːhˈeː kˈʌrəm mˌʊɟʰeː pˈaːni diɟˈiːeː,bohohhrahay kʌrohohhm mohohgyʰay panayay dayaygyayayay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
329,میرے پاس پانی ہے۔,I have the water.,A,mˈeːreː pˈaːs pˈaːni hɛ,mayray pas panayay hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
330,کیا آپ کے پاس پانی ہے؟,Do you have the water?,B,kjˈaː ˌaːp keː pˈaːs pˈaːni hɛ,kya ap kay pas panayay hay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
331,مجھے چائے چاہیے۔,I need the tea.,A,mˌʊɟʰeː cˈaːeː cˈaːhjeː,mohohgyʰay caay cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
332,مجھے چائے نہیں چاہیے۔,I don't need the tea.,B,mˌʊɟʰeː cˈaːeː nahˈiːn cˈaːhjeː,mohohgyʰay caay nahayayn cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
333,کیا آپ کو چائے چاہیے؟,Do you need the tea?,B,kjˈaː ˌaːp kˈoː cˈaːeː cˈaːhjeː,kya ap koh caay cahyay,1a1be318809c84d0a8ed71fcd3fca3644ef71feeb29e9c2bd08eeebfc38a0514
